Time (s),$ T_{tr} $ (nexaFoam)_Temp,$ T_{vib} $ (nexaFoam)_Temp
2.615e-05,4889.97,5188.33
2.616e-05,4890.24,5187.65
2.617e-05,4890.5,5186.96
2.618e-05,4890.76,5186.28
2.619e-05,4891.03,5185.6
2.62e-05,4891.29,5184.92
2.621e-05,4891.55,5184.25
2.622e-05,4891.81,5183.58
2.623e-05,4892.07,5182.9
2.624e-05,4892.33,5182.23
2.625e-05,4892.58,5181.57
2.626e-05,4892.84,5180.9
2.627e-05,4893.1,5180.24
2.628e-05,4893.35,5179.58
2.629e-05,4893.61,5178.92
2.63e-05,4893.86,5178.26
2.631e-05,4894.12,5177.6
2.632e-05,4894.37,5176.95
2.633e-05,4894.62,5176.29
2.634e-05,4894.87,5175.64
2.635e-05,4895.12,5175.0
2.636e-05,4895.37,5174.35
2.637e-05,4895.62,5173.7
2.638e-05,4895.87,5173.06
2.639e-05,4896.12,5172.42
2.64e-05,4896.36,5171.78
2.641e-05,4896.61,5171.15
2.642e-05,4896.85,5170.51
2.643e-05,4897.1,5169.88
2.644e-05,4897.34,5169.25
2.645e-05,4897.59,5168.62
2.646e-05,4897.83,5167.99
2.647e-05,4898.07,5167.36
2.648e-05,4898.31,5166.74
2.649e-05,4898.55,5166.12
2.65e-05,4898.79,5165.49
2.651e-05,4899.03,5164.88
2.652e-05,4899.27,5164.26
2.653e-05,4899.51,5163.64
2.654e-05,4899.74,5163.03
2.655e-05,4899.98,5162.42
2.656e-05,4900.21,5161.81
2.657e-05,4900.45,5161.2
2.658e-05,4900.68,5160.6
2.659e-05,4900.92,5159.99
2.66e-05,4901.15,5159.39
2.661e-05,4901.38,5158.79
2.662e-05,4901.61,5158.19
2.663e-05,4901.84,5157.59
2.664e-05,4902.07,5157.0
2.665e-05,4902.3,5156.41
2.666e-05,4902.53,5155.81
2.667e-05,4902.76,5155.22
2.668e-05,4902.98,5154.64
2.669e-05,4903.21,5154.05
2.67e-05,4903.44,5153.46
2.671e-05,4903.66,5152.88
2.672e-05,4903.88,5152.3
2.673e-05,4904.11,5151.72
2.674e-05,4904.33,5151.14
2.675e-05,4904.55,5150.57
2.676e-05,4904.78,5149.99
2.677e-05,4905.0,5149.42
2.678e-05,4905.22,5148.85
2.679e-05,4905.44,5148.28
2.68e-05,4905.66,5147.71
2.681e-05,4905.87,5147.15
2.682e-05,4906.09,5146.58
2.683e-05,4906.31,5146.02
2.684e-05,4906.53,5145.46
2.685e-05,4906.74,5144.9
2.686e-05,4906.96,5144.34
2.687e-05,4907.17,5143.79
2.688e-05,4907.38,5143.24
2.689e-05,4907.6,5142.68
2.69e-05,4907.81,5142.13
2.691e-05,4908.02,5141.58
2.692e-05,4908.23,5141.04
2.693e-05,4908.44,5140.49
2.694e-05,4908.65,5139.95
2.695e-05,4908.86,5139.4
2.696e-05,4909.07,5138.86
2.697e-05,4909.28,5138.32
2.698e-05,4909.49,5137.79
2.699e-05,4909.69,5137.25
2.7e-05,4909.9,5136.72
2.701e-05,4910.11,5136.18
2.702e-05,4910.31,5135.65
2.703e-05,4910.52,5135.12
2.704e-05,4910.72,5134.6
2.705e-05,4910.92,5134.07
2.706e-05,4911.12,5133.55
2.707e-05,4911.33,5133.02
2.708e-05,4911.53,5132.5
2.709e-05,4911.73,5131.98
2.71e-05,4911.93,5131.46
2.711e-05,4912.13,5130.95
2.712e-05,4912.33,5130.43
2.713e-05,4912.52,5129.92
2.714e-05,4912.72,5129.41
2.715e-05,4912.92,5128.9
2.716e-05,4913.12,5128.39
2.717e-05,4913.31,5127.88
2.718e-05,4913.51,5127.37
2.719e-05,4913.7,5126.87
2.72e-05,4913.89,5126.37
2.721e-05,4914.09,5125.87
2.722e-05,4914.28,5125.37
2.723e-05,4914.47,5124.87
2.724e-05,4914.66,5124.37
2.725e-05,4914.86,5123.88
2.726e-05,4915.05,5123.38
2.727e-05,4915.24,5122.89
2.728e-05,4915.43,5122.4
2.729e-05,4915.61,5121.91
2.73e-05,4915.8,5121.42
2.731e-05,4915.99,5120.94
2.732e-05,4916.18,5120.45
2.733e-05,4916.36,5119.97
2.734e-05,4916.55,5119.49
2.735e-05,4916.73,5119.01
2.736e-05,4916.92,5118.53
2.737e-05,4917.1,5118.05
2.738e-05,4917.29,5117.58
2.739e-05,4917.47,5117.1
2.74e-05,4917.65,5116.63
2.741e-05,4917.83,5116.16
2.742e-05,4918.01,5115.69
2.743e-05,4918.2,5115.22
2.744e-05,4918.38,5114.76
2.745e-05,4918.55,5114.29
2.746e-05,4918.73,5113.83
2.747e-05,4918.91,5113.36
2.748e-05,4919.09,5112.9
2.749e-05,4919.27,5112.44
2.75e-05,4919.44,5111.98
2.751e-05,4919.62,5111.53
2.752e-05,4919.8,5111.07
2.753e-05,4919.97,5110.62
2.754e-05,4920.15,5110.17
2.755e-05,4920.32,5109.71
2.756e-05,4920.49,5109.26
2.757e-05,4920.67,5108.82
2.758e-05,4920.84,5108.37
2.759e-05,4921.01,5107.92
2.76e-05,4921.18,5107.48
2.761e-05,4921.35,5107.04
2.762e-05,4921.52,5106.59
2.763e-05,4921.69,5106.15
2.764e-05,4921.86,5105.72
2.765e-05,4922.03,5105.28
2.766e-05,4922.2,5104.84
2.767e-05,4922.37,5104.41
2.768e-05,4922.53,5103.97
2.769e-05,4922.7,5103.54
2.77e-05,4922.87,5103.11
2.771e-05,4923.03,5102.68
2.772e-05,4923.2,5102.25
2.773e-05,4923.36,5101.83
2.774e-05,4923.53,5101.4
2.775e-05,4923.69,5100.98
2.776e-05,4923.85,5100.56
2.777e-05,4924.02,5100.13
2.778e-05,4924.18,5099.71
2.779e-05,4924.34,5099.3
2.78e-05,4924.5,5098.88
2.781e-05,4924.66,5098.46
2.782e-05,4924.82,5098.05
2.783e-05,4924.98,5097.63
2.784e-05,4925.14,5097.22
2.785e-05,4925.3,5096.81
2.786e-05,4925.46,5096.4
2.787e-05,4925.61,5095.99
2.788e-05,4925.77,5095.59
2.789e-05,4925.93,5095.18
2.79e-05,4926.08,5094.78
2.791e-05,4926.24,5094.37
2.792e-05,4926.39,5093.97
2.793e-05,4926.55,5093.57
2.794e-05,4926.7,5093.17
2.795e-05,4926.86,5092.77
2.796e-05,4927.01,5092.38
2.797e-05,4927.16,5091.98
2.798e-05,4927.31,5091.59
2.799e-05,4927.47,5091.19
2.8e-05,4927.62,5090.8
2.801e-05,4927.77,5090.41
2.802e-05,4927.92,5090.02
2.803e-05,4928.07,5089.63
2.804e-05,4928.22,5089.25
2.805e-05,4928.37,5088.86
2.806e-05,4928.51,5088.47
2.807e-05,4928.66,5088.09
2.808e-05,4928.81,5087.71
2.809e-05,4928.96,5087.33
2.81e-05,4929.1,5086.95
2.811e-05,4929.25,5086.57
2.812e-05,4929.39,5086.19
2.813e-05,4929.54,5085.82
2.814e-05,4929.68,5085.44
2.815e-05,4929.83,5085.07
2.816e-05,4929.97,5084.7
2.817e-05,4930.11,5084.32
2.818e-05,4930.26,5083.95
2.819e-05,4930.4,5083.58
2.82e-05,4930.54,5083.22
2.821e-05,4930.68,5082.85
2.822e-05,4930.82,5082.48
2.823e-05,4930.96,5082.12
2.824e-05,4931.1,5081.76
2.825e-05,4931.24,5081.39
2.826e-05,4931.38,5081.03
2.827e-05,4931.52,5080.67
2.828e-05,4931.66,5080.32
2.829e-05,4931.8,5079.96
2.83e-05,4931.94,5079.6
2.831e-05,4932.07,5079.25
2.832e-05,4932.21,5078.89
2.833e-05,4932.35,5078.54
2.834e-05,4932.48,5078.19
2.835e-05,4932.62,5077.84
2.836e-05,4932.75,5077.49
2.837e-05,4932.89,5077.14
2.838e-05,4933.02,5076.79
2.839e-05,4933.15,5076.44
2.84e-05,4933.29,5076.1
2.841e-05,4933.42,5075.76
2.842e-05,4933.55,5075.41
2.843e-05,4933.68,5075.07
2.844e-05,4933.81,5074.73
2.845e-05,4933.95,5074.39
2.846e-05,4934.08,5074.05
2.847e-05,4934.21,5073.71
2.848e-05,4934.34,5073.38
2.849e-05,4934.47,5073.04
2.85e-05,4934.59,5072.71
2.851e-05,4934.72,5072.38
2.852e-05,4934.85,5072.04
2.853e-05,4934.98,5071.71
2.854e-05,4935.11,5071.38
2.855e-05,4935.23,5071.05
2.856e-05,4935.36,5070.72
2.857e-05,4935.49,5070.4
2.858e-05,4935.61,5070.07
2.859e-05,4935.74,5069.75
2.86e-05,4935.86,5069.42
2.861e-05,4935.99,5069.1
2.862e-05,4936.11,5068.78
2.863e-05,4936.23,5068.46
2.864e-05,4936.36,5068.14
2.865e-05,4936.48,5067.82
2.866e-05,4936.6,5067.5
2.867e-05,4936.72,5067.19
2.868e-05,4936.85,5066.87
2.869e-05,4936.97,5066.56
2.87e-05,4937.09,5066.24
2.871e-05,4937.21,5065.93
2.872e-05,4937.33,5065.62
2.873e-05,4937.45,5065.31
2.874e-05,4937.57,5065.0
2.875e-05,4937.69,5064.69
2.876e-05,4937.8,5064.38
2.877e-05,4937.92,5064.08
2.878e-05,4938.04,5063.77
2.879e-05,4938.16,5063.47
2.88e-05,4938.27,5063.16
2.881e-05,4938.39,5062.86
2.882e-05,4938.51,5062.56
2.883e-05,4938.62,5062.26
2.884e-05,4938.74,5061.96
2.885e-05,4938.85,5061.66
2.886e-05,4938.97,5061.36
2.887e-05,4939.08,5061.07
2.888e-05,4939.2,5060.77
2.889e-05,4939.31,5060.48
2.89e-05,4939.42,5060.18
2.891e-05,4939.54,5059.89
2.892e-05,4939.65,5059.6
2.893e-05,4939.76,5059.31
2.894e-05,4939.87,5059.02
2.895e-05,4939.99,5058.73
2.896e-05,4940.1,5058.44
2.897e-05,4940.21,5058.15
2.898e-05,4940.32,5057.87
2.899e-05,4940.43,5057.58
2.9e-05,4940.54,5057.3
2.901e-05,4940.65,5057.01
2.902e-05,4940.76,5056.73
2.903e-05,4940.86,5056.45
2.904e-05,4940.97,5056.17
2.905e-05,4941.08,5055.89
2.906e-05,4941.19,5055.61
2.907e-05,4941.29,5055.33
2.908e-05,4941.4,5055.05
2.909e-05,4941.51,5054.78
2.91e-05,4941.61,5054.5
2.911e-05,4941.72,5054.23
2.912e-05,4941.83,5053.95
2.913e-05,4941.93,5053.68
2.914e-05,4942.04,5053.41
2.915e-05,4942.14,5053.14
2.916e-05,4942.24,5052.87
2.917e-05,4942.35,5052.6
2.918e-05,4942.45,5052.33
2.919e-05,4942.55,5052.06
2.92e-05,4942.66,5051.8
2.921e-05,4942.76,5051.53
2.922e-05,4942.86,5051.27
2.923e-05,4942.96,5051.0
2.924e-05,4943.06,5050.74
2.925e-05,4943.17,5050.48
2.926e-05,4943.27,5050.22
2.927e-05,4943.37,5049.96
2.928e-05,4943.47,5049.7
2.929e-05,4943.57,5049.44
2.93e-05,4943.67,5049.18
2.931e-05,4943.77,5048.92
2.932e-05,4943.86,5048.67
2.933e-05,4943.96,5048.41
2.934e-05,4944.06,5048.16
2.935e-05,4944.16,5047.9
2.936e-05,4944.26,5047.65
2.937e-05,4944.35,5047.4
2.938e-05,4944.45,5047.15
2.939e-05,4944.55,5046.89
2.94e-05,4944.64,5046.65
2.941e-05,4944.74,5046.4
2.942e-05,4944.83,5046.15
2.943e-05,4944.93,5045.9
2.944e-05,4945.02,5045.65
2.945e-05,4945.12,5045.41
2.946e-05,4945.21,5045.16
2.947e-05,4945.31,5044.92
2.948e-05,4945.4,5044.68
2.949e-05,4945.49,5044.44
2.95e-05,4945.59,5044.19
2.951e-05,4945.68,5043.95
2.952e-05,4945.77,5043.71
2.953e-05,4945.87,5043.47
2.954e-05,4945.96,5043.24
2.955e-05,4946.05,5043.0
2.956e-05,4946.14,5042.76
2.957e-05,4946.23,5042.52
2.958e-05,4946.32,5042.29
2.959e-05,4946.41,5042.05
2.96e-05,4946.5,5041.82
2.961e-05,4946.59,5041.59
2.962e-05,4946.68,5041.36
2.963e-05,4946.77,5041.12
2.964e-05,4946.86,5040.89
2.965e-05,4946.95,5040.66
2.966e-05,4947.04,5040.43
2.967e-05,4947.12,5040.21
2.968e-05,4947.21,5039.98
2.969e-05,4947.3,5039.75
2.97e-05,4947.39,5039.53
2.971e-05,4947.47,5039.3
2.972e-05,4947.56,5039.08
2.973e-05,4947.65,5038.85
2.974e-05,4947.73,5038.63
2.975e-05,4947.82,5038.41
2.976e-05,4947.9,5038.18
2.977e-05,4947.99,5037.96
2.978e-05,4948.07,5037.74
2.979e-05,4948.16,5037.52
2.98e-05,4948.24,5037.3
2.981e-05,4948.33,5037.09
2.982e-05,4948.41,5036.87
2.983e-05,4948.49,5036.65
2.984e-05,4948.58,5036.44
2.985e-05,4948.66,5036.22
2.986e-05,4948.74,5036.01
2.987e-05,4948.83,5035.79
2.988e-05,4948.91,5035.58
2.989e-05,4948.99,5035.37
2.99e-05,4949.07,5035.16
2.991e-05,4949.15,5034.94
2.992e-05,4949.23,5034.73
2.993e-05,4949.31,5034.52
2.994e-05,4949.4,5034.32
2.995e-05,4949.48,5034.11
2.996e-05,4949.56,5033.9
2.997e-05,4949.63,5033.69
2.998e-05,4949.71,5033.49
2.999e-05,4949.79,5033.28
3e-05,4949.87,5033.08
3.001e-05,4949.95,5032.87
3.002e-05,4950.03,5032.67
3.003e-05,4950.11,5032.47
3.004e-05,4950.19,5032.26
3.005e-05,4950.26,5032.06
3.006e-05,4950.34,5031.86
3.007e-05,4950.42,5031.66
3.008e-05,4950.49,5031.46
3.009e-05,4950.57,5031.26
3.01e-05,4950.65,5031.07
3.011e-05,4950.72,5030.87
3.012e-05,4950.8,5030.67
3.013e-05,4950.88,5030.48
3.014e-05,4950.95,5030.28
3.015e-05,4951.03,5030.08
3.016e-05,4951.1,5029.89
3.017e-05,4951.17,5029.7
3.018e-05,4951.25,5029.5
3.019e-05,4951.32,5029.31
3.02e-05,4951.4,5029.12
3.021e-05,4951.47,5028.93
3.022e-05,4951.54,5028.74
3.023e-05,4951.62,5028.55
3.024e-05,4951.69,5028.36
3.025e-05,4951.76,5028.17
3.026e-05,4951.84,5027.98
3.027e-05,4951.91,5027.8
3.028e-05,4951.98,5027.61
3.029e-05,4952.05,5027.42
3.03e-05,4952.12,5027.24
3.031e-05,4952.19,5027.05
3.032e-05,4952.26,5026.87
3.033e-05,4952.34,5026.69
3.034e-05,4952.41,5026.5
3.035e-05,4952.48,5026.32
3.036e-05,4952.55,5026.14
3.037e-05,4952.62,5025.96
3.038e-05,4952.69,5025.78
3.039e-05,4952.75,5025.6
3.04e-05,4952.82,5025.42
3.041e-05,4952.89,5025.24
3.042e-05,4952.96,5025.06
3.043e-05,4953.03,5024.88
3.044e-05,4953.1,5024.71
3.045e-05,4953.17,5024.53
3.046e-05,4953.23,5024.36
3.047e-05,4953.3,5024.18
3.048e-05,4953.37,5024.01
3.049e-05,4953.44,5023.83
3.05e-05,4953.5,5023.66
3.051e-05,4953.57,5023.49
3.052e-05,4953.63,5023.31
3.053e-05,4953.7,5023.14
3.054e-05,4953.77,5022.97
3.055e-05,4953.83,5022.8
3.056e-05,4953.9,5022.63
3.057e-05,4953.96,5022.46
3.058e-05,4954.03,5022.29
3.059e-05,4954.09,5022.12
3.06e-05,4954.16,5021.96
3.061e-05,4954.22,5021.79
3.062e-05,4954.29,5021.62
3.063e-05,4954.35,5021.46
3.064e-05,4954.41,5021.29
3.065e-05,4954.48,5021.13
3.066e-05,4954.54,5020.96
3.067e-05,4954.6,5020.8
3.068e-05,4954.67,5020.64
3.069e-05,4954.73,5020.47
3.07e-05,4954.79,5020.31
3.071e-05,4954.85,5020.15
3.072e-05,4954.92,5019.99
3.073e-05,4954.98,5019.83
3.074e-05,4955.04,5019.67
3.075e-05,4955.1,5019.51
3.076e-05,4955.16,5019.35
3.077e-05,4955.22,5019.19
3.078e-05,4955.28,5019.03
3.079e-05,4955.35,5018.88
3.08e-05,4955.41,5018.72
3.081e-05,4955.47,5018.56
3.082e-05,4955.53,5018.41
3.083e-05,4955.59,5018.25
3.084e-05,4955.65,5018.1
3.085e-05,4955.7,5017.94
3.086e-05,4955.76,5017.79
3.087e-05,4955.82,5017.64
3.088e-05,4955.88,5017.48
3.089e-05,4955.94,5017.33
3.09e-05,4956.0,5017.18
3.091e-05,4956.06,5017.03
3.092e-05,4956.11,5016.88
3.093e-05,4956.17,5016.73
3.094e-05,4956.23,5016.58
3.095e-05,4956.29,5016.43
3.096e-05,4956.34,5016.28
3.097e-05,4956.4,5016.13
3.098e-05,4956.46,5015.98
3.099e-05,4956.52,5015.84
3.1e-05,4956.57,5015.69
3.101e-05,4956.63,5015.54
3.102e-05,4956.68,5015.4
3.103e-05,4956.74,5015.25
3.104e-05,4956.8,5015.11
3.105e-05,4956.85,5014.97
3.106e-05,4956.91,5014.82
3.107e-05,4956.96,5014.68
3.108e-05,4957.02,5014.54
3.109e-05,4957.07,5014.39
3.11e-05,4957.13,5014.25
3.111e-05,4957.18,5014.11
3.112e-05,4957.24,5013.97
3.113e-05,4957.29,5013.83
3.114e-05,4957.34,5013.69
3.115e-05,4957.4,5013.55
3.116e-05,4957.45,5013.41
3.117e-05,4957.5,5013.27
3.118e-05,4957.56,5013.13
3.119e-05,4957.61,5013.0
3.12e-05,4957.66,5012.86
3.121e-05,4957.72,5012.72
3.122e-05,4957.77,5012.59
3.123e-05,4957.82,5012.45
3.124e-05,4957.87,5012.32
3.125e-05,4957.92,5012.18
3.126e-05,4957.98,5012.05
3.127e-05,4958.03,5011.91
3.128e-05,4958.08,5011.78
3.129e-05,4958.13,5011.65
3.13e-05,4958.18,5011.52
3.131e-05,4958.23,5011.38
3.132e-05,4958.28,5011.25
3.133e-05,4958.33,5011.12
3.134e-05,4958.38,5010.99
3.135e-05,4958.43,5010.86
3.136e-05,4958.48,5010.73
3.137e-05,4958.53,5010.6
3.138e-05,4958.58,5010.47
3.139e-05,4958.63,5010.34
3.14e-05,4958.68,5010.21
3.141e-05,4958.73,5010.09
3.142e-05,4958.78,5009.96
3.143e-05,4958.83,5009.83
3.144e-05,4958.88,5009.71
3.145e-05,4958.93,5009.58
3.146e-05,4958.97,5009.46
3.147e-05,4959.02,5009.33
3.148e-05,4959.07,5009.21
3.149e-05,4959.12,5009.08
3.15e-05,4959.17,5008.96
3.151e-05,4959.21,5008.83
3.152e-05,4959.26,5008.71
3.153e-05,4959.31,5008.59
3.154e-05,4959.36,5008.47
3.155e-05,4959.4,5008.34
3.156e-05,4959.45,5008.22
3.157e-05,4959.5,5008.1
3.158e-05,4959.54,5007.98
3.159e-05,4959.59,5007.86
3.16e-05,4959.63,5007.74
3.161e-05,4959.68,5007.62
3.162e-05,4959.73,5007.5
3.163e-05,4959.77,5007.39
3.164e-05,4959.82,5007.27
3.165e-05,4959.86,5007.15
3.166e-05,4959.91,5007.03
3.167e-05,4959.95,5006.92
3.168e-05,4960.0,5006.8
3.169e-05,4960.04,5006.68
3.17e-05,4960.09,5006.57
3.171e-05,4960.13,5006.45
3.172e-05,4960.18,5006.34
3.173e-05,4960.22,5006.22
3.174e-05,4960.26,5006.11
3.175e-05,4960.31,5005.99
3.176e-05,4960.35,5005.88
3.177e-05,4960.39,5005.77
3.178e-05,4960.44,5005.66
3.179e-05,4960.48,5005.54
3.18e-05,4960.52,5005.43
3.181e-05,4960.57,5005.32
3.182e-05,4960.61,5005.21
3.183e-05,4960.65,5005.1
3.184e-05,4960.7,5004.99
3.185e-05,4960.74,5004.88
3.186e-05,4960.78,5004.77
3.187e-05,4960.82,5004.66
3.188e-05,4960.86,5004.55
3.189e-05,4960.91,5004.44
3.19e-05,4960.95,5004.33
3.191e-05,4960.99,5004.23
3.192e-05,4961.03,5004.12
3.193e-05,4961.07,5004.01
3.194e-05,4961.11,5003.91
3.195e-05,4961.15,5003.8
3.196e-05,4961.19,5003.69
3.197e-05,4961.23,5003.59
3.198e-05,4961.28,5003.48
3.199e-05,4961.32,5003.38
3.2e-05,4961.36,5003.27
3.201e-05,4961.4,5003.17
3.202e-05,4961.44,5003.07
3.203e-05,4961.48,5002.96
3.204e-05,4961.52,5002.86
3.205e-05,4961.56,5002.76
3.206e-05,4961.59,5002.65
3.207e-05,4961.63,5002.55
3.208e-05,4961.67,5002.45
3.209e-05,4961.71,5002.35
3.21e-05,4961.75,5002.25
3.211e-05,4961.79,5002.15
3.212e-05,4961.83,5002.05
3.213e-05,4961.87,5001.95
3.214e-05,4961.91,5001.85
3.215e-05,4961.94,5001.75
3.216e-05,4961.98,5001.65
3.217e-05,4962.02,5001.55
3.218e-05,4962.06,5001.45
3.219e-05,4962.1,5001.35
3.22e-05,4962.13,5001.26
3.221e-05,4962.17,5001.16
3.222e-05,4962.21,5001.06
3.223e-05,4962.25,5000.97
3.224e-05,4962.28,5000.87
3.225e-05,4962.32,5000.77
3.226e-05,4962.36,5000.68
3.227e-05,4962.39,5000.58
3.228e-05,4962.43,5000.49
3.229e-05,4962.47,5000.39
3.23e-05,4962.5,5000.3
3.231e-05,4962.54,5000.2
3.232e-05,4962.57,5000.11
3.233e-05,4962.61,5000.02
3.234e-05,4962.65,4999.92
3.235e-05,4962.68,4999.83
3.236e-05,4962.72,4999.74
3.237e-05,4962.75,4999.65
3.238e-05,4962.79,4999.56
3.239e-05,4962.82,4999.46
3.24e-05,4962.86,4999.37
3.241e-05,4962.89,4999.28
3.242e-05,4962.93,4999.19
3.243e-05,4962.96,4999.1
3.244e-05,4963.0,4999.01
3.245e-05,4963.03,4998.92
3.246e-05,4963.07,4998.83
3.247e-05,4963.1,4998.74
3.248e-05,4963.14,4998.65
3.249e-05,4963.17,4998.57
3.25e-05,4963.2,4998.48
3.251e-05,4963.24,4998.39
3.252e-05,4963.27,4998.3
3.253e-05,4963.3,4998.22
3.254e-05,4963.34,4998.13
3.255e-05,4963.37,4998.04
3.256e-05,4963.4,4997.96
3.257e-05,4963.44,4997.87
3.258e-05,4963.47,4997.78
3.259e-05,4963.5,4997.7
3.26e-05,4963.54,4997.61
3.261e-05,4963.57,4997.53
3.262e-05,4963.6,4997.44
3.263e-05,4963.63,4997.36
3.264e-05,4963.67,4997.28
3.265e-05,4963.7,4997.19
3.266e-05,4963.73,4997.11
3.267e-05,4963.76,4997.03
3.268e-05,4963.79,4996.94
3.269e-05,4963.83,4996.86
3.27e-05,4963.86,4996.78
3.271e-05,4963.89,4996.7
3.272e-05,4963.92,4996.61
3.273e-05,4963.95,4996.53
3.274e-05,4963.98,4996.45
3.275e-05,4964.02,4996.37
3.276e-05,4964.05,4996.29
3.277e-05,4964.08,4996.21
3.278e-05,4964.11,4996.13
3.279e-05,4964.14,4996.05
3.28e-05,4964.17,4995.97
3.281e-05,4964.2,4995.89
3.282e-05,4964.23,4995.81
3.283e-05,4964.26,4995.73
3.284e-05,4964.29,4995.65
3.285e-05,4964.32,4995.58
3.286e-05,4964.35,4995.5
3.287e-05,4964.38,4995.42
3.288e-05,4964.41,4995.34
3.289e-05,4964.44,4995.27
3.29e-05,4964.47,4995.19
3.291e-05,4964.5,4995.11
3.292e-05,4964.53,4995.04
3.293e-05,4964.56,4994.96
3.294e-05,4964.59,4994.88
3.295e-05,4964.62,4994.81
3.296e-05,4964.65,4994.73
3.297e-05,4964.67,4994.66
3.298e-05,4964.7,4994.58
3.299e-05,4964.73,4994.51
3.3e-05,4964.76,4994.44
3.301e-05,4964.79,4994.36
3.302e-05,4964.82,4994.29
3.303e-05,4964.85,4994.21
3.304e-05,4964.87,4994.14
3.305e-05,4964.9,4994.07
3.306e-05,4964.93,4994.0
3.307e-05,4964.96,4993.92
3.308e-05,4964.99,4993.85
3.309e-05,4965.01,4993.78
3.31e-05,4965.04,4993.71
3.311e-05,4965.07,4993.64
3.312e-05,4965.1,4993.56
3.313e-05,4965.12,4993.49
3.314e-05,4965.15,4993.42
3.315e-05,4965.18,4993.35
3.316e-05,4965.2,4993.28
3.317e-05,4965.23,4993.21
3.318e-05,4965.26,4993.14
3.319e-05,4965.29,4993.07
3.32e-05,4965.31,4993.0
3.321e-05,4965.34,4992.93
3.322e-05,4965.37,4992.87
3.323e-05,4965.39,4992.8
3.324e-05,4965.42,4992.73
3.325e-05,4965.44,4992.66
3.326e-05,4965.47,4992.59
3.327e-05,4965.5,4992.52
3.328e-05,4965.52,4992.45
3.329e-05,4965.55,4992.38
3.33e-05,4965.57,4992.31
3.331e-05,4965.6,4992.25
3.332e-05,4965.63,4992.18
3.333e-05,4965.65,4992.11
3.334e-05,4965.68,4992.05
3.335e-05,4965.7,4991.98
3.336e-05,4965.73,4991.92
3.337e-05,4965.75,4991.85
3.338e-05,4965.78,4991.79
3.339e-05,4965.8,4991.72
3.34e-05,4965.83,4991.66
3.341e-05,4965.85,4991.59
3.342e-05,4965.88,4991.53
3.343e-05,4965.9,4991.46
3.344e-05,4965.93,4991.4
3.345e-05,4965.95,4991.34
3.346e-05,4965.97,4991.27
3.347e-05,4966.0,4991.21
3.348e-05,4966.02,4991.15
3.349e-05,4966.05,4991.08
3.35e-05,4966.07,4991.02
3.351e-05,4966.1,4990.96
3.352e-05,4966.12,4990.9
3.353e-05,4966.14,4990.84
3.354e-05,4966.17,4990.77
3.355e-05,4966.19,4990.71
3.356e-05,4966.21,4990.65
3.357e-05,4966.24,4990.59
3.358e-05,4966.26,4990.53
3.359e-05,4966.28,4990.47
3.36e-05,4966.31,4990.41
3.361e-05,4966.33,4990.35
3.362e-05,4966.35,4990.29
3.363e-05,4966.38,4990.23
3.364e-05,4966.4,4990.17
3.365e-05,4966.42,4990.11
3.366e-05,4966.45,4990.05
3.367e-05,4966.47,4989.99
3.368e-05,4966.49,4989.93
3.369e-05,4966.51,4989.87
3.37e-05,4966.54,4989.82
3.371e-05,4966.56,4989.76
3.372e-05,4966.58,4989.7
3.373e-05,4966.6,4989.64
3.374e-05,4966.63,4989.59
3.375e-05,4966.65,4989.53
3.376e-05,4966.67,4989.47
3.377e-05,4966.69,4989.41
3.378e-05,4966.71,4989.36
3.379e-05,4966.74,4989.3
3.38e-05,4966.76,4989.24
3.381e-05,4966.78,4989.19
3.382e-05,4966.8,4989.13
3.383e-05,4966.82,4989.08
3.384e-05,4966.84,4989.02
3.385e-05,4966.86,4988.97
3.386e-05,4966.89,4988.91
3.387e-05,4966.91,4988.85
3.388e-05,4966.93,4988.8
3.389e-05,4966.95,4988.75
3.39e-05,4966.97,4988.69
3.391e-05,4966.99,4988.64
3.392e-05,4967.01,4988.58
3.393e-05,4967.03,4988.53
3.394e-05,4967.05,4988.48
3.395e-05,4967.07,4988.42
3.396e-05,4967.09,4988.37
3.397e-05,4967.11,4988.32
3.398e-05,4967.14,4988.26
3.399e-05,4967.16,4988.21
3.4e-05,4967.18,4988.16
3.401e-05,4967.2,4988.1
3.402e-05,4967.22,4988.05
3.403e-05,4967.24,4988.0
3.404e-05,4967.26,4987.95
3.405e-05,4967.28,4987.9
3.406e-05,4967.3,4987.84
3.407e-05,4967.32,4987.79
3.408e-05,4967.34,4987.74
3.409e-05,4967.36,4987.69
3.41e-05,4967.37,4987.64
3.411e-05,4967.39,4987.59
3.412e-05,4967.41,4987.54
3.413e-05,4967.43,4987.49
3.414e-05,4967.45,4987.44
3.415e-05,4967.47,4987.39
3.416e-05,4967.49,4987.34
3.417e-05,4967.51,4987.29
3.418e-05,4967.53,4987.24
3.419e-05,4967.55,4987.19
3.42e-05,4967.57,4987.14
3.421e-05,4967.59,4987.09
3.422e-05,4967.6,4987.04
3.423e-05,4967.62,4987.0
3.424e-05,4967.64,4986.95
3.425e-05,4967.66,4986.9
3.426e-05,4967.68,4986.85
3.427e-05,4967.7,4986.8
3.428e-05,4967.72,4986.75
3.429e-05,4967.73,4986.71
3.43e-05,4967.75,4986.66
3.431e-05,4967.77,4986.61
3.432e-05,4967.79,4986.57
3.433e-05,4967.81,4986.52
3.434e-05,4967.83,4986.47
