x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,2.43002e-14,0,0
-4.79798,348.4,100000,1.00008,3.42456e-14,0,0
-4.69697,348.4,100000,1.00008,1.55061e-14,0,0
-4.59596,348.4,100000,1.00008,-3.41415e-14,0,0
-4.49495,348.4,100000,1.00008,-2.76194e-14,0,0
-4.39394,348.4,100000,1.00008,1.33565e-14,0,0
-4.29293,348.4,100000,1.00008,3.08284e-14,0,0
-4.19192,348.4,100000,1.00008,8.59815e-15,0,0
-4.09091,348.4,100000,1.00008,-1.61491e-14,0,0
-3.9899,348.4,100000,1.00008,1.2493e-15,0,0
-3.88889,348.4,100000,1.00008,-1.27992e-15,0,0
-3.78788,348.4,100000,1.00008,7.45908e-15,0,0
-3.68687,348.4,100000,1.00008,7.15288e-15,0,0
-3.58586,348.4,100000,1.00008,0,0,0
-3.48485,348.4,100000,1.00008,9.48001e-15,0,0
-3.38384,348.4,100000,1.00008,1.71473e-15,0,0
-3.28283,348.4,100000,1.00008,-1.62532e-14,0,0
-3.18182,348.4,100000,1.00008,1.32279e-15,0,0
-3.08081,348.4,100000,1.00008,-3.81528e-15,0,0
-2.9798,348.4,100000,1.00008,6.96303e-15,0,0
-2.87879,348.4,100000,1.00008,-9.62699e-15,0,0
-2.77778,348.4,100000,1.00008,-8.01637e-15,0,0
-2.67677,348.4,100000,1.00008,1.3234e-14,0,0
-2.57576,348.4,100000,1.00008,-4.00512e-15,0,0
-2.47475,348.4,100000,1.00008,6.12404e-15,0,0
-2.37374,348.4,100000,1.00008,-2.11647e-14,0,0
-2.27273,348.4,100000,1.00008,3.30698e-16,0,0
-2.17172,348.4,100000,1.00008,1.91927e-14,0,0
-2.07071,348.4,100000,1.00008,4.51954e-15,0,0
-1.9697,348.4,100000,1.00008,-5.84233e-15,0,0
-1.86869,348.4,100000,1.00008,-1.35954e-15,0,0
-1.76768,348.4,100000,1.00008,-4.9973e-31,0,0
-1.66667,348.4,100000,1.00008,6.0628e-15,0,0
-1.56566,348.4,100000,1.00008,-1.52244e-14,0,0
-1.46465,348.4,100000,1.00008,1.0613e-14,0,0
-1.36364,348.4,100000,1.00008,-9.92094e-16,0,0
-1.26263,348.4,100000,1.00008,-4.59303e-16,0,0
-1.16162,348.4,100000,1.00008,6.43024e-15,0,0
-1.06061,348.4,100000,1.00008,-3.1747e-14,0,0
-0.959596,348.4,100000,1.00008,-2.10299e-14,0,0
-0.858586,348.4,100000,1.00008,2.76807e-15,0,0
-0.757576,348.4,100000,1.00008,1.38158e-14,0,0
-0.656566,348.4,100000,1.00008,9.82088e-13,0,0
-0.555556,348.4,100000,1.00008,5.87644e-08,0,0
-0.454545,348.4,99999.8,1.00008,0.000600136,0,0
-0.353535,348.302,99910,0.999463,0.240656,0,0
-0.252525,345.299,97013.5,0.978923,8.06935,0,0
-0.151515,330.721,81824.2,0.861975,51.4969,0,0
-0.0505051,315.509,62141.5,0.68621,146.223,0,0
0.0505051,280.748,30825.2,0.382655,256.976,0,0
0.151515,329.284,26080.7,0.276008,274.629,0,0
0.252525,337.024,17907.7,0.184935,150.751,0,0
0.353535,288.799,10769.1,0.12992,17.625,0,0
0.454545,278.768,10005.1,0.125052,0.121118,0,0
0.555556,278.7,10000,0.125019,2.25492e-05,0,0
0.656566,278.7,10000,0.125019,2.66696e-10,0,0
0.757576,278.7,10000,0.125019,1.95282e-14,0,0
0.858586,278.7,10000,0.125019,-9.11192e-15,0,0
0.959596,278.7,10000,0.125019,-1.22717e-14,0,0
1.06061,278.7,10000,0.125019,1.88117e-14,0,0
1.16162,278.7,10000,0.125019,3.21489e-15,0,0
1.26263,278.7,10000,0.125019,0,0,0
1.36364,278.7,10000,0.125019,1.48803e-15,0,0
1.46465,278.7,10000,0.125019,5.40714e-15,0,0
1.56566,278.7,10000,0.125019,-2.00303e-14,0,0
1.66667,278.7,10000,0.125019,1.31351e-14,0,0
1.76768,278.7,10000,0.125019,0,0,0
1.86869,278.7,10000,0.125019,-1.58601e-15,0,0
1.9697,278.7,10000,0.125019,-8.96495e-15,0,0
2.07071,278.7,10000,0.125019,-8.65265e-15,0,0
2.17172,278.7,10000,0.125019,5.2663e-16,0,0
2.27273,278.7,10000,0.125019,4.905e-15,0,0
2.37374,278.7,10000,0.125019,6.42978e-15,0,0
2.47475,278.7,10000,0.125019,-1.18614e-14,0,0
2.57576,278.7,10000,0.125019,5.62146e-15,0,0
2.67677,278.7,10000,0.125019,1.69562e-14,0,0
2.77778,278.7,10000,0.125019,-3.43534e-15,0,0
2.87879,278.7,10000,0.125019,-1.65888e-14,0,0
2.9798,278.7,10000,0.125019,-2.55354e-15,0,0
3.08081,278.7,10000,0.125019,6.72371e-15,0,0
3.18182,278.7,10000,0.125019,1.60377e-14,0,0
3.28283,278.7,10000,0.125019,-4.7213e-15,0,0
3.38384,278.7,10000,0.125019,-1.56703e-14,0,0
3.48485,278.7,10000,0.125019,-2.36983e-15,0,0
3.58586,278.7,10000,0.125019,7.82596e-15,0,0
3.68687,278.7,10000,0.125019,1.37781e-14,0,0
3.78788,278.7,10000,0.125019,-6.88905e-15,0,0
3.88889,278.7,10000,0.125019,-1.4415e-14,0,0
3.9899,278.7,10000,0.125019,-7.47079e-16,0,0
4.09091,278.7,10000,0.125019,1.19043e-14,0,0
4.19192,278.7,10000,0.125019,1.13899e-15,0,0
4.29293,278.7,10000,0.125019,-8.47506e-15,0,0
4.39394,278.7,10000,0.125019,-1.98405e-15,0,0
4.49495,278.7,10000,0.125019,2.65764e-15,0,0
4.59596,278.7,10000,0.125019,7.20748e-15,0,0
4.69697,278.7,10000,0.125019,-3.98646e-15,0,0
4.79798,278.7,10000,0.125019,-3.83337e-15,0,0
4.89899,278.7,10000,0.125019,-2.35146e-15,0,0
5,278.7,10000,0.125019,0,0,0
