x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.30454e-13,0,0
-4.79798,348.4,100000,1.00008,1.19492e-13,0,0
-4.69697,348.4,100000,1.00008,3.64503e-14,0,0
-4.59596,348.4,100000,1.00008,5.17665e-14,0,0
-4.49495,348.4,100000,1.00008,1.71222e-13,0,0
-4.39394,348.4,100000,1.00008,2.41648e-13,0,0
-4.29293,348.4,100000,1.00008,1.69685e-13,0,0
-4.19192,348.4,100000,1.00008,5.54103e-14,0,0
-4.09091,348.4,100000,1.00008,1.36137e-14,0,0
-3.9899,348.4,100000,1.00008,3.18021e-14,0,0
-3.88889,348.4,100000,1.00008,1.67064e-14,0,0
-3.78788,348.4,100000,1.00008,-2.0044e-14,0,0
-3.68687,348.4,100000,1.00008,-6.21467e-14,0,0
-3.58586,348.4,100000,1.00008,-8.23622e-14,0,0
-3.48485,348.4,100000,1.00008,-8.84066e-14,0,0
-3.38384,348.4,100000,1.00008,-5.5643e-14,0,0
-3.28283,348.4,100000,1.00008,-3.67749e-14,0,0
-3.18182,348.4,100000,1.00008,-2.06686e-14,0,0
-3.08081,348.4,100000,1.00008,-3.9347e-14,0,0
-2.9798,348.4,100000,1.00008,-2.53903e-14,0,0
-2.87879,348.4,100000,1.00008,-2.31856e-14,0,0
-2.77778,348.4,100000,1.00008,-2.84278e-14,0,0
-2.67677,348.4,100000,1.00008,7.56809e-14,0,0
-2.57576,348.4,100000,1.00008,6.16017e-11,0,0
-2.47475,348.4,100000,1.00008,1.13034e-06,0,0
-2.37374,348.4,99999.6,1.00008,0.00117169,0,0
-2.27273,348.359,99958.2,0.999783,0.111839,0,0
-2.17172,347.75,99344,0.995376,1.75954,0,0
-2.07071,345.293,96899.6,0.977768,8.40887,0,0
-1.9697,340.884,92637.3,0.946802,20.3517,0,0
-1.86869,335.681,87783.1,0.911083,34.5292,0,0
-1.76768,330.431,83073.4,0.875903,48.9403,0,0
-1.66667,325.293,78642.5,0.842286,63.1536,0,0
-1.56566,320.242,74454.7,0.810014,77.2319,0,0
-1.46465,315.246,70472.5,0.778843,91.2625,0,0
-1.36364,310.289,66674.2,0.748641,105.291,0,0
-1.26263,305.362,63047.2,0.71934,119.341,0,0
-1.16162,300.462,59582.1,0.690894,133.425,0,0
-1.06061,295.584,56270.7,0.663266,147.554,0,0
-0.959596,290.726,53105.6,0.636422,161.741,0,0
-0.858586,285.884,50080.1,0.610331,175.995,0,0
-0.757576,281.056,47188.2,0.584968,190.326,0,0
-0.656566,276.241,44425.1,0.560318,204.739,0,0
-0.555556,271.442,41788.2,0.53638,219.228,0,0
-0.454545,266.668,39277.6,0.513184,233.772,0,0
-0.353535,261.936,36897.7,0.490801,248.306,0,0
-0.252525,257.305,34669.4,0.469466,262.688,0,0
-0.151515,252.92,32642.8,0.449689,276.43,0,0
-0.0505051,249.182,30996.4,0.43342,288.209,0,0
0.0505051,246.975,30069.1,0.42421,295.059,0,0
0.151515,246.908,29994.7,0.423276,295.693,0,0
0.252525,247.903,30419.6,0.427549,292.487,0,0
0.353535,247.756,30359.6,0.426958,292.926,0,0
0.454545,247.606,30308.4,0.426498,293.326,0,0
0.555556,247.435,30291.1,0.426547,293.445,0,0
0.656566,247.188,30267.9,0.426647,293.656,0,0
0.757576,246.964,30245.5,0.426718,293.795,0,0
0.858586,246.98,30250.8,0.426766,293.727,0,0
0.959596,247.142,30258.5,0.426594,293.641,0,0
1.06061,247.645,30256,0.425694,293.64,0,0
1.16162,248.994,30253.5,0.423357,293.655,0,0
1.26263,252.221,30258.1,0.418025,293.644,0,0
1.36364,259.324,30270.4,0.406822,293.637,0,0
1.46465,273.487,30290.9,0.38622,293.679,0,0
1.56566,297.969,30323.6,0.355126,293.874,0,0
1.66667,332.414,30385,0.319003,294.443,0,0
1.76768,367.524,30270.1,0.287192,293.525,0,0
1.86869,390.016,29995.5,0.267991,290.85,0,0
