x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.26743e-13,0,0
-4.79798,348.4,100000,1.00008,1.14109e-13,0,0
-4.69697,348.4,100000,1.00008,2.70254e-14,0,0
-4.59596,348.4,100000,1.00008,2.93525e-14,0,0
-4.49495,348.4,100000,1.00008,1.3411e-13,0,0
-4.39394,348.4,100000,1.00008,2.14311e-13,0,0
-4.29293,348.4,100000,1.00008,1.59286e-13,0,0
-4.19192,348.4,100000,1.00008,5.23605e-14,0,0
-4.09091,348.4,100000,1.00008,5.66045e-14,0,0
-3.9899,348.4,100000,1.00008,1.30791e-13,0,0
-3.88889,348.4,100000,1.00008,1.10882e-13,0,0
-3.78788,348.4,100000,1.00008,8.01024e-15,0,0
-3.68687,348.4,100000,1.00008,-6.80809e-14,0,0
-3.58586,348.4,100000,1.00008,-8.03045e-14,0,0
-3.48485,348.4,100000,1.00008,-8.11313e-14,0,0
-3.38384,348.4,100000,1.00008,-5.31812e-14,0,0
-3.28283,348.4,100000,1.00008,-4.65488e-14,0,0
-3.18182,348.4,100000,1.00008,1.98419e-15,0,0
-3.08081,348.4,100000,1.00008,2.06192e-10,0,0
-2.9798,348.4,100000,1.00008,2.57009e-06,0,0
-2.87879,348.399,99999.3,1.00008,0.00188855,0,0
-2.77778,348.349,99948.4,0.999713,0.138081,0,0
-2.67677,347.73,99324.1,0.995235,1.81326,0,0
-2.57576,345.499,97105.4,0.97926,7.84603,0,0
-2.47475,341.708,93426.2,0.952571,18.1109,0,0
-2.37374,337.344,89314.9,0.922426,29.9881,0,0
-2.27273,332.999,85352.5,0.893009,41.8858,0,0
-2.17172,328.778,81626,0.864987,53.5165,0,0
-2.07071,324.645,78091.6,0.838072,64.9758,0,0
-1.9697,320.563,74710.8,0.812,76.3605,0,0
-1.86869,316.515,71462.9,0.786635,87.7202,0,0
-1.76768,312.493,68337.3,0.761913,99.0773,0,0
-1.66667,308.492,65327.2,0.737799,110.443,0,0
-1.56566,304.512,62427.5,0.714269,121.823,0,0
-1.46465,300.549,59633.9,0.691304,133.223,0,0
-1.36364,296.603,56942.3,0.668885,144.648,0,0
-1.26263,292.672,54348.8,0.646995,156.102,0,0
-1.16162,288.756,51849.8,0.62562,167.59,0,0
-1.06061,284.852,49442,0.604744,179.116,0,0
-0.959596,280.96,47122.2,0.584356,190.684,0,0
-0.858586,277.08,44888.1,0.564448,202.295,0,0
-0.757576,273.212,42737.8,0.545017,213.948,0,0
-0.656566,269.36,40670,0.526068,225.638,0,0
-0.555556,265.527,38684.6,0.507613,237.35,0,0
-0.454545,261.722,36783.5,0.489685,249.059,0,0
-0.353535,257.966,34973,0.472364,260.703,0,0
-0.252525,254.312,33273.5,0.455868,272.109,0,0
-0.151515,250.919,31752.6,0.440917,282.771,0,0
-0.0505051,248.273,30585.7,0.429243,291.247,0,0
0.0505051,247.026,30059.2,0.423983,295.138,0,0
0.151515,247.135,30110.8,0.424524,294.793,0,0
0.252525,247.792,30401.7,0.427489,292.631,0,0
0.353535,247.65,30340.9,0.426878,293.066,0,0
0.454545,247.584,30300.6,0.426425,293.353,0,0
0.555556,247.569,30281,0.426174,293.49,0,0
0.656566,247.537,30257.8,0.425903,293.68,0,0
0.757576,247.489,30244.3,0.425795,293.785,0,0
0.858586,247.458,30255.5,0.426007,293.712,0,0
0.959596,247.351,30263,0.426297,293.671,0,0
1.06061,247.168,30261.5,0.426592,293.691,0,0
1.16162,247.06,30259,0.426742,293.694,0,0
1.26263,247.084,30262.9,0.426756,293.659,0,0
1.36364,247.239,30269.4,0.42658,293.611,0,0
1.46465,247.755,30274.6,0.425765,293.575,0,0
1.56566,249.134,30275.4,0.423426,293.575,0,0
1.66667,252.389,30275.2,0.417987,293.588,0,0
1.76768,259.393,30284.9,0.406918,293.57,0,0
1.86869,272.986,30308.5,0.387168,293.586,0,0
1.9697,296.086,30337.5,0.357594,293.736,0,0
2.07071,328.636,30343.1,0.322315,293.764,0,0
2.17172,363.642,30332.5,0.290926,293.73,0,0
2.27273,389.254,30407.8,0.272235,294.475,0,0
2.37374,399.458,30397.5,0.265145,294.39,0,0
2.47475,400.448,30231.5,0.263043,292.737,0,0
2.57576,400.249,30170.9,0.262647,292.163,0,0
2.67677,399.947,30164.8,0.262792,292.08,0,0
2.77778,399.472,30170.7,0.263156,292.109,0,0
2.87879,399.042,30214.9,0.263826,292.489,0,0
2.9798,398.881,30323.1,0.264877,293.476,0,0
3.08081,398.808,30439.2,0.26594,294.544,0,0
3.18182,398.483,30466.9,0.266398,294.807,0,0
3.28283,397.951,30431.7,0.266447,294.445,0,0
3.38384,397.376,30358.4,0.26619,293.74,0,0
3.48485,396.821,30261.1,0.265708,292.805,0,0
3.58586,396.063,30096,0.264763,291.231,0,0
3.68687,392.217,29123.2,0.258649,282,0,0
3.78788,370.945,24291.3,0.226508,227.806,0,0
3.88889,321.902,15535.2,0.16567,104.428,0,0
3.9899,283.091,10438.2,0.128439,10.2424,0,0
4.09091,278.72,10002.1,0.125036,0.0499984,0,0
4.19192,278.7,10000,0.125019,5.96185e-06,0,0
4.29293,278.7,10000,0.125019,6.36118e-11,0,0
4.39394,278.7,10000,0.125019,-2.21001e-13,0,0
4.49495,278.7,10000,0.125019,-1.65766e-13,0,0
4.59596,278.7,10000,0.125019,-1.60904e-13,0,0
4.69697,278.7,10000,0.125019,-1.67064e-13,0,0
4.79798,278.7,10000,0.125019,-1.19514e-13,0,0
4.89899,278.7,10000,0.125019,-1.32417e-13,0,0
5,278.7,10000,0.125019,0,0,0
