x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.24888e-13,0,0
-4.79798,348.4,100000,1.00008,9.15483e-14,0,0
-4.69697,348.4,100000,1.00008,-5.73577e-14,0,0
-4.59596,348.4,100000,1.00008,-8.84311e-14,0,0
-4.49495,348.4,100000,1.00008,4.73756e-14,0,0
-4.39394,348.4,100000,1.00008,1.93697e-13,0,0
-4.29293,348.4,100000,1.00008,2.0913e-13,0,0
-4.19192,348.4,100000,1.00008,1.01285e-13,0,0
-4.09091,348.4,100000,1.00008,-1.96214e-14,0,0
-3.9899,348.4,100000,1.00008,-7.30108e-14,0,0
-3.88889,348.4,100000,1.00008,-6.91833e-14,0,0
-3.78788,348.4,100000,1.00008,-4.57282e-14,0,0
-3.68687,348.4,100000,1.00008,3.11101e-15,0,0
-3.58586,348.4,100000,1.00008,4.46442e-15,0,0
-3.48485,348.4,100000,1.00008,-4.75654e-14,0,0
-3.38384,348.4,100000,1.00008,-4.58507e-14,0,0
-3.28283,348.4,100000,1.00008,-3.06937e-14,0,0
-3.18182,348.4,100000,1.00008,-9.92094e-16,0,0
-3.08081,348.4,100000,1.00008,-2.89851e-14,0,0
-2.9798,348.4,100000,1.00008,-2.17526e-14,0,0
-2.87879,348.4,100000,1.00008,-2.47289e-14,0,0
-2.77778,348.4,100000,1.00008,4.71551e-15,0,0
-2.67677,348.4,100000,1.00008,1.04323e-13,0,0
-2.57576,348.4,100000,1.00008,8.80943e-14,0,0
-2.47475,348.4,100000,1.00008,3.23043e-14,0,0
-2.37374,348.4,100000,1.00008,-1.08212e-13,0,0
-2.27273,348.4,100000,1.00008,-8.51548e-14,0,0
-2.17172,348.4,100000,1.00008,-3.09264e-15,0,0
-2.07071,348.4,100000,1.00008,-2.00624e-14,0,0
-1.9697,348.4,100000,1.00008,-1.15744e-14,0,0
-1.86869,348.4,100000,1.00008,-1.31912e-14,0,0
-1.76768,348.4,100000,1.00008,-2.5721e-15,0,0
-1.66667,348.4,100000,1.00008,3.0314e-14,0,0
-1.56566,348.4,100000,1.00008,7.74079e-15,0,0
-1.46465,348.4,100000,1.00008,2.62293e-14,0,0
-1.36364,348.4,100000,1.00008,1.98419e-14,0,0
-1.26263,348.4,100000,1.00008,1.26839e-10,0,0
-1.16162,348.4,100000,1.00008,2.77163e-06,0,0
-1.06061,348.399,99998.8,1.00007,0.00316597,0,0
-0.959596,348.286,99884.3,0.999252,0.309418,0,0
-0.858586,346.661,98240.6,0.987412,4.73757,0,0
-0.757576,340.483,92209.9,0.943555,21.5325,0,0
-0.656566,330.102,82743,0.873227,49.8801,0,0
-0.555556,318.217,72801.1,0.79698,82.8039,0,0
-0.454545,306.148,63623,0.723976,116.872,0,0
-0.353535,294.078,55330.8,0.655475,151.449,0,0
-0.252525,281.962,47838.6,0.591089,186.776,0,0
-0.151515,269.689,40974.6,0.529337,222.737,0,0
-0.0505051,258.656,35337.5,0.476011,260.092,0,0
0.0505051,246.774,30663,0.432942,288.539,0,0
0.151515,247.357,29448.2,0.414808,299.73,0,0
0.252525,251.771,30422.3,0.421022,291.673,0,0
0.353535,257.766,30389.2,0.410821,292.2,0,0
0.454545,273.059,30400,0.388095,293.528,0,0
0.555556,304.567,30487.3,0.349112,294.647,0,0
0.656566,346.722,30235.1,0.304,293.146,0,0
0.757576,383.055,30880.1,0.280907,299.145,0,0
0.858586,399.808,31527.1,0.274759,305.688,0,0
0.959596,400.634,30663.2,0.266552,297.148,0,0
1.06061,378.105,24857.5,0.22771,235.903,0,0
1.16162,313.726,13737.8,0.1522,78.5481,0,0
1.26263,279.666,10093.1,0.125747,2.21684,0,0
1.36364,278.701,10000.1,0.12502,0.00204298,0,0
1.46465,278.7,10000,0.125019,3.42951e-08,0,0
1.56566,278.7,10000,0.125019,4.48003e-13,0,0
1.66667,278.7,10000,0.125019,2.22287e-14,0,0
1.76768,278.7,10000,0.125019,-9.64467e-15,0,0
1.86869,278.7,10000,0.125019,-6.83822e-14,0,0
1.9697,278.7,10000,0.125019,-1.15387e-13,0,0
2.07071,278.7,10000,0.125019,-5.58105e-14,0,0
2.17172,278.7,10000,0.125019,-1.56213e-14,0,0
2.27273,278.7,10000,0.125019,4.69006e-14,0,0
2.37374,278.7,10000,0.125019,2.29451e-14,0,0
2.47475,278.7,10000,0.125019,-4.74456e-14,0,0
2.57576,278.7,10000,0.125019,9.36911e-15,0,0
2.67677,278.7,10000,0.125019,2.76113e-14,0,0
2.77778,278.7,10000,0.125019,4.64781e-15,0,0
2.87879,278.7,10000,0.125019,-8.4322e-15,0,0
2.9798,278.7,10000,0.125019,-3.3196e-14,0,0
3.08081,278.7,10000,0.125019,1.12062e-14,0,0
3.18182,278.7,10000,0.125019,2.59579e-14,0,0
3.28283,278.7,10000,0.125019,4.83152e-15,0,0
3.38384,278.7,10000,0.125019,-1.11878e-14,0,0
3.48485,278.7,10000,0.125019,-3.08078e-14,0,0
3.58586,278.7,10000,0.125019,1.43476e-14,0,0
3.68687,278.7,10000,0.125019,4.93991e-14,0,0
3.78788,278.7,10000,0.125019,4.48064e-14,0,0
3.88889,278.7,10000,0.125019,-2.35085e-14,0,0
3.9899,278.7,10000,0.125019,-4.5186e-14,0,0
4.09091,278.7,10000,0.125019,3.43901e-14,0,0
4.19192,278.7,10000,0.125019,4.67904e-14,0,0
4.29293,278.7,10000,0.125019,-1.99568e-14,0,0
4.39394,278.7,10000,0.125019,-3.37288e-14,0,0
4.49495,278.7,10000,0.125019,2.64478e-14,0,0
4.59596,278.7,10000,0.125019,5.73414e-14,0,0
4.69697,278.7,10000,0.125019,-6.90742e-15,0,0
4.79798,278.7,10000,0.125019,-6.68268e-14,0,0
4.89899,278.7,10000,0.125019,-8.41566e-14,0,0
5,278.7,10000,0.125019,0,0,0
