x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,1.35495e-13,0,0
-4.8995,100000,1.00893e-13,0,0
-4.84925,100000,6.63771e-14,0,0
-4.79899,100000,3.75463e-14,0,0
-4.74874,100000,9.55453e-15,0,0
-4.69849,100000,1.42819e-14,0,0
-4.64824,100000,1.86055e-14,0,0
-4.59799,100000,1.17965e-14,0,0
-4.54774,100000,6.23771e-15,0,0
-4.49749,100000,2.72094e-14,0,0
-4.44724,100000,4.57938e-14,0,0
-4.39698,100000,2.33591e-14,0,0
-4.34673,100000,-8.37849e-16,0,0
-4.29648,100000,-5.03831e-14,0,0
-4.24623,100000,-1.00328e-13,0,0
-4.19598,100000,-1.55204e-13,0,0
-4.14573,100000,-2.06054e-13,0,0
-4.09548,100000,-2.13571e-13,0,0
-4.04523,100000,-2.19629e-13,0,0
-3.99497,100000,-2.11791e-13,0,0
-3.94472,100000,-2.02508e-13,0,0
-3.89447,100000,-1.80907e-13,0,0
-3.84422,100000,-1.60123e-13,0,0
-3.79397,100000,-1.45633e-13,0,0
-3.74372,100000,-1.30656e-13,0,0
-3.69347,100000,-1.12272e-13,0,0
-3.64322,100000,-9.80825e-14,0,0
-3.59296,100000,-1.1076e-13,0,0
-3.54271,100000,-1.19311e-13,0,0
-3.49246,100000,-1.03522e-13,0,0
-3.44221,100000,-9.32679e-14,0,0
-3.39196,100000,-1.13186e-13,0,0
-3.34171,100000,-1.35249e-13,0,0
-3.29146,100000,-1.68168e-13,0,0
-3.24121,100000,-1.93459e-13,0,0
-3.19095,100000,-1.82795e-13,0,0
-3.1407,100000,-1.66827e-13,0,0
-3.09045,100000,-1.27488e-13,0,0
-3.0402,100000,-8.87823e-14,0,0
-2.98995,100000,-5.26851e-14,0,0
-2.9397,100000,-2.74982e-14,0,0
-2.88945,100000,-4.46217e-14,0,0
-2.8392,100000,-4.74516e-14,0,0
-2.78894,100000,1.90642e-15,0,0
-2.73869,100000,5.304e-14,0,0
-2.68844,100000,1.10289e-13,0,0
-2.63819,100000,1.49802e-13,0,0
-2.58794,100000,1.31579e-13,0,0
-2.53769,100000,1.23133e-13,0,0
-2.48744,100000,1.44814e-13,0,0
-2.43719,100000,1.57893e-13,0,0
-2.38693,100000,1.45842e-13,0,0
-2.33668,100000,1.45028e-13,0,0
-2.28643,100000,1.7538e-13,0,0
-2.23618,100000,2.02575e-13,0,0
-2.18593,100000,2.21449e-13,0,0
-2.13568,100000,2.27707e-13,0,0
-2.08543,100000,2.02315e-13,0,0
-2.03518,100000,1.80123e-13,0,0
-1.98492,100000,1.65574e-13,0,0
-1.93467,100000,1.41976e-13,0,0
-1.88442,100000,9.77555e-14,0,0
