x,p,U_0,U_1,U_2
-5,82013.5,0,0,0
-4.94975,82020.6,1.21234,0,0
-4.8995,83441.8,-10.5944,0,0
-4.84925,84919.5,-22.2164,0,0
-4.79899,90104,-21.7069,0,0
-4.74874,95208,-21.0098,0,0
-4.69849,97170.5,-12.9956,0,0
-4.64824,99305.6,-4.73078,0,0
-4.59799,106199,10.4433,0,0
-4.54774,112515,25.1957,0,0
-4.49749,106590,31.0009,0,0
-4.44724,100072,33.6092,0,0
-4.39698,83375.7,-18.7103,0,0
-4.34673,66795.4,-72.9349,0,0
-4.29648,51883.9,-154.563,0,0
-4.24623,38102.1,-230.627,0,0
-4.19598,38253,-238.061,0,0
-4.14573,38424.8,-244.826,0,0
-4.09548,38821.8,-244.369,0,0
-4.04523,39194.8,-243.886,0,0
-3.99497,39339.7,-243.155,0,0
-3.94472,39481.6,-242.29,0,0
-3.89447,39597.6,-240.29,0,0
-3.84422,39625.1,-237.97,0,0
-3.79397,38971.5,-233.191,0,0
-3.74372,38391.9,-228.61,0,0
-3.69347,38329.5,-225.422,0,0
-3.64322,38269.9,-222.553,0,0
-3.59296,38227.8,-221.728,0,0
-3.54271,38261.1,-221.046,0,0
-3.49246,38738.8,-221.215,0,0
-3.44221,39233.4,-221.834,0,0
-3.39196,39820,-224.906,0,0
-3.34171,40428.8,-227.675,0,0
-3.29146,41149.5,-228.91,0,0
-3.24121,41741.7,-229.817,0,0
-3.19095,41728,-229.179,0,0
-3.1407,41764.1,-228.347,0,0
-3.09045,42019.6,-226.661,0,0
-3.0402,42063,-224.248,0,0
-2.98995,41230.7,-218.832,0,0
-2.9397,40533.7,-213.725,0,0
-2.88945,40361.7,-209.817,0,0
-2.8392,40211.9,-206.473,0,0
-2.78894,40142.9,-205.188,0,0
-2.73869,40186.4,-204.222,0,0
-2.68844,40617.3,-204.354,0,0
-2.63819,41193.1,-205.644,0,0
-2.58794,42240.4,-210.705,0,0
-2.53769,43353,-215.662,0,0
-2.48744,44666.8,-220.299,0,0
-2.43719,45703.1,-223.713,0,0
-2.38693,45928.7,-223.552,0,0
-2.33668,46168.3,-223.168,0,0
-2.28643,46447,-222.162,0,0
-2.23618,46524.4,-220.322,0,0
-2.18593,46071.4,-216.279,0,0
-2.13568,45381.1,-210.736,0,0
-2.08543,44095.6,-201.429,0,0
-2.03518,43001.9,-193.332,0,0
-1.98492,42366.2,-188.127,0,0
-1.93467,41965.7,-184.038,0,0
-1.88442,42101.1,-182.492,0,0
-1.83417,42247,-181.244,0,0
-1.78392,42415.6,-180.645,0,0
-1.73367,42657.5,-180.349,0,0
-1.68342,43051.3,-180.682,0,0
-1.63317,43681.5,-182.338,0,0
-1.58291,44780.7,-186.617,0,0
-1.53266,45844.1,-190.541,0,0
-1.48241,46839.4,-193.791,0,0
-1.43216,47592.2,-195.838,0,0
-1.38191,47904.3,-195.7,0,0
