x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.08187e-13,0,0
-4.79798,348.4,100000,1.00008,7.39478e-14,0,0
-4.69697,348.4,100000,1.00008,-2.04849e-14,0,0
-4.59596,348.4,100000,1.00008,-2.1575e-14,0,0
-4.49495,348.4,100000,1.00008,9.92033e-14,0,0
-4.39394,348.4,100000,1.00008,2.27153e-13,0,0
-4.29293,348.4,100000,1.00008,2.28365e-13,0,0
-4.19192,348.4,100000,1.00008,1.22175e-13,0,0
-4.09091,348.4,100000,1.00008,1.54326e-15,0,0
-3.9899,348.4,100000,1.00008,-7.44989e-14,0,0
-3.88889,348.4,100000,1.00008,-8.818e-14,0,0
-3.78788,348.4,100000,1.00008,-7.20738e-14,0,0
-3.68687,348.4,100000,1.00008,-5.58451e-14,0,0
-3.58586,348.4,100000,1.00008,-2.52617e-14,0,0
-3.48485,348.4,100000,1.00008,-3.93531e-14,0,0
-3.38384,348.4,100000,1.00008,-6.01809e-14,0,0
-3.28283,348.4,100000,1.00008,-5.00212e-14,0,0
-3.18182,348.4,100000,1.00008,-8.1021e-15,0,0
-3.08081,348.4,100000,1.00008,-1.75209e-14,0,0
-2.9798,348.4,100000,1.00008,-1.63328e-14,0,0
-2.87879,348.4,100000,1.00008,-2.47289e-14,0,0
-2.77778,348.4,100000,1.00008,4.71551e-15,0,0
-2.67677,348.4,100000,1.00008,1.06987e-13,0,0
-2.57576,348.4,100000,1.00008,9.98341e-14,0,0
-2.47475,348.4,100000,1.00008,6.05422e-14,0,0
-2.37374,348.4,100000,1.00008,-8.65694e-14,0,0
-2.27273,348.4,100000,1.00008,-9.78866e-14,0,0
-2.17172,348.4,100000,1.00008,-4.20048e-14,0,0
-2.07071,348.4,100000,1.00008,-3.19859e-14,0,0
-1.9697,348.4,100000,1.00008,-1.22909e-14,0,0
-1.86869,348.4,100000,1.00008,-1.31912e-14,0,0
-1.76768,348.4,100000,1.00008,-5.56675e-15,0,0
-1.66667,348.4,100000,1.00008,3.57705e-14,0,0
-1.56566,348.4,100000,1.00008,2.96964e-12,0,0
-1.46465,348.4,100000,1.00008,9.00961e-08,0,0
-1.36364,348.4,99999.9,1.00008,0.00026616,0,0
-1.26263,348.379,99978.6,0.999929,0.0571013,0,0
-1.16162,347.82,99411.9,0.995859,1.57633,0,0
-1.06061,344.553,96156.8,0.972359,10.4455,0,0
-0.959596,337.461,89399.7,0.922954,29.7004,0,0
-0.858586,328.396,81287.2,0.862325,54.5302,0,0
-0.757576,318.939,73401.6,0.801762,80.7926,0,0
-0.656566,309.536,66118.1,0.744154,107.298,0,0
-0.555556,300.214,59422.2,0.689567,133.965,0,0
-0.454545,290.937,53256,0.637728,160.928,0,0
-0.353535,281.627,47551.5,0.588251,188.273,0,0
-0.252525,272.309,42308.9,0.541318,216.171,0,0
-0.151515,263.079,37521.3,0.49692,244.259,0,0
-0.0505051,254.718,33414.5,0.457071,271.054,0,0
0.0505051,246.224,30411.4,0.430348,291.321,0,0
0.151515,245.648,29576.5,0.419512,298.7,0,0
0.252525,248.011,30469.9,0.428069,291.964,0,0
0.353535,249.248,30420.1,0.425251,292.648,0,0
0.454545,251.838,30341.7,0.419801,293.284,0,0
0.555556,258.351,30306.5,0.408795,293.341,0,0
0.656566,273.543,30284.5,0.385976,293.44,0,0
0.757576,302.777,30347.7,0.349618,294.401,0,0
0.858586,342.463,30249.5,0.30803,293.749,0,0
0.959596,375.608,29752.6,0.27604,289.125,0,0
1.06061,394.648,30296.4,0.267483,293.842,0,0
1.16162,401.387,30783.4,0.267218,298.717,0,0
1.26263,402.832,30955.3,0.267746,300.345,0,0
1.36364,399.113,29939.4,0.261203,290.643,0,0
1.46465,372.901,24108.2,0.223502,226.432,0,0
1.56566,311.012,13495.4,0.150725,73.7933,0,0
1.66667,279.566,10084.2,0.125681,2.0061,0,0
1.76768,278.701,10000.1,0.12502,0.0017001,0,0
1.86869,278.7,10000,0.125019,2.52032e-08,0,0
1.9697,278.7,10000,0.125019,1.89991e-13,0,0
2.07071,278.7,10000,0.125019,-9.51975e-14,0,0
2.17172,278.7,10000,0.125019,-5.54859e-14,0,0
2.27273,278.7,10000,0.125019,5.43408e-14,0,0
2.37374,278.7,10000,0.125019,5.22282e-14,0,0
2.47475,278.7,10000,0.125019,-3.37594e-14,0,0
2.57576,278.7,10000,0.125019,9.36911e-15,0,0
2.67677,278.7,10000,0.125019,2.76113e-14,0,0
2.77778,278.7,10000,0.125019,4.64781e-15,0,0
2.87879,278.7,10000,0.125019,-8.4322e-15,0,0
2.9798,278.7,10000,0.125019,-3.3196e-14,0,0
3.08081,278.7,10000,0.125019,1.12062e-14,0,0
3.18182,278.7,10000,0.125019,2.59579e-14,0,0
3.28283,278.7,10000,0.125019,4.83152e-15,0,0
3.38384,278.7,10000,0.125019,-1.11878e-14,0,0
3.48485,278.7,10000,0.125019,-3.08078e-14,0,0
3.58586,278.7,10000,0.125019,1.43476e-14,0,0
3.68687,278.7,10000,0.125019,5.87866e-14,0,0
3.78788,278.7,10000,0.125019,5.7868e-14,0,0
3.88889,278.7,10000,0.125019,-3.07833e-14,0,0
3.9899,278.7,10000,0.125019,-5.10096e-14,0,0
4.09091,278.7,10000,0.125019,3.22408e-14,0,0
4.19192,278.7,10000,0.125019,3.6117e-14,0,0
4.29293,278.7,10000,0.125019,-6.57185e-14,0,0
4.39394,278.7,10000,0.125019,-7.93067e-14,0,0
4.49495,278.7,10000,0.125019,4.16956e-14,0,0
4.59596,278.7,10000,0.125019,1.12987e-13,0,0
4.69697,278.7,10000,0.125019,3.29388e-14,0,0
4.79798,278.7,10000,0.125019,-1.13507e-13,0,0
4.89899,278.7,10000,0.125019,-1.96843e-13,0,0
5,278.7,10000,0.125019,0,0,0
