x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.28599e-13,0,0
-4.79798,348.4,100000,1.00008,1.15855e-13,0,0
-4.69697,348.4,100000,1.00008,3.08835e-14,0,0
-4.59596,348.4,100000,1.00008,4.84228e-14,0,0
-4.49495,348.4,100000,1.00008,1.71222e-13,0,0
-4.39394,348.4,100000,1.00008,2.51845e-13,0,0
-4.29293,348.4,100000,1.00008,1.87873e-13,0,0
-4.19192,348.4,100000,1.00008,6.30347e-14,0,0
-4.09091,348.4,100000,1.00008,2.86605e-15,0,0
-3.9899,348.4,100000,1.00008,1.14275e-14,0,0
-3.88889,348.4,100000,1.00008,-6.73644e-16,0,0
-3.78788,348.4,100000,1.00008,-2.10361e-14,0,0
-3.68687,348.4,100000,1.00008,-6.40574e-14,0,0
-3.58586,348.4,100000,1.00008,-9.43041e-14,0,0
-3.48485,348.4,100000,1.00008,-7.92573e-14,0,0
-3.38384,348.4,100000,1.00008,-5.30709e-14,0,0
-3.28283,348.4,100000,1.00008,-3.91632e-14,0,0
-3.18182,348.4,100000,1.00008,-1.57082e-14,0,0
-3.08081,348.4,100000,1.00008,-3.20716e-14,0,0
-2.9798,348.4,100000,1.00008,-2.06686e-14,0,0
-2.87879,348.4,100000,1.00008,-2.21384e-14,0,0
-2.77778,348.4,100000,1.00008,-1.26645e-14,0,0
-2.67677,348.4,100000,1.00008,3.62359e-14,0,0
-2.57576,348.4,100000,1.00008,3.95368e-14,0,0
-2.47475,348.4,100000,1.00008,1.59477e-10,0,0
-2.37374,348.4,100000,1.00008,2.31873e-06,0,0
-2.27273,348.399,99999.3,1.00008,0.00193892,0,0
-2.17172,348.342,99941.7,0.999665,0.156021,0,0
-2.07071,347.598,99190.4,0.994272,2.17303,0,0
-1.9697,344.841,96455.1,0.974554,9.63267,0,0
-1.86869,340.141,91932,0.94164,22.3711,0,0
-1.76768,334.716,86903.3,0.904548,37.1688,0,0
-1.66667,329.268,82055.7,0.868225,52.1444,0,0
-1.56566,323.931,77497.5,0.833511,66.9354,0,0
-1.46465,318.676,73190.8,0.800174,81.6114,0,0
-1.36364,313.475,69099.7,0.767984,96.2535,0,0
-1.26263,308.313,65203.6,0.736819,110.904,0,0
-1.16162,303.181,61489.6,0.706613,125.584,0,0
-1.06061,298.076,57947.6,0.677317,140.309,0,0
-0.959596,292.993,54568.6,0.64889,155.091,0,0
-0.858586,287.929,51344.5,0.621294,169.945,0,0
-0.757576,282.88,48268.1,0.594496,184.883,0,0
-0.656566,277.844,45333.5,0.568475,199.912,0,0
-0.555556,272.822,42536.6,0.543223,215.031,0,0
-0.454545,267.824,39877,0.518766,230.221,0,0
-0.353535,262.866,37358.8,0.495176,245.421,0,0
-0.252525,258.009,35002.5,0.472681,260.486,0,0
-0.151515,253.392,32855.3,0.451774,274.928,0,0
-0.0505051,249.393,31102.3,0.434532,287.474,0,0
0.0505051,247.05,30079.7,0.424232,294.999,0,0
0.151515,246.85,29965.7,0.422966,295.864,0,0
0.252525,247.904,30423.4,0.4276,292.457,0,0
0.353535,247.742,30364.4,0.427051,292.903,0,0
0.454545,247.532,30309.6,0.426641,293.321,0,0
0.555556,247.311,30293.6,0.426796,293.443,0,0
0.656566,247.056,30270,0.426903,293.647,0,0
0.757576,246.925,30241.2,0.426725,293.764,0,0
0.858586,247.039,30247.4,0.426615,293.709,0,0
0.959596,247.432,30256.6,0.426067,293.631,0,0
1.06061,248.467,30256.1,0.424288,293.638,0,0
1.16162,250.987,30255.3,0.420031,293.667,0,0
1.26263,256.69,30262,0.410847,293.671,0,0
1.36364,268.523,30278.1,0.393115,293.686,0,0
1.46465,290.081,30309.2,0.364534,293.806,0,0
1.56566,322.486,30360.9,0.328577,294.195,0,0
1.66667,358.879,30282.5,0.294301,293.576,0,0
1.76768,385.56,29996.4,0.271116,291.089,0,0
1.86869,398.22,30289,0.265019,293.569,0,0
1.9697,401.224,30467.4,0.264584,295.249,0,0
2.07071,401.5,30495.9,0.264649,295.437,0,0
2.17172,401.014,30423.4,0.26434,294.713,0,0
2.27273,399.783,30245.2,0.2636,292.996,0,0
2.37374,398.619,30105.7,0.263151,291.655,0,0
2.47475,398.051,30091.8,0.263404,291.471,0,0
2.57576,397.646,30116.4,0.263889,291.696,0,0
2.67677,396.926,30060,0.263871,291.133,0,0
2.77778,392.896,29163.4,0.258537,282.56,0,0
2.87879,371.359,24388.6,0.227016,228.672,0,0
2.9798,321.106,15230,0.163509,101.534,0,0
3.08081,281.85,10311.4,0.12746,7.33834,0,0
3.18182,278.709,10001,0.125027,0.0228308,0,0
3.28283,278.7,10000,0.125019,1.53465e-06,0,0
3.38384,278.7,10000,0.125019,1.48276e-11,0,0
3.48485,278.7,10000,0.125019,-5.13648e-14,0,0
3.58586,278.7,10000,0.125019,2.68214e-15,0,0
3.68687,278.7,10000,0.125019,6.28098e-14,0,0
