x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,-1.8389e-13,0,0
-4.8995,100000,-9.36707e-14,0,0
-4.84925,100000,9.20406e-12,0,0
-4.79899,100000,6.23128e-10,0,0
-4.74874,100000,2.3253e-07,0,0
-4.69849,100000,9.48486e-06,0,0
-4.64824,99999.9,0.000247668,0,0
-4.59799,99997.9,0.0067978,0,0
-4.54774,99991.1,0.0282083,0,0
-4.49749,99884.7,0.36499,0,0
-4.44724,99740.5,0.822428,0,0
-4.39698,98946.9,3.35296,0,0
-4.34673,98101,6.05894,0,0
-4.29648,96501.2,11.2885,0,0
-4.24623,94901.9,16.5301,0,0
-4.19598,93309.6,21.9202,0,0
-4.14573,91742.8,27.2361,0,0
-4.09548,90450.5,31.7531,0,0
-4.04523,89178.2,36.2099,0,0
-3.99497,88095.9,40.0938,0,0
-3.94472,87025,43.9451,0,0
-3.89447,86051.7,47.5194,0,0
-3.84422,85084.7,51.0789,0,0
-3.79397,84166.5,54.5252,0,0
-3.74372,83252.3,57.9656,0,0
-3.69347,82366,61.3643,0,0
-3.64322,81482.8,64.7606,0,0
-3.59296,80619.5,68.1423,0,0
-3.54271,79759,71.5229,0,0
-3.49246,78915.5,74.898,0,0
-3.44221,78074.8,78.2726,0,0
-3.39196,77249.6,81.6447,0,0
-3.34171,76427.4,85.0166,0,0
-3.29146,75619.9,88.3874,0,0
-3.24121,74815.3,91.7581,0,0
-3.19095,74024.8,95.1285,0,0
-3.1407,73237.4,98.499,0,0
-3.09045,72463.3,101.87,0,0
-3.0402,71692.4,105.241,0,0
-2.98995,70934.3,108.613,0,0
-2.9397,70179.4,111.985,0,0
-2.88945,69436.9,115.36,0,0
-2.8392,68697.5,118.734,0,0
-2.78894,67969.7,122.109,0,0
-2.73869,67245.5,125.486,0,0
-2.68844,66533.9,128.869,0,0
-2.63819,65824.4,132.249,0,0
-2.58794,65121.6,135.62,0,0
-2.53769,64426.4,139.002,0,0
-2.48744,63754.4,142.416,0,0
-2.43719,63075,145.808,0,0
-2.38693,62373.8,149.138,0,0
-2.33668,61700.4,152.511,0,0
-2.28643,61104.3,156.008,0,0
-2.23618,60467.9,159.444,0,0
-2.18593,59724.9,162.724,0,0
-2.13568,59046.8,166.053,0,0
-2.08543,58531.5,169.506,0,0
-2.03518,57962.3,172.975,0,0
-1.98492,57264.6,176.482,0,0
-1.93467,56595.8,179.87,0,0
-1.88442,55992.8,182.99,0,0
-1.83417,55413.6,186.264,0,0
-1.78392,54886.4,189.87,0,0
-1.73367,54330.9,193.426,0,0
-1.68342,53716.4,196.878,0,0
-1.63317,53103.5,200.227,0,0
-1.58291,52493.5,203.374,0,0
-1.53266,51918.6,206.635,0,0
-1.48241,51410.5,210.113,0,0
-1.43216,50898.3,213.65,0,0
-1.38191,50378.7,217.291,0,0
-1.33166,49840.8,220.811,0,0
-1.28141,49270.8,224.122,0,0
-1.23116,48706,227.39,0,0
-1.1809,48149.9,230.584,0,0
-1.13065,47621.9,233.887,0,0
-1.0804,47138.7,237.364,0,0
-1.03015,46665,240.914,0,0
-0.979899,46206.1,244.579,0,0
-0.929648,45728,248.13,0,0
-0.879397,45221.6,251.515,0,0
-0.829146,44721.5,254.835,0,0
-0.778894,44230.2,258.065,0,0
-0.728643,43737.2,261.287,0,0
-0.678392,43242,264.5,0,0
-0.628141,42774.2,267.855,0,0
-0.577889,42342.1,271.394,0,0
-0.527638,41911.8,274.981,0,0
-0.477387,41483.6,278.628,0,0
-0.427136,41043.1,282.163,0,0
-0.376884,40587.9,285.564,0,0
-0.326633,40147.1,289.041,0,0
-0.276382,39722.8,292.605,0,0
-0.226131,39311.2,296.296,0,0
-0.175879,38913.7,300.127,0,0
-0.125628,38411.4,303.023,0,0
-0.0753769,37797.7,304.926,0,0
-0.0251256,37211,306.935,0,0
0.0251256,36651.8,309.054,0,0
0.0753769,36397.9,313.99,0,0
0.125628,36443.4,321.687,0,0
0.175879,36445.3,329.285,0,0
0.226131,36406,336.789,0,0
0.276382,35810.1,339.116,0,0
0.326633,34710.8,336.758,0,0
0.376884,33534,332.455,0,0
0.427136,32290,326.461,0,0
0.477387,32050.1,329.843,0,0
0.527638,32648.5,341.053,0,0
0.577889,33522.1,356.366,0,0
0.628141,34616.4,374.967,0,0
0.678392,34535.7,380.917,0,0
0.728643,33550.4,377.125,0,0
0.778894,31751.1,361.153,0,0
0.829146,29350.2,336.179,0,0
0.879397,28760.6,326.357,0,0
0.929648,29456.1,327.286,0,0
0.979899,31388.6,346.255,0,0
1.03015,34163,377.505,0,0
1.0804,35214.7,391.179,0,0
1.13065,35141.8,393.379,0,0
1.1809,34110.9,380.487,0,0
1.23116,32480.3,358.147,0,0
1.28141,30918.1,339.825,0,0
1.33166,29396.7,323.913,0,0
1.38191,29435.3,323.262,0,0
1.43216,30370.5,331.383,0,0
1.48241,32250.3,352.632,0,0
1.53266,34650.1,381.106,0,0
1.58291,35247.1,390.32,0,0
1.63317,34894.6,389.388,0,0
1.68342,33951.1,377.664,0,0
1.73367,32709.8,360.504,0,0
1.78392,31378,345.538,0,0
1.83417,30002.7,331.629,0,0
1.88442,29976.6,330.334,0,0
1.93467,30571,334.838,0,0
1.98492,32102.3,351.787,0,0
2.03518,34044.7,374.196,0,0
2.08543,34616.7,382.166,0,0
2.13568,34615.4,384.095,0,0
2.18593,34321.3,378.874,0,0
2.23618,33910.5,370.805,0,0
2.28643,32491.2,356.494,0,0
2.33668,30689.4,339.816,0,0
2.38693,30528.6,335.84,0,0
2.43719,30959.5,336.444,0,0
2.48744,31301.7,340.141,0,0
2.53769,31613.4,344.896,0,0
2.58794,32712.8,357.61,0,0
2.63819,34067.8,372.906,0,0
2.68844,34214.8,375.201,0,0
2.73869,33990.8,373.501,0,0
2.78894,33897.2,370.903,0,0
2.8392,33841.6,368.044,0,0
2.88945,32929.4,358.829,0,0
2.9397,31782.6,347.873,0,0
2.98995,31466.1,343.532,0,0
3.0402,31363.8,340.896,0,0
3.09045,31734.8,344.658,0,0
3.1407,32220.5,349.97,0,0
3.19095,32339.7,351.762,0,0
3.24121,32375.7,352.755,0,0
3.29146,32925.6,358.711,0,0
3.34171,33584.5,365.719,0,0
3.39196,33622,366.308,0,0
3.44221,33536.8,365.629,0,0
3.49246,33286.1,362.504,0,0
3.54271,33005.2,358.932,0,0
3.59296,33016.9,358.336,0,0
3.64322,33078.3,358.245,0,0
3.69347,32687.3,354.702,0,0
3.74372,32225.6,350.621,0,0
3.79397,32187.5,349.715,0,0
3.84422,32210,349.263,0,0
3.89447,32322.8,350.585,0,0
3.94472,32447.3,352.138,0,0
3.99497,32528.4,353.444,0,0
4.04523,32604.4,354.722,0,0
4.09548,34844.2,333.856,0,0
4.14573,37311.1,310.666,0,0
4.19598,56381.3,184.517,0,0
4.24623,76993.9,48.8045,0,0
4.29648,87104.6,7.69097,0,0
4.34673,96363.7,-25.7523,0,0
4.39698,96739.1,-22.6819,0,0
4.44724,96496.9,-17.0731,0,0
4.49749,96163.3,-14.4638,0,0
4.54774,95824.3,-12.0292,0,0
4.59799,97543.1,-10.9712,0,0
4.64824,99358.9,-9.97809,0,0
4.69849,100543,-9.59333,0,0
4.74874,101705,-9.23063,0,0
4.79899,101916,-8.92715,0,0
4.84925,102103,-8.62519,0,0
4.8995,101809,-6.27233,0,0
4.94975,101507,-3.88824,0,0
5,101505,0,0,0
