Time (s),$ T_{tr} $ (nexaFoam)_Temp,"$ T_{vib, N_2} $ (nexaFoam)_Temp"
1.925e-05,12459.3,12343.6
1.926e-05,12458.5,12342.8
1.927e-05,12457.6,12341.9
1.928e-05,12456.8,12341.1
1.929e-05,12455.9,12340.3
1.93e-05,12455.1,12339.5
1.931e-05,12454.2,12338.7
1.932e-05,12453.4,12337.9
1.933e-05,12452.5,12337.0
1.934e-05,12451.7,12336.2
1.935e-05,12450.8,12335.4
1.936e-05,12450.0,12334.6
1.937e-05,12449.1,12333.8
1.938e-05,12448.3,12333.0
1.939e-05,12447.4,12332.1
1.94e-05,12446.6,12331.3
1.941e-05,12445.7,12330.5
1.942e-05,12444.9,12329.7
1.943e-05,12444.1,12328.9
1.944e-05,12443.2,12328.1
1.945e-05,12442.4,12327.3
1.946e-05,12441.5,12326.5
1.947e-05,12440.7,12325.7
1.948e-05,12439.9,12324.8
1.949e-05,12439.0,12324.0
1.95e-05,12438.2,12323.2
1.951e-05,12437.3,12322.4
1.952e-05,12436.5,12321.6
1.953e-05,12435.7,12320.8
1.954e-05,12434.8,12320.0
1.955e-05,12434.0,12319.2
1.956e-05,12433.2,12318.4
1.957e-05,12432.3,12317.6
1.958e-05,12431.5,12316.8
1.959e-05,12430.7,12316.0
1.96e-05,12429.8,12315.2
1.961e-05,12429.0,12314.4
1.962e-05,12428.2,12313.6
1.963e-05,12427.3,12312.8
1.964e-05,12426.5,12312.0
1.965e-05,12425.7,12311.2
1.966e-05,12424.8,12310.4
1.967e-05,12424.0,12309.6
1.968e-05,12423.2,12308.8
1.969e-05,12422.4,12308.0
1.97e-05,12421.5,12307.2
1.971e-05,12420.7,12306.4
1.972e-05,12419.9,12305.6
1.973e-05,12419.0,12304.8
1.974e-05,12418.2,12304.0
1.975e-05,12417.4,12303.2
1.976e-05,12416.6,12302.4
1.977e-05,12415.7,12301.6
1.978e-05,12414.9,12300.8
1.979e-05,12414.1,12300.0
1.98e-05,12413.3,12299.2
1.981e-05,12412.5,12298.4
1.982e-05,12411.6,12297.7
1.983e-05,12410.8,12296.9
1.984e-05,12410.0,12296.1
1.985e-05,12409.2,12295.3
1.986e-05,12408.4,12294.5
1.987e-05,12407.5,12293.7
1.988e-05,12406.7,12292.9
1.989e-05,12405.9,12292.1
1.99e-05,12405.1,12291.3
1.991e-05,12404.3,12290.6
1.992e-05,12403.5,12289.8
1.993e-05,12402.6,12289.0
1.994e-05,12401.8,12288.2
1.995e-05,12401.0,12287.4
1.996e-05,12400.2,12286.6
1.997e-05,12399.4,12285.9
1.998e-05,12398.6,12285.1
1.999e-05,12397.8,12284.3
2e-05,12396.9,12283.5
2.001e-05,12396.1,12282.7
2.002e-05,12395.3,12281.9
2.003e-05,12394.5,12281.2
2.004e-05,12393.7,12280.4
2.005e-05,12392.9,12279.6
2.006e-05,12392.1,12278.8
2.007e-05,12391.3,12278.0
2.008e-05,12390.5,12277.3
2.009e-05,12389.7,12276.5
2.01e-05,12388.9,12275.7
2.011e-05,12388.0,12274.9
2.012e-05,12387.2,12274.2
2.013e-05,12386.4,12273.4
2.014e-05,12385.6,12272.6
2.015e-05,12384.8,12271.8
2.016e-05,12384.0,12271.1
2.017e-05,12383.2,12270.3
2.018e-05,12382.4,12269.5
2.019e-05,12381.6,12268.7
2.02e-05,12380.8,12268.0
2.021e-05,12380.0,12267.2
2.022e-05,12379.2,12266.4
2.023e-05,12378.4,12265.7
2.024e-05,12377.6,12264.9
2.025e-05,12376.8,12264.1
2.026e-05,12376.0,12263.3
2.027e-05,12375.2,12262.6
2.028e-05,12374.4,12261.8
2.029e-05,12373.6,12261.0
2.03e-05,12372.8,12260.3
2.031e-05,12372.0,12259.5
2.032e-05,12371.2,12258.7
2.033e-05,12370.4,12258.0
2.034e-05,12369.6,12257.2
2.035e-05,12368.9,12256.4
2.036e-05,12368.1,12255.7
2.037e-05,12367.3,12254.9
2.038e-05,12366.5,12254.2
2.039e-05,12365.7,12253.4
2.04e-05,12364.9,12252.6
2.041e-05,12364.1,12251.9
2.042e-05,12363.3,12251.1
2.043e-05,12362.5,12250.3
2.044e-05,12361.7,12249.6
2.045e-05,12360.9,12248.8
2.046e-05,12360.2,12248.1
2.047e-05,12359.4,12247.3
2.048e-05,12358.6,12246.5
2.049e-05,12357.8,12245.8
2.05e-05,12357.0,12245.0
2.051e-05,12356.2,12244.3
2.052e-05,12355.4,12243.5
2.053e-05,12354.7,12242.8
2.054e-05,12353.9,12242.0
2.055e-05,12353.1,12241.2
2.056e-05,12352.3,12240.5
2.057e-05,12351.5,12239.7
2.058e-05,12350.7,12239.0
2.059e-05,12350.0,12238.2
2.06e-05,12349.2,12237.5
2.061e-05,12348.4,12236.7
2.062e-05,12347.6,12236.0
2.063e-05,12346.8,12235.2
2.064e-05,12346.0,12234.5
2.065e-05,12345.3,12233.7
2.066e-05,12344.5,12233.0
2.067e-05,12343.7,12232.2
2.068e-05,12342.9,12231.5
2.069e-05,12342.2,12230.7
2.07e-05,12341.4,12230.0
2.071e-05,12340.6,12229.2
2.072e-05,12339.8,12228.5
2.073e-05,12339.1,12227.7
2.074e-05,12338.3,12227.0
2.075e-05,12337.5,12226.2
2.076e-05,12336.7,12225.5
2.077e-05,12336.0,12224.7
2.078e-05,12335.2,12224.0
2.079e-05,12334.4,12223.3
2.08e-05,12333.6,12222.5
2.081e-05,12332.9,12221.8
2.082e-05,12332.1,12221.0
2.083e-05,12331.3,12220.3
2.084e-05,12330.6,12219.5
2.085e-05,12329.8,12218.8
2.086e-05,12329.0,12218.1
2.087e-05,12328.2,12217.3
2.088e-05,12327.5,12216.6
2.089e-05,12326.7,12215.8
2.09e-05,12325.9,12215.1
2.091e-05,12325.2,12214.4
2.092e-05,12324.4,12213.6
2.093e-05,12323.6,12212.9
2.094e-05,12322.9,12212.1
2.095e-05,12322.1,12211.4
2.096e-05,12321.4,12210.7
2.097e-05,12320.6,12209.9
2.098e-05,12319.8,12209.2
2.099e-05,12319.1,12208.5
2.1e-05,12318.3,12207.7
2.101e-05,12317.5,12207.0
2.102e-05,12316.8,12206.3
2.103e-05,12316.0,12205.5
2.104e-05,12315.3,12204.8
2.105e-05,12314.5,12204.1
2.106e-05,12313.7,12203.3
2.107e-05,12313.0,12202.6
2.108e-05,12312.2,12201.9
2.109e-05,12311.5,12201.1
2.11e-05,12310.7,12200.4
2.111e-05,12309.9,12199.7
2.112e-05,12309.2,12199.0
2.113e-05,12308.4,12198.2
2.114e-05,12307.7,12197.5
2.115e-05,12306.9,12196.8
2.116e-05,12306.2,12196.0
2.117e-05,12305.4,12195.3
2.118e-05,12304.7,12194.6
2.119e-05,12303.9,12193.9
2.12e-05,12303.1,12193.1
2.121e-05,12302.4,12192.4
2.122e-05,12301.6,12191.7
2.123e-05,12300.9,12191.0
2.124e-05,12300.1,12190.2
2.125e-05,12299.4,12189.5
2.126e-05,12298.6,12188.8
2.127e-05,12297.9,12188.1
2.128e-05,12297.1,12187.3
2.129e-05,12296.4,12186.6
2.13e-05,12295.6,12185.9
2.131e-05,12294.9,12185.2
2.132e-05,12294.1,12184.5
2.133e-05,12293.4,12183.7
2.134e-05,12292.6,12183.0
2.135e-05,12291.9,12182.3
2.136e-05,12291.2,12181.6
2.137e-05,12290.4,12180.9
2.138e-05,12289.7,12180.1
2.139e-05,12288.9,12179.4
2.14e-05,12288.2,12178.7
2.141e-05,12287.4,12178.0
2.142e-05,12286.7,12177.3
2.143e-05,12285.9,12176.6
2.144e-05,12285.2,12175.8
2.145e-05,12284.5,12175.1
2.146e-05,12283.7,12174.4
2.147e-05,12283.0,12173.7
2.148e-05,12282.2,12173.0
2.149e-05,12281.5,12172.3
2.15e-05,12280.8,12171.6
2.151e-05,12280.0,12170.8
2.152e-05,12279.3,12170.1
2.153e-05,12278.5,12169.4
2.154e-05,12277.8,12168.7
2.155e-05,12277.1,12168.0
2.156e-05,12276.3,12167.3
2.157e-05,12275.6,12166.6
2.158e-05,12274.8,12165.9
2.159e-05,12274.1,12165.2
2.16e-05,12273.4,12164.4
2.161e-05,12272.6,12163.7
2.162e-05,12271.9,12163.0
2.163e-05,12271.2,12162.3
2.164e-05,12270.4,12161.6
2.165e-05,12269.7,12160.9
2.166e-05,12269.0,12160.2
2.167e-05,12268.2,12159.5
2.168e-05,12267.5,12158.8
2.169e-05,12266.8,12158.1
2.17e-05,12266.0,12157.4
2.171e-05,12265.3,12156.7
2.172e-05,12264.6,12156.0
2.173e-05,12263.9,12155.3
2.174e-05,12263.1,12154.6
2.175e-05,12262.4,12153.9
2.176e-05,12261.7,12153.2
2.177e-05,12260.9,12152.5
2.178e-05,12260.2,12151.8
2.179e-05,12259.5,12151.1
2.18e-05,12258.8,12150.4
2.181e-05,12258.0,12149.7
2.182e-05,12257.3,12149.0
2.183e-05,12256.6,12148.3
2.184e-05,12255.8,12147.6
2.185e-05,12255.1,12146.9
2.186e-05,12254.4,12146.2
2.187e-05,12253.7,12145.5
2.188e-05,12253.0,12144.8
2.189e-05,12252.2,12144.1
2.19e-05,12251.5,12143.4
2.191e-05,12250.8,12142.7
2.192e-05,12250.1,12142.0
2.193e-05,12249.3,12141.3
2.194e-05,12248.6,12140.6
2.195e-05,12247.9,12139.9
2.196e-05,12247.2,12139.2
2.197e-05,12246.5,12138.5
2.198e-05,12245.7,12137.8
2.199e-05,12245.0,12137.1
2.2e-05,12244.3,12136.4
2.201e-05,12243.6,12135.7
2.202e-05,12242.9,12135.0
2.203e-05,12242.1,12134.4
2.204e-05,12241.4,12133.7
2.205e-05,12240.7,12133.0
2.206e-05,12240.0,12132.3
2.207e-05,12239.3,12131.6
2.208e-05,12238.6,12130.9
2.209e-05,12237.9,12130.2
2.21e-05,12237.1,12129.5
2.211e-05,12236.4,12128.8
2.212e-05,12235.7,12128.2
2.213e-05,12235.0,12127.5
2.214e-05,12234.3,12126.8
2.215e-05,12233.6,12126.1
2.216e-05,12232.9,12125.4
2.217e-05,12232.2,12124.7
2.218e-05,12231.4,12124.0
2.219e-05,12230.7,12123.4
2.22e-05,12230.0,12122.7
2.221e-05,12229.3,12122.0
2.222e-05,12228.6,12121.3
2.223e-05,12227.9,12120.6
2.224e-05,12227.2,12119.9
2.225e-05,12226.5,12119.3
2.226e-05,12225.8,12118.6
2.227e-05,12225.1,12117.9
2.228e-05,12224.4,12117.2
2.229e-05,12223.6,12116.5
2.23e-05,12222.9,12115.8
2.231e-05,12222.2,12115.2
2.232e-05,12221.5,12114.5
2.233e-05,12220.8,12113.8
2.234e-05,12220.1,12113.1
2.235e-05,12219.4,12112.4
2.236e-05,12218.7,12111.8
2.237e-05,12218.0,12111.1
2.238e-05,12217.3,12110.4
2.239e-05,12216.6,12109.7
2.24e-05,12215.9,12109.1
2.241e-05,12215.2,12108.4
2.242e-05,12214.5,12107.7
2.243e-05,12213.8,12107.0
2.244e-05,12213.1,12106.4
2.245e-05,12212.4,12105.7
2.246e-05,12211.7,12105.0
2.247e-05,12211.0,12104.3
2.248e-05,12210.3,12103.7
2.249e-05,12209.6,12103.0
2.25e-05,12208.9,12102.3
2.251e-05,12208.2,12101.6
2.252e-05,12207.5,12101.0
2.253e-05,12206.8,12100.3
2.254e-05,12206.1,12099.6
2.255e-05,12205.4,12099.0
2.256e-05,12204.7,12098.3
2.257e-05,12204.0,12097.6
2.258e-05,12203.3,12096.9
2.259e-05,12202.6,12096.3
2.26e-05,12201.9,12095.6
2.261e-05,12201.2,12094.9
2.262e-05,12200.5,12094.3
2.263e-05,12199.9,12093.6
2.264e-05,12199.2,12092.9
2.265e-05,12198.5,12092.3
2.266e-05,12197.8,12091.6
2.267e-05,12197.1,12090.9
2.268e-05,12196.4,12090.3
2.269e-05,12195.7,12089.6
2.27e-05,12195.0,12088.9
2.271e-05,12194.3,12088.3
2.272e-05,12193.6,12087.6
2.273e-05,12192.9,12086.9
2.274e-05,12192.3,12086.3
2.275e-05,12191.6,12085.6
2.276e-05,12190.9,12085.0
2.277e-05,12190.2,12084.3
2.278e-05,12189.5,12083.6
2.279e-05,12188.8,12083.0
2.28e-05,12188.1,12082.3
2.281e-05,12187.4,12081.6
2.282e-05,12186.8,12081.0
2.283e-05,12186.1,12080.3
2.284e-05,12185.4,12079.7
2.285e-05,12184.7,12079.0
2.286e-05,12184.0,12078.3
2.287e-05,12183.3,12077.7
2.288e-05,12182.7,12077.0
2.289e-05,12182.0,12076.4
2.29e-05,12181.3,12075.7
2.291e-05,12180.6,12075.1
2.292e-05,12179.9,12074.4
2.293e-05,12179.2,12073.7
2.294e-05,12178.6,12073.1
2.295e-05,12177.9,12072.4
2.296e-05,12177.2,12071.8
2.297e-05,12176.5,12071.1
2.298e-05,12175.8,12070.5
2.299e-05,12175.2,12069.8
2.3e-05,12174.5,12069.2
2.301e-05,12173.8,12068.5
2.302e-05,12173.1,12067.8
2.303e-05,12172.4,12067.2
2.304e-05,12171.8,12066.5
2.305e-05,12171.1,12065.9
2.306e-05,12170.4,12065.2
2.307e-05,12169.7,12064.6
2.308e-05,12169.1,12063.9
2.309e-05,12168.4,12063.3
2.31e-05,12167.7,12062.6
2.311e-05,12167.0,12062.0
2.312e-05,12166.4,12061.3
2.313e-05,12165.7,12060.7
2.314e-05,12165.0,12060.0
2.315e-05,12164.3,12059.4
2.316e-05,12163.7,12058.7
2.317e-05,12163.0,12058.1
2.318e-05,12162.3,12057.4
2.319e-05,12161.7,12056.8
2.32e-05,12161.0,12056.1
2.321e-05,12160.3,12055.5
2.322e-05,12159.6,12054.8
2.323e-05,12159.0,12054.2
2.324e-05,12158.3,12053.6
2.325e-05,12157.6,12052.9
2.326e-05,12157.0,12052.3
2.327e-05,12156.3,12051.6
2.328e-05,12155.6,12051.0
2.329e-05,12155.0,12050.3
2.33e-05,12154.3,12049.7
2.331e-05,12153.6,12049.0
2.332e-05,12153.0,12048.4
2.333e-05,12152.3,12047.8
2.334e-05,12151.6,12047.1
2.335e-05,12151.0,12046.5
2.336e-05,12150.3,12045.8
2.337e-05,12149.6,12045.2
2.338e-05,12149.0,12044.6
2.339e-05,12148.3,12043.9
2.34e-05,12147.6,12043.3
2.341e-05,12147.0,12042.6
2.342e-05,12146.3,12042.0
2.343e-05,12145.6,12041.4
2.344e-05,12145.0,12040.7
2.345e-05,12144.3,12040.1
2.346e-05,12143.7,12039.4
2.347e-05,12143.0,12038.8
2.348e-05,12142.3,12038.2
2.349e-05,12141.7,12037.5
2.35e-05,12141.0,12036.9
2.351e-05,12140.3,12036.3
2.352e-05,12139.7,12035.6
2.353e-05,12139.0,12035.0
2.354e-05,12138.4,12034.3
2.355e-05,12137.7,12033.7
2.356e-05,12137.1,12033.1
2.357e-05,12136.4,12032.4
2.358e-05,12135.7,12031.8
2.359e-05,12135.1,12031.2
2.36e-05,12134.4,12030.5
2.361e-05,12133.8,12029.9
2.362e-05,12133.1,12029.3
2.363e-05,12132.5,12028.6
2.364e-05,12131.8,12028.0
2.365e-05,12131.1,12027.4
2.366e-05,12130.5,12026.8
2.367e-05,12129.8,12026.1
2.368e-05,12129.2,12025.5
2.369e-05,12128.5,12024.9
2.37e-05,12127.9,12024.2
2.371e-05,12127.2,12023.6
2.372e-05,12126.6,12023.0
2.373e-05,12125.9,12022.3
2.374e-05,12125.3,12021.7
2.375e-05,12124.6,12021.1
2.376e-05,12124.0,12020.5
2.377e-05,12123.3,12019.8
2.378e-05,12122.7,12019.2
2.379e-05,12122.0,12018.6
2.38e-05,12121.4,12017.9
2.381e-05,12120.7,12017.3
2.382e-05,12120.1,12016.7
2.383e-05,12119.4,12016.1
2.384e-05,12118.8,12015.4
2.385e-05,12118.1,12014.8
2.386e-05,12117.5,12014.2
2.387e-05,12116.8,12013.6
2.388e-05,12116.2,12013.0
2.389e-05,12115.5,12012.3
2.39e-05,12114.9,12011.7
2.391e-05,12114.2,12011.1
2.392e-05,12113.6,12010.5
2.393e-05,12112.9,12009.8
2.394e-05,12112.3,12009.2
2.395e-05,12111.6,12008.6
2.396e-05,12111.0,12008.0
2.397e-05,12110.4,12007.4
2.398e-05,12109.7,12006.7
2.399e-05,12109.1,12006.1
2.4e-05,12108.4,12005.5
2.401e-05,12107.8,12004.9
2.402e-05,12107.1,12004.3
2.403e-05,12106.5,12003.6
2.404e-05,12105.9,12003.0
2.405e-05,12105.2,12002.4
2.406e-05,12104.6,12001.8
2.407e-05,12103.9,12001.2
2.408e-05,12103.3,12000.5
2.409e-05,12102.7,11999.9
2.41e-05,12102.0,11999.3
2.411e-05,12101.4,11998.7
2.412e-05,12100.7,11998.1
2.413e-05,12100.1,11997.5
2.414e-05,12099.5,11996.8
2.415e-05,12098.8,11996.2
2.416e-05,12098.2,11995.6
2.417e-05,12097.5,11995.0
2.418e-05,12096.9,11994.4
2.419e-05,12096.3,11993.8
2.42e-05,12095.6,11993.2
2.421e-05,12095.0,11992.5
2.422e-05,12094.4,11991.9
2.423e-05,12093.7,11991.3
2.424e-05,12093.1,11990.7
2.425e-05,12092.5,11990.1
2.426e-05,12091.8,11989.5
2.427e-05,12091.2,11988.9
2.428e-05,12090.6,11988.3
2.429e-05,12089.9,11987.7
2.43e-05,12089.3,11987.0
2.431e-05,12088.7,11986.4
2.432e-05,12088.0,11985.8
2.433e-05,12087.4,11985.2
2.434e-05,12086.8,11984.6
2.435e-05,12086.1,11984.0
2.436e-05,12085.5,11983.4
2.437e-05,12084.9,11982.8
2.438e-05,12084.2,11982.2
2.439e-05,12083.6,11981.6
2.44e-05,12083.0,11981.0
2.441e-05,12082.4,11980.4
2.442e-05,12081.7,11979.8
2.443e-05,12081.1,11979.1
2.444e-05,12080.5,11978.5
2.445e-05,12079.8,11977.9
2.446e-05,12079.2,11977.3
2.447e-05,12078.6,11976.7
2.448e-05,12078.0,11976.1
2.449e-05,12077.3,11975.5
2.45e-05,12076.7,11974.9
2.451e-05,12076.1,11974.3
2.452e-05,12075.5,11973.7
2.453e-05,12074.8,11973.1
2.454e-05,12074.2,11972.5
2.455e-05,12073.6,11971.9
2.456e-05,12073.0,11971.3
2.457e-05,12072.3,11970.7
2.458e-05,12071.7,11970.1
2.459e-05,12071.1,11969.5
2.46e-05,12070.5,11968.9
2.461e-05,12069.8,11968.3
2.462e-05,12069.2,11967.7
2.463e-05,12068.6,11967.1
2.464e-05,12068.0,11966.5
2.465e-05,12067.3,11965.9
2.466e-05,12066.7,11965.3
2.467e-05,12066.1,11964.7
2.468e-05,12065.5,11964.1
2.469e-05,12064.9,11963.5
2.47e-05,12064.2,11962.9
2.471e-05,12063.6,11962.3
2.472e-05,12063.0,11961.7
2.473e-05,12062.4,11961.1
2.474e-05,12061.8,11960.5
2.475e-05,12061.2,11959.9
2.476e-05,12060.5,11959.3
2.477e-05,12059.9,11958.7
2.478e-05,12059.3,11958.1
2.479e-05,12058.7,11957.5
2.48e-05,12058.1,11956.9
2.481e-05,12057.4,11956.3
2.482e-05,12056.8,11955.8
2.483e-05,12056.2,11955.2
2.484e-05,12055.6,11954.6
2.485e-05,12055.0,11954.0
2.486e-05,12054.4,11953.4
2.487e-05,12053.8,11952.8
2.488e-05,12053.1,11952.2
2.489e-05,12052.5,11951.6
2.49e-05,12051.9,11951.0
2.491e-05,12051.3,11950.4
2.492e-05,12050.7,11949.8
2.493e-05,12050.1,11949.2
2.494e-05,12049.5,11948.7
2.495e-05,12048.8,11948.1
2.496e-05,12048.2,11947.5
2.497e-05,12047.6,11946.9
2.498e-05,12047.0,11946.3
2.499e-05,12046.4,11945.7
2.5e-05,12045.8,11945.1
2.501e-05,12045.2,11944.5
2.502e-05,12044.6,11943.9
2.503e-05,12044.0,11943.4
2.504e-05,12043.4,11942.8
2.505e-05,12042.7,11942.2
2.506e-05,12042.1,11941.6
2.507e-05,12041.5,11941.0
2.508e-05,12040.9,11940.4
2.509e-05,12040.3,11939.8
2.51e-05,12039.7,11939.2
2.511e-05,12039.1,11938.7
2.512e-05,12038.5,11938.1
2.513e-05,12037.9,11937.5
2.514e-05,12037.3,11936.9
2.515e-05,12036.7,11936.3
2.516e-05,12036.1,11935.7
2.517e-05,12035.5,11935.2
2.518e-05,12034.9,11934.6
2.519e-05,12034.3,11934.0
2.52e-05,12033.6,11933.4
2.521e-05,12033.0,11932.8
2.522e-05,12032.4,11932.2
2.523e-05,12031.8,11931.7
2.524e-05,12031.2,11931.1
2.525e-05,12030.6,11930.5
2.526e-05,12030.0,11929.9
2.527e-05,12029.4,11929.3
2.528e-05,12028.8,11928.8
2.529e-05,12028.2,11928.2
2.53e-05,12027.6,11927.6
2.531e-05,12027.0,11927.0
2.532e-05,12026.4,11926.4
2.533e-05,12025.8,11925.9
2.534e-05,12025.2,11925.3
2.535e-05,12024.6,11924.7
2.536e-05,12024.0,11924.1
2.537e-05,12023.4,11923.5
2.538e-05,12022.8,11923.0
2.539e-05,12022.2,11922.4
2.54e-05,12021.6,11921.8
2.541e-05,12021.0,11921.2
2.542e-05,12020.4,11920.7
2.543e-05,12019.8,11920.1
2.544e-05,12019.2,11919.5
2.545e-05,12018.6,11918.9
2.546e-05,12018.0,11918.4
2.547e-05,12017.4,11917.8
2.548e-05,12016.9,11917.2
2.549e-05,12016.3,11916.6
2.55e-05,12015.7,11916.1
2.551e-05,12015.1,11915.5
2.552e-05,12014.5,11914.9
2.553e-05,12013.9,11914.3
2.554e-05,12013.3,11913.8
2.555e-05,12012.7,11913.2
2.556e-05,12012.1,11912.6
2.557e-05,12011.5,11912.1
2.558e-05,12010.9,11911.5
2.559e-05,12010.3,11910.9
2.56e-05,12009.7,11910.3
2.561e-05,12009.1,11909.8
2.562e-05,12008.5,11909.2
2.563e-05,12007.9,11908.6
2.564e-05,12007.4,11908.1
2.565e-05,12006.8,11907.5
2.566e-05,12006.2,11906.9
2.567e-05,12005.6,11906.4
2.568e-05,12005.0,11905.8
2.569e-05,12004.4,11905.2
2.57e-05,12003.8,11904.6
2.571e-05,12003.2,11904.1
2.572e-05,12002.6,11903.5
2.573e-05,12002.1,11902.9
2.574e-05,12001.5,11902.4
2.575e-05,12000.9,11901.8
2.576e-05,12000.3,11901.2
2.577e-05,11999.7,11900.7
2.578e-05,11999.1,11900.1
2.579e-05,11998.5,11899.5
2.58e-05,11997.9,11899.0
2.581e-05,11997.4,11898.4
2.582e-05,11996.8,11897.9
2.583e-05,11996.2,11897.3
2.584e-05,11995.6,11896.7
2.585e-05,11995.0,11896.2
2.586e-05,11994.4,11895.6
2.587e-05,11993.8,11895.0
2.588e-05,11993.3,11894.5
2.589e-05,11992.7,11893.9
2.59e-05,11992.1,11893.3
2.591e-05,11991.5,11892.8
2.592e-05,11990.9,11892.2
2.593e-05,11990.3,11891.7
2.594e-05,11989.8,11891.1
2.595e-05,11989.2,11890.5
2.596e-05,11988.6,11890.0
2.597e-05,11988.0,11889.4
2.598e-05,11987.4,11888.9
2.599e-05,11986.9,11888.3
2.6e-05,11986.3,11887.7
2.601e-05,11985.7,11887.2
2.602e-05,11985.1,11886.6
2.603e-05,11984.5,11886.1
2.604e-05,11984.0,11885.5
2.605e-05,11983.4,11884.9
2.606e-05,11982.8,11884.4
2.607e-05,11982.2,11883.8
2.608e-05,11981.6,11883.3
2.609e-05,11981.1,11882.7
2.61e-05,11980.5,11882.1
2.611e-05,11979.9,11881.6
2.612e-05,11979.3,11881.0
2.613e-05,11978.7,11880.5
2.614e-05,11978.2,11879.9
2.615e-05,11977.6,11879.4
2.616e-05,11977.0,11878.8
2.617e-05,11976.4,11878.3
2.618e-05,11975.9,11877.7
2.619e-05,11975.3,11877.1
2.62e-05,11974.7,11876.6
2.621e-05,11974.1,11876.0
2.622e-05,11973.6,11875.5
2.623e-05,11973.0,11874.9
2.624e-05,11972.4,11874.4
2.625e-05,11971.8,11873.8
2.626e-05,11971.3,11873.3
2.627e-05,11970.7,11872.7
2.628e-05,11970.1,11872.2
2.629e-05,11969.6,11871.6
2.63e-05,11969.0,11871.1
2.631e-05,11968.4,11870.5
2.632e-05,11967.8,11870.0
2.633e-05,11967.3,11869.4
2.634e-05,11966.7,11868.9
2.635e-05,11966.1,11868.3
2.636e-05,11965.6,11867.8
2.637e-05,11965.0,11867.2
2.638e-05,11964.4,11866.7
2.639e-05,11963.8,11866.1
2.64e-05,11963.3,11865.6
2.641e-05,11962.7,11865.0
2.642e-05,11962.1,11864.5
2.643e-05,11961.6,11863.9
2.644e-05,11961.0,11863.4
2.645e-05,11960.4,11862.8
2.646e-05,11959.9,11862.3
2.647e-05,11959.3,11861.7
2.648e-05,11958.7,11861.2
2.649e-05,11958.2,11860.6
2.65e-05,11957.6,11860.1
2.651e-05,11957.0,11859.5
2.652e-05,11956.5,11859.0
2.653e-05,11955.9,11858.4
2.654e-05,11955.3,11857.9
2.655e-05,11954.8,11857.3
2.656e-05,11954.2,11856.8
2.657e-05,11953.6,11856.3
2.658e-05,11953.1,11855.7
2.659e-05,11952.5,11855.2
2.66e-05,11951.9,11854.6
2.661e-05,11951.4,11854.1
2.662e-05,11950.8,11853.5
2.663e-05,11950.2,11853.0
2.664e-05,11949.7,11852.5
2.665e-05,11949.1,11851.9
2.666e-05,11948.6,11851.4
2.667e-05,11948.0,11850.8
2.668e-05,11947.4,11850.3
2.669e-05,11946.9,11849.7
2.67e-05,11946.3,11849.2
2.671e-05,11945.7,11848.7
2.672e-05,11945.2,11848.1
2.673e-05,11944.6,11847.6
2.674e-05,11944.1,11847.0
2.675e-05,11943.5,11846.5
2.676e-05,11942.9,11846.0
2.677e-05,11942.4,11845.4
2.678e-05,11941.8,11844.9
2.679e-05,11941.3,11844.3
2.68e-05,11940.7,11843.8
2.681e-05,11940.2,11843.3
2.682e-05,11939.6,11842.7
2.683e-05,11939.0,11842.2
2.684e-05,11938.5,11841.6
2.685e-05,11937.9,11841.1
2.686e-05,11937.4,11840.6
2.687e-05,11936.8,11840.0
2.688e-05,11936.2,11839.5
2.689e-05,11935.7,11839.0
2.69e-05,11935.1,11838.4
2.691e-05,11934.6,11837.9
2.692e-05,11934.0,11837.4
2.693e-05,11933.5,11836.8
2.694e-05,11932.9,11836.3
2.695e-05,11932.4,11835.8
2.696e-05,11931.8,11835.2
2.697e-05,11931.3,11834.7
2.698e-05,11930.7,11834.1
2.699e-05,11930.1,11833.6
2.7e-05,11929.6,11833.1
2.701e-05,11929.0,11832.5
2.702e-05,11928.5,11832.0
2.703e-05,11927.9,11831.5
2.704e-05,11927.4,11830.9
2.705e-05,11926.8,11830.4
2.706e-05,11926.3,11829.9
2.707e-05,11925.7,11829.3
2.708e-05,11925.2,11828.8
2.709e-05,11924.6,11828.3
2.71e-05,11924.1,11827.8
2.711e-05,11923.5,11827.2
2.712e-05,11923.0,11826.7
2.713e-05,11922.4,11826.2
2.714e-05,11921.9,11825.6
2.715e-05,11921.3,11825.1
2.716e-05,11920.8,11824.6
2.717e-05,11920.2,11824.0
2.718e-05,11919.7,11823.5
2.719e-05,11919.1,11823.0
2.72e-05,11918.6,11822.5
2.721e-05,11918.0,11821.9
2.722e-05,11917.5,11821.4
2.723e-05,11916.9,11820.9
2.724e-05,11916.4,11820.3
2.725e-05,11915.8,11819.8
2.726e-05,11915.3,11819.3
2.727e-05,11914.7,11818.8
2.728e-05,11914.2,11818.2
2.729e-05,11913.6,11817.7
2.73e-05,11913.1,11817.2
2.731e-05,11912.6,11816.7
2.732e-05,11912.0,11816.1
2.733e-05,11911.5,11815.6
2.734e-05,11910.9,11815.1
2.735e-05,11910.4,11814.6
2.736e-05,11909.8,11814.0
2.737e-05,11909.3,11813.5
2.738e-05,11908.7,11813.0
2.739e-05,11908.2,11812.5
2.74e-05,11907.7,11811.9
2.741e-05,11907.1,11811.4
2.742e-05,11906.6,11810.9
2.743e-05,11906.0,11810.4
2.744e-05,11905.5,11809.8
