Time (s),$ T_{tr} $ (nexaFoam)_Temp,"$ T_{vib, N_2} $ (nexaFoam)_Temp"
5.124e-05,11048.8,10982.2
5.125e-05,11048.6,10982.0
5.126e-05,11048.3,10981.7
5.127e-05,11048.1,10981.5
5.128e-05,11047.9,10981.2
5.129e-05,11047.6,10981.0
5.13e-05,11047.4,10980.8
5.131e-05,11047.1,10980.5
5.132e-05,11046.9,10980.3
5.133e-05,11046.6,10980.0
5.134e-05,11046.4,10979.8
5.135e-05,11046.1,10979.6
5.136e-05,11045.9,10979.3
5.137e-05,11045.6,10979.1
5.138e-05,11045.4,10978.9
5.139e-05,11045.1,10978.6
5.14e-05,11044.9,10978.4
5.141e-05,11044.6,10978.1
5.142e-05,11044.4,10977.9
5.143e-05,11044.2,10977.7
5.144e-05,11043.9,10977.4
5.145e-05,11043.7,10977.2
5.146e-05,11043.4,10976.9
5.147e-05,11043.2,10976.7
5.148e-05,11042.9,10976.5
5.149e-05,11042.7,10976.2
5.15e-05,11042.4,10976.0
5.151e-05,11042.2,10975.8
5.152e-05,11042.0,10975.5
5.153e-05,11041.7,10975.3
5.154e-05,11041.5,10975.0
5.155e-05,11041.2,10974.8
5.156e-05,11041.0,10974.6
5.157e-05,11040.7,10974.3
5.158e-05,11040.5,10974.1
5.159e-05,11040.2,10973.9
5.16e-05,11040.0,10973.6
5.161e-05,11039.7,10973.4
5.162e-05,11039.5,10973.2
5.163e-05,11039.3,10972.9
5.164e-05,11039.0,10972.7
5.165e-05,11038.8,10972.4
5.166e-05,11038.5,10972.2
5.167e-05,11038.3,10972.0
5.168e-05,11038.0,10971.7
5.169e-05,11037.8,10971.5
5.17e-05,11037.5,10971.3
5.171e-05,11037.3,10971.0
5.172e-05,11037.1,10970.8
5.173e-05,11036.8,10970.6
5.174e-05,11036.6,10970.3
5.175e-05,11036.3,10970.1
5.176e-05,11036.1,10969.8
5.177e-05,11035.8,10969.6
5.178e-05,11035.6,10969.4
5.179e-05,11035.4,10969.1
5.18e-05,11035.1,10968.9
5.181e-05,11034.9,10968.7
5.182e-05,11034.6,10968.4
5.183e-05,11034.4,10968.2
5.184e-05,11034.1,10968.0
5.185e-05,11033.9,10967.7
5.186e-05,11033.7,10967.5
5.187e-05,11033.4,10967.2
5.188e-05,11033.2,10967.0
5.189e-05,11032.9,10966.8
5.19e-05,11032.7,10966.5
5.191e-05,11032.4,10966.3
5.192e-05,11032.2,10966.1
5.193e-05,11032.0,10965.8
5.194e-05,11031.7,10965.6
5.195e-05,11031.5,10965.4
5.196e-05,11031.2,10965.1
5.197e-05,11031.0,10964.9
5.198e-05,11030.7,10964.7
5.199e-05,11030.5,10964.4
5.2e-05,11030.3,10964.2
5.201e-05,11030.0,10964.0
5.202e-05,11029.8,10963.7
5.203e-05,11029.5,10963.5
5.204e-05,11029.3,10963.3
5.205e-05,11029.0,10963.0
5.206e-05,11028.8,10962.8
5.207e-05,11028.6,10962.6
5.208e-05,11028.3,10962.3
5.209e-05,11028.1,10962.1
5.21e-05,11027.8,10961.9
5.211e-05,11027.6,10961.6
5.212e-05,11027.3,10961.4
5.213e-05,11027.1,10961.1
5.214e-05,11026.9,10960.9
5.215e-05,11026.6,10960.7
5.216e-05,11026.4,10960.4
5.217e-05,11026.1,10960.2
5.218e-05,11025.9,10960.0
5.219e-05,11025.7,10959.7
5.22e-05,11025.4,10959.5
5.221e-05,11025.2,10959.3
5.222e-05,11024.9,10959.0
5.223e-05,11024.7,10958.8
5.224e-05,11024.5,10958.6
5.225e-05,11024.2,10958.3
5.226e-05,11024.0,10958.1
5.227e-05,11023.7,10957.9
5.228e-05,11023.5,10957.6
5.229e-05,11023.3,10957.4
5.23e-05,11023.0,10957.2
5.231e-05,11022.8,10956.9
5.232e-05,11022.5,10956.7
5.233e-05,11022.3,10956.5
5.234e-05,11022.0,10956.2
5.235e-05,11021.8,10956.0
5.236e-05,11021.6,10955.8
5.237e-05,11021.3,10955.5
5.238e-05,11021.1,10955.3
5.239e-05,11020.8,10955.1
5.24e-05,11020.6,10954.9
5.241e-05,11020.4,10954.6
5.242e-05,11020.1,10954.4
5.243e-05,11019.9,10954.2
5.244e-05,11019.6,10953.9
5.245e-05,11019.4,10953.7
5.246e-05,11019.2,10953.5
5.247e-05,11018.9,10953.2
5.248e-05,11018.7,10953.0
5.249e-05,11018.4,10952.8
5.25e-05,11018.2,10952.5
5.251e-05,11018.0,10952.3
5.252e-05,11017.7,10952.1
5.253e-05,11017.5,10951.8
5.254e-05,11017.3,10951.6
5.255e-05,11017.0,10951.4
5.256e-05,11016.8,10951.1
5.257e-05,11016.5,10950.9
5.258e-05,11016.3,10950.7
5.259e-05,11016.1,10950.4
5.26e-05,11015.8,10950.2
5.261e-05,11015.6,10950.0
5.262e-05,11015.3,10949.8
5.263e-05,11015.1,10949.5
5.264e-05,11014.9,10949.3
5.265e-05,11014.6,10949.1
5.266e-05,11014.4,10948.8
5.267e-05,11014.1,10948.6
5.268e-05,11013.9,10948.4
5.269e-05,11013.7,10948.1
5.27e-05,11013.4,10947.9
5.271e-05,11013.2,10947.7
5.272e-05,11013.0,10947.4
5.273e-05,11012.7,10947.2
5.274e-05,11012.5,10947.0
5.275e-05,11012.2,10946.8
5.276e-05,11012.0,10946.5
5.277e-05,11011.8,10946.3
5.278e-05,11011.5,10946.1
5.279e-05,11011.3,10945.8
5.28e-05,11011.1,10945.6
5.281e-05,11010.8,10945.4
5.282e-05,11010.6,10945.1
5.283e-05,11010.3,10944.9
5.284e-05,11010.1,10944.7
5.285e-05,11009.9,10944.4
5.286e-05,11009.6,10944.2
5.287e-05,11009.4,10944.0
5.288e-05,11009.2,10943.8
5.289e-05,11008.9,10943.5
5.29e-05,11008.7,10943.3
5.291e-05,11008.4,10943.1
5.292e-05,11008.2,10942.8
5.293e-05,11008.0,10942.6
5.294e-05,11007.7,10942.4
5.295e-05,11007.5,10942.2
5.296e-05,11007.3,10941.9
5.297e-05,11007.0,10941.7
5.298e-05,11006.8,10941.5
5.299e-05,11006.5,10941.2
5.3e-05,11006.3,10941.0
5.301e-05,11006.1,10940.8
5.302e-05,11005.8,10940.5
5.303e-05,11005.6,10940.3
5.304e-05,11005.4,10940.1
5.305e-05,11005.1,10939.9
5.306e-05,11004.9,10939.6
5.307e-05,11004.7,10939.4
5.308e-05,11004.4,10939.2
5.309e-05,11004.2,10938.9
5.31e-05,11003.9,10938.7
5.311e-05,11003.7,10938.5
5.312e-05,11003.5,10938.3
5.313e-05,11003.2,10938.0
5.314e-05,11003.0,10937.8
5.315e-05,11002.8,10937.6
5.316e-05,11002.5,10937.3
5.317e-05,11002.3,10937.1
5.318e-05,11002.1,10936.9
5.319e-05,11001.8,10936.7
5.32e-05,11001.6,10936.4
5.321e-05,11001.4,10936.2
5.322e-05,11001.1,10936.0
5.323e-05,11000.9,10935.7
5.324e-05,11000.6,10935.5
5.325e-05,11000.4,10935.3
5.326e-05,11000.2,10935.1
5.327e-05,10999.9,10934.8
5.328e-05,10999.7,10934.6
5.329e-05,10999.5,10934.4
5.33e-05,10999.2,10934.2
5.331e-05,10999.0,10933.9
5.332e-05,10998.8,10933.7
5.333e-05,10998.5,10933.5
5.334e-05,10998.3,10933.2
5.335e-05,10998.1,10933.0
5.336e-05,10997.8,10932.8
5.337e-05,10997.6,10932.6
5.338e-05,10997.4,10932.3
5.339e-05,10997.1,10932.1
5.34e-05,10996.9,10931.9
5.341e-05,10996.7,10931.7
5.342e-05,10996.4,10931.4
5.343e-05,10996.2,10931.2
5.344e-05,10996.0,10931.0
5.345e-05,10995.7,10930.7
5.346e-05,10995.5,10930.5
5.347e-05,10995.3,10930.3
5.348e-05,10995.0,10930.1
5.349e-05,10994.8,10929.8
5.35e-05,10994.6,10929.6
5.351e-05,10994.3,10929.4
5.352e-05,10994.1,10929.2
5.353e-05,10993.8,10928.9
5.354e-05,10993.6,10928.7
5.355e-05,10993.4,10928.5
5.356e-05,10993.1,10928.3
5.357e-05,10992.9,10928.0
5.358e-05,10992.7,10927.8
5.359e-05,10992.4,10927.6
5.36e-05,10992.2,10927.4
5.361e-05,10992.0,10927.1
5.362e-05,10991.7,10926.9
5.363e-05,10991.5,10926.7
5.364e-05,10991.3,10926.4
5.365e-05,10991.0,10926.2
5.366e-05,10990.8,10926.0
5.367e-05,10990.6,10925.8
5.368e-05,10990.4,10925.5
5.369e-05,10990.1,10925.3
5.37e-05,10989.9,10925.1
5.371e-05,10989.7,10924.9
5.372e-05,10989.4,10924.6
5.373e-05,10989.2,10924.4
5.374e-05,10989.0,10924.2
5.375e-05,10988.7,10924.0
5.376e-05,10988.5,10923.7
5.377e-05,10988.3,10923.5
5.378e-05,10988.0,10923.3
5.379e-05,10987.8,10923.1
5.38e-05,10987.6,10922.8
5.381e-05,10987.3,10922.6
5.382e-05,10987.1,10922.4
5.383e-05,10986.9,10922.2
5.384e-05,10986.6,10921.9
5.385e-05,10986.4,10921.7
5.386e-05,10986.2,10921.5
5.387e-05,10985.9,10921.3
5.388e-05,10985.7,10921.0
5.389e-05,10985.5,10920.8
5.39e-05,10985.2,10920.6
5.391e-05,10985.0,10920.4
5.392e-05,10984.8,10920.1
5.393e-05,10984.5,10919.9
5.394e-05,10984.3,10919.7
5.395e-05,10984.1,10919.5
5.396e-05,10983.9,10919.2
5.397e-05,10983.6,10919.0
5.398e-05,10983.4,10918.8
5.399e-05,10983.2,10918.6
5.4e-05,10982.9,10918.4
5.401e-05,10982.7,10918.1
5.402e-05,10982.5,10917.9
5.403e-05,10982.2,10917.7
5.404e-05,10982.0,10917.5
5.405e-05,10981.8,10917.2
5.406e-05,10981.5,10917.0
5.407e-05,10981.3,10916.8
5.408e-05,10981.1,10916.6
5.409e-05,10980.8,10916.3
5.41e-05,10980.6,10916.1
5.411e-05,10980.4,10915.9
5.412e-05,10980.2,10915.7
5.413e-05,10979.9,10915.4
5.414e-05,10979.7,10915.2
5.415e-05,10979.5,10915.0
5.416e-05,10979.2,10914.8
5.417e-05,10979.0,10914.6
5.418e-05,10978.8,10914.3
5.419e-05,10978.5,10914.1
5.42e-05,10978.3,10913.9
5.421e-05,10978.1,10913.7
5.422e-05,10977.9,10913.4
5.423e-05,10977.6,10913.2
5.424e-05,10977.4,10913.0
5.425e-05,10977.2,10912.8
5.426e-05,10976.9,10912.5
5.427e-05,10976.7,10912.3
5.428e-05,10976.5,10912.1
5.429e-05,10976.2,10911.9
5.43e-05,10976.0,10911.7
5.431e-05,10975.8,10911.4
5.432e-05,10975.6,10911.2
5.433e-05,10975.3,10911.0
5.434e-05,10975.1,10910.8
5.435e-05,10974.9,10910.5
5.436e-05,10974.6,10910.3
5.437e-05,10974.4,10910.1
5.438e-05,10974.2,10909.9
5.439e-05,10974.0,10909.7
5.44e-05,10973.7,10909.4
5.441e-05,10973.5,10909.2
5.442e-05,10973.3,10909.0
5.443e-05,10973.0,10908.8
5.444e-05,10972.8,10908.5
5.445e-05,10972.6,10908.3
5.446e-05,10972.4,10908.1
5.447e-05,10972.1,10907.9
5.448e-05,10971.9,10907.7
5.449e-05,10971.7,10907.4
5.45e-05,10971.4,10907.2
5.451e-05,10971.2,10907.0
5.452e-05,10971.0,10906.8
5.453e-05,10970.8,10906.6
5.454e-05,10970.5,10906.3
5.455e-05,10970.3,10906.1
5.456e-05,10970.1,10905.9
5.457e-05,10969.8,10905.7
5.458e-05,10969.6,10905.5
5.459e-05,10969.4,10905.2
5.46e-05,10969.2,10905.0
5.461e-05,10968.9,10904.8
5.462e-05,10968.7,10904.6
5.463e-05,10968.5,10904.3
5.464e-05,10968.2,10904.1
5.465e-05,10968.0,10903.9
5.466e-05,10967.8,10903.7
5.467e-05,10967.6,10903.5
5.468e-05,10967.3,10903.2
5.469e-05,10967.1,10903.0
5.47e-05,10966.9,10902.8
5.471e-05,10966.6,10902.6
5.472e-05,10966.4,10902.4
5.473e-05,10966.2,10902.1
5.474e-05,10966.0,10901.9
5.475e-05,10965.7,10901.7
5.476e-05,10965.5,10901.5
5.477e-05,10965.3,10901.3
5.478e-05,10965.1,10901.0
5.479e-05,10964.8,10900.8
5.48e-05,10964.6,10900.6
5.481e-05,10964.4,10900.4
5.482e-05,10964.2,10900.2
5.483e-05,10963.9,10899.9
5.484e-05,10963.7,10899.7
5.485e-05,10963.5,10899.5
5.486e-05,10963.2,10899.3
5.487e-05,10963.0,10899.1
5.488e-05,10962.8,10898.8
5.489e-05,10962.6,10898.6
5.49e-05,10962.3,10898.4
5.491e-05,10962.1,10898.2
5.492e-05,10961.9,10898.0
5.493e-05,10961.7,10897.7
5.494e-05,10961.4,10897.5
5.495e-05,10961.2,10897.3
5.496e-05,10961.0,10897.1
5.497e-05,10960.8,10896.9
5.498e-05,10960.5,10896.7
5.499e-05,10960.3,10896.4
5.5e-05,10960.1,10896.2
5.501e-05,10959.9,10896.0
5.502e-05,10959.6,10895.8
5.503e-05,10959.4,10895.6
5.504e-05,10959.2,10895.3
5.505e-05,10958.9,10895.1
5.506e-05,10958.7,10894.9
5.507e-05,10958.5,10894.7
5.508e-05,10958.3,10894.5
5.509e-05,10958.0,10894.2
5.51e-05,10957.8,10894.0
5.511e-05,10957.6,10893.8
5.512e-05,10957.4,10893.6
5.513e-05,10957.1,10893.4
5.514e-05,10956.9,10893.2
5.515e-05,10956.7,10892.9
5.516e-05,10956.5,10892.7
5.517e-05,10956.2,10892.5
5.518e-05,10956.0,10892.3
5.519e-05,10955.8,10892.1
5.52e-05,10955.6,10891.8
5.521e-05,10955.3,10891.6
5.522e-05,10955.1,10891.4
5.523e-05,10954.9,10891.2
5.524e-05,10954.7,10891.0
5.525e-05,10954.4,10890.8
5.526e-05,10954.2,10890.5
5.527e-05,10954.0,10890.3
5.528e-05,10953.8,10890.1
5.529e-05,10953.5,10889.9
5.53e-05,10953.3,10889.7
5.531e-05,10953.1,10889.5
5.532e-05,10952.9,10889.2
5.533e-05,10952.7,10889.0
5.534e-05,10952.4,10888.8
5.535e-05,10952.2,10888.6
5.536e-05,10952.0,10888.4
5.537e-05,10951.8,10888.1
5.538e-05,10951.5,10887.9
5.539e-05,10951.3,10887.7
5.54e-05,10951.1,10887.5
5.541e-05,10950.9,10887.3
5.542e-05,10950.6,10887.1
5.543e-05,10950.4,10886.8
5.544e-05,10950.2,10886.6
5.545e-05,10950.0,10886.4
5.546e-05,10949.7,10886.2
5.547e-05,10949.5,10886.0
5.548e-05,10949.3,10885.8
5.549e-05,10949.1,10885.5
5.55e-05,10948.8,10885.3
5.551e-05,10948.6,10885.1
5.552e-05,10948.4,10884.9
5.553e-05,10948.2,10884.7
5.554e-05,10948.0,10884.5
5.555e-05,10947.7,10884.2
5.556e-05,10947.5,10884.0
5.557e-05,10947.3,10883.8
5.558e-05,10947.1,10883.6
5.559e-05,10946.8,10883.4
5.56e-05,10946.6,10883.2
5.561e-05,10946.4,10883.0
5.562e-05,10946.2,10882.7
5.563e-05,10945.9,10882.5
5.564e-05,10945.7,10882.3
5.565e-05,10945.5,10882.1
5.566e-05,10945.3,10881.9
5.567e-05,10945.1,10881.7
5.568e-05,10944.8,10881.4
5.569e-05,10944.6,10881.2
5.57e-05,10944.4,10881.0
5.571e-05,10944.2,10880.8
5.572e-05,10943.9,10880.6
5.573e-05,10943.7,10880.4
5.574e-05,10943.5,10880.2
5.575e-05,10943.3,10879.9
5.576e-05,10943.1,10879.7
5.577e-05,10942.8,10879.5
5.578e-05,10942.6,10879.3
5.579e-05,10942.4,10879.1
5.58e-05,10942.2,10878.9
5.581e-05,10941.9,10878.6
5.582e-05,10941.7,10878.4
5.583e-05,10941.5,10878.2
5.584e-05,10941.3,10878.0
5.585e-05,10941.1,10877.8
5.586e-05,10940.8,10877.6
5.587e-05,10940.6,10877.4
5.588e-05,10940.4,10877.1
5.589e-05,10940.2,10876.9
5.59e-05,10940.0,10876.7
5.591e-05,10939.7,10876.5
5.592e-05,10939.5,10876.3
5.593e-05,10939.3,10876.1
5.594e-05,10939.1,10875.9
5.595e-05,10938.8,10875.6
5.596e-05,10938.6,10875.4
5.597e-05,10938.4,10875.2
5.598e-05,10938.2,10875.0
5.599e-05,10938.0,10874.8
5.6e-05,10937.7,10874.6
5.601e-05,10937.5,10874.4
5.602e-05,10937.3,10874.1
5.603e-05,10937.1,10873.9
5.604e-05,10936.9,10873.7
5.605e-05,10936.6,10873.5
5.606e-05,10936.4,10873.3
5.607e-05,10936.2,10873.1
5.608e-05,10936.0,10872.9
5.609e-05,10935.8,10872.6
5.61e-05,10935.5,10872.4
5.611e-05,10935.3,10872.2
5.612e-05,10935.1,10872.0
5.613e-05,10934.9,10871.8
5.614e-05,10934.7,10871.6
5.615e-05,10934.4,10871.4
5.616e-05,10934.2,10871.2
5.617e-05,10934.0,10870.9
5.618e-05,10933.8,10870.7
5.619e-05,10933.6,10870.5
5.62e-05,10933.3,10870.3
5.621e-05,10933.1,10870.1
5.622e-05,10932.9,10869.9
5.623e-05,10932.7,10869.7
5.624e-05,10932.5,10869.4
5.625e-05,10932.2,10869.2
5.626e-05,10932.0,10869.0
5.627e-05,10931.8,10868.8
5.628e-05,10931.6,10868.6
5.629e-05,10931.4,10868.4
5.63e-05,10931.1,10868.2
5.631e-05,10930.9,10868.0
5.632e-05,10930.7,10867.7
5.633e-05,10930.5,10867.5
5.634e-05,10930.3,10867.3
5.635e-05,10930.0,10867.1
5.636e-05,10929.8,10866.9
5.637e-05,10929.6,10866.7
5.638e-05,10929.4,10866.5
5.639e-05,10929.2,10866.3
5.64e-05,10928.9,10866.0
5.641e-05,10928.7,10865.8
5.642e-05,10928.5,10865.6
5.643e-05,10928.3,10865.4
5.644e-05,10928.1,10865.2
5.645e-05,10927.9,10865.0
5.646e-05,10927.6,10864.8
5.647e-05,10927.4,10864.6
5.648e-05,10927.2,10864.3
5.649e-05,10927.0,10864.1
5.65e-05,10926.8,10863.9
5.651e-05,10926.5,10863.7
5.652e-05,10926.3,10863.5
5.653e-05,10926.1,10863.3
5.654e-05,10925.9,10863.1
5.655e-05,10925.7,10862.9
5.656e-05,10925.4,10862.7
5.657e-05,10925.2,10862.4
5.658e-05,10925.0,10862.2
5.659e-05,10924.8,10862.0
5.66e-05,10924.6,10861.8
5.661e-05,10924.4,10861.6
5.662e-05,10924.1,10861.4
5.663e-05,10923.9,10861.2
5.664e-05,10923.7,10861.0
5.665e-05,10923.5,10860.8
5.666e-05,10923.3,10860.5
5.667e-05,10923.1,10860.3
5.668e-05,10922.8,10860.1
5.669e-05,10922.6,10859.9
5.67e-05,10922.4,10859.7
5.671e-05,10922.2,10859.5
5.672e-05,10922.0,10859.3
5.673e-05,10921.7,10859.1
5.674e-05,10921.5,10858.9
5.675e-05,10921.3,10858.6
5.676e-05,10921.1,10858.4
5.677e-05,10920.9,10858.2
5.678e-05,10920.7,10858.0
5.679e-05,10920.4,10857.8
5.68e-05,10920.2,10857.6
5.681e-05,10920.0,10857.4
5.682e-05,10919.8,10857.2
5.683e-05,10919.6,10857.0
5.684e-05,10919.4,10856.8
5.685e-05,10919.1,10856.5
5.686e-05,10918.9,10856.3
5.687e-05,10918.7,10856.1
5.688e-05,10918.5,10855.9
5.689e-05,10918.3,10855.7
5.69e-05,10918.1,10855.5
5.691e-05,10917.8,10855.3
5.692e-05,10917.6,10855.1
5.693e-05,10917.4,10854.9
5.694e-05,10917.2,10854.7
5.695e-05,10917.0,10854.4
5.696e-05,10916.8,10854.2
5.697e-05,10916.5,10854.0
5.698e-05,10916.3,10853.8
5.699e-05,10916.1,10853.6
5.7e-05,10915.9,10853.4
5.701e-05,10915.7,10853.2
5.702e-05,10915.5,10853.0
5.703e-05,10915.2,10852.8
5.704e-05,10915.0,10852.6
5.705e-05,10914.8,10852.4
5.706e-05,10914.6,10852.1
5.707e-05,10914.4,10851.9
5.708e-05,10914.2,10851.7
5.709e-05,10914.0,10851.5
5.71e-05,10913.7,10851.3
5.711e-05,10913.5,10851.1
5.712e-05,10913.3,10850.9
5.713e-05,10913.1,10850.7
5.714e-05,10912.9,10850.5
5.715e-05,10912.7,10850.3
5.716e-05,10912.4,10850.1
5.717e-05,10912.2,10849.8
5.718e-05,10912.0,10849.6
5.719e-05,10911.8,10849.4
5.72e-05,10911.6,10849.2
5.721e-05,10911.4,10849.0
5.722e-05,10911.2,10848.8
5.723e-05,10910.9,10848.6
5.724e-05,10910.7,10848.4
5.725e-05,10910.5,10848.2
5.726e-05,10910.3,10848.0
5.727e-05,10910.1,10847.8
5.728e-05,10909.9,10847.6
5.729e-05,10909.6,10847.3
5.73e-05,10909.4,10847.1
5.731e-05,10909.2,10846.9
5.732e-05,10909.0,10846.7
5.733e-05,10908.8,10846.5
5.734e-05,10908.6,10846.3
5.735e-05,10908.4,10846.1
5.736e-05,10908.1,10845.9
5.737e-05,10907.9,10845.7
5.738e-05,10907.7,10845.5
5.739e-05,10907.5,10845.3
5.74e-05,10907.3,10845.1
5.741e-05,10907.1,10844.9
5.742e-05,10906.9,10844.6
5.743e-05,10906.6,10844.4
5.744e-05,10906.4,10844.2
5.745e-05,10906.2,10844.0
5.746e-05,10906.0,10843.8
5.747e-05,10905.8,10843.6
5.748e-05,10905.6,10843.4
5.749e-05,10905.4,10843.2
5.75e-05,10905.2,10843.0
5.751e-05,10904.9,10842.8
5.752e-05,10904.7,10842.6
5.753e-05,10904.5,10842.4
5.754e-05,10904.3,10842.2
5.755e-05,10904.1,10842.0
5.756e-05,10903.9,10841.7
5.757e-05,10903.7,10841.5
5.758e-05,10903.4,10841.3
5.759e-05,10903.2,10841.1
5.76e-05,10903.0,10840.9
5.761e-05,10902.8,10840.7
5.762e-05,10902.6,10840.5
5.763e-05,10902.4,10840.3
5.764e-05,10902.2,10840.1
5.765e-05,10902.0,10839.9
5.766e-05,10901.7,10839.7
5.767e-05,10901.5,10839.5
5.768e-05,10901.3,10839.3
5.769e-05,10901.1,10839.1
5.77e-05,10900.9,10838.9
5.771e-05,10900.7,10838.6
5.772e-05,10900.5,10838.4
5.773e-05,10900.2,10838.2
5.774e-05,10900.0,10838.0
5.775e-05,10899.8,10837.8
5.776e-05,10899.6,10837.6
5.777e-05,10899.4,10837.4
5.778e-05,10899.2,10837.2
5.779e-05,10899.0,10837.0
5.78e-05,10898.8,10836.8
5.781e-05,10898.5,10836.6
5.782e-05,10898.3,10836.4
5.783e-05,10898.1,10836.2
5.784e-05,10897.9,10836.0
5.785e-05,10897.7,10835.8
5.786e-05,10897.5,10835.6
5.787e-05,10897.3,10835.4
5.788e-05,10897.1,10835.1
5.789e-05,10896.9,10834.9
5.79e-05,10896.6,10834.7
5.791e-05,10896.4,10834.5
5.792e-05,10896.2,10834.3
5.793e-05,10896.0,10834.1
5.794e-05,10895.8,10833.9
5.795e-05,10895.6,10833.7
5.796e-05,10895.4,10833.5
5.797e-05,10895.2,10833.3
5.798e-05,10894.9,10833.1
5.799e-05,10894.7,10832.9
5.8e-05,10894.5,10832.7
5.801e-05,10894.3,10832.5
5.802e-05,10894.1,10832.3
5.803e-05,10893.9,10832.1
5.804e-05,10893.7,10831.9
5.805e-05,10893.5,10831.7
5.806e-05,10893.3,10831.5
5.807e-05,10893.0,10831.2
5.808e-05,10892.8,10831.0
5.809e-05,10892.6,10830.8
5.81e-05,10892.4,10830.6
5.811e-05,10892.2,10830.4
5.812e-05,10892.0,10830.2
5.813e-05,10891.8,10830.0
5.814e-05,10891.6,10829.8
5.815e-05,10891.4,10829.6
5.816e-05,10891.1,10829.4
5.817e-05,10890.9,10829.2
5.818e-05,10890.7,10829.0
5.819e-05,10890.5,10828.8
5.82e-05,10890.3,10828.6
5.821e-05,10890.1,10828.4
5.822e-05,10889.9,10828.2
5.823e-05,10889.7,10828.0
5.824e-05,10889.5,10827.8
5.825e-05,10889.3,10827.6
5.826e-05,10889.0,10827.4
5.827e-05,10888.8,10827.2
5.828e-05,10888.6,10827.0
5.829e-05,10888.4,10826.8
5.83e-05,10888.2,10826.6
5.831e-05,10888.0,10826.4
5.832e-05,10887.8,10826.1
5.833e-05,10887.6,10825.9
5.834e-05,10887.4,10825.7
5.835e-05,10887.2,10825.5
5.836e-05,10886.9,10825.3
5.837e-05,10886.7,10825.1
5.838e-05,10886.5,10824.9
5.839e-05,10886.3,10824.7
5.84e-05,10886.1,10824.5
5.841e-05,10885.9,10824.3
5.842e-05,10885.7,10824.1
5.843e-05,10885.5,10823.9
5.844e-05,10885.3,10823.7
5.845e-05,10885.1,10823.5
5.846e-05,10884.8,10823.3
5.847e-05,10884.6,10823.1
5.848e-05,10884.4,10822.9
5.849e-05,10884.2,10822.7
5.85e-05,10884.0,10822.5
5.851e-05,10883.8,10822.3
5.852e-05,10883.6,10822.1
5.853e-05,10883.4,10821.9
5.854e-05,10883.2,10821.7
5.855e-05,10883.0,10821.5
5.856e-05,10882.8,10821.3
5.857e-05,10882.5,10821.1
5.858e-05,10882.3,10820.9
5.859e-05,10882.1,10820.7
5.86e-05,10881.9,10820.5
5.861e-05,10881.7,10820.3
5.862e-05,10881.5,10820.1
5.863e-05,10881.3,10819.9
5.864e-05,10881.1,10819.7
5.865e-05,10880.9,10819.5
5.866e-05,10880.7,10819.3
5.867e-05,10880.5,10819.0
5.868e-05,10880.3,10818.8
5.869e-05,10880.0,10818.6
5.87e-05,10879.8,10818.4
5.871e-05,10879.6,10818.2
5.872e-05,10879.4,10818.0
5.873e-05,10879.2,10817.8
5.874e-05,10879.0,10817.6
5.875e-05,10878.8,10817.4
5.876e-05,10878.6,10817.2
5.877e-05,10878.4,10817.0
5.878e-05,10878.2,10816.8
5.879e-05,10878.0,10816.6
5.88e-05,10877.8,10816.4
5.881e-05,10877.5,10816.2
5.882e-05,10877.3,10816.0
5.883e-05,10877.1,10815.8
5.884e-05,10876.9,10815.6
5.885e-05,10876.7,10815.4
5.886e-05,10876.5,10815.2
5.887e-05,10876.3,10815.0
5.888e-05,10876.1,10814.8
5.889e-05,10875.9,10814.6
5.89e-05,10875.7,10814.4
5.891e-05,10875.5,10814.2
5.892e-05,10875.3,10814.0
5.893e-05,10875.1,10813.8
5.894e-05,10874.8,10813.6
5.895e-05,10874.6,10813.4
5.896e-05,10874.4,10813.2
5.897e-05,10874.2,10813.0
5.898e-05,10874.0,10812.8
5.899e-05,10873.8,10812.6
5.9e-05,10873.6,10812.4
5.901e-05,10873.4,10812.2
5.902e-05,10873.2,10812.0
5.903e-05,10873.0,10811.8
5.904e-05,10872.8,10811.6
5.905e-05,10872.6,10811.4
5.906e-05,10872.4,10811.2
5.907e-05,10872.2,10811.0
5.908e-05,10872.0,10810.8
5.909e-05,10871.7,10810.6
5.91e-05,10871.5,10810.4
5.911e-05,10871.3,10810.2
5.912e-05,10871.1,10810.0
5.913e-05,10870.9,10809.8
5.914e-05,10870.7,10809.6
5.915e-05,10870.5,10809.4
5.916e-05,10870.3,10809.2
5.917e-05,10870.1,10809.0
5.918e-05,10869.9,10808.8
5.919e-05,10869.7,10808.6
5.92e-05,10869.5,10808.4
5.921e-05,10869.3,10808.2
5.922e-05,10869.1,10808.0
5.923e-05,10868.9,10807.8
5.924e-05,10868.7,10807.6
5.925e-05,10868.4,10807.4
5.926e-05,10868.2,10807.2
5.927e-05,10868.0,10807.0
5.928e-05,10867.8,10806.8
5.929e-05,10867.6,10806.6
5.93e-05,10867.4,10806.4
5.931e-05,10867.2,10806.2
5.932e-05,10867.0,10806.0
5.933e-05,10866.8,10805.8
5.934e-05,10866.6,10805.6
5.935e-05,10866.4,10805.4
5.936e-05,10866.2,10805.2
5.937e-05,10866.0,10805.0
5.938e-05,10865.8,10804.8
5.939e-05,10865.6,10804.6
5.94e-05,10865.4,10804.4
5.941e-05,10865.2,10804.2
5.942e-05,10865.0,10804.0
5.943e-05,10864.7,10803.8
