x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.26743e-13,0,0
-4.79798,348.4,100000,1.00008,1.14109e-13,0,0
-4.69697,348.4,100000,1.00008,3.08835e-14,0,0
-4.59596,348.4,100000,1.00008,4.44911e-14,0,0
-4.49495,348.4,100000,1.00008,1.67952e-13,0,0
-4.39394,348.4,100000,1.00008,2.57963e-13,0,0
-4.29293,348.4,100000,1.00008,2.00862e-13,0,0
-4.19192,348.4,100000,1.00008,6.70215e-14,0,0
-4.09091,348.4,100000,1.00008,-7.22024e-15,0,0
-3.9899,348.4,100000,1.00008,3.43559e-15,0,0
-3.88889,348.4,100000,1.00008,-1.09804e-14,0,0
-3.78788,348.4,100000,1.00008,-3.10672e-14,0,0
-3.68687,348.4,100000,1.00008,-5.29607e-14,0,0
-3.58586,348.4,100000,1.00008,-9.58106e-14,0,0
-3.48485,348.4,100000,1.00008,-8.4328e-14,0,0
-3.38384,348.4,100000,1.00008,-5.30709e-14,0,0
-3.28283,348.4,100000,1.00008,-3.91632e-14,0,0
-3.18182,348.4,100000,1.00008,-1.32279e-14,0,0
-3.08081,348.4,100000,1.00008,-2.84339e-14,0,0
-2.9798,348.4,100000,1.00008,-1.7031e-14,0,0
-2.87879,348.4,100000,1.00008,-2.10912e-14,0,0
-2.77778,348.4,100000,1.00008,-1.26645e-14,0,0
-2.67677,348.4,100000,1.00008,2.82441e-14,0,0
-2.57576,348.4,100000,1.00008,2.05217e-14,0,0
-2.47475,348.4,100000,1.00008,6.06451e-13,0,0
-2.37374,348.4,100000,1.00008,1.76759e-08,0,0
-2.27273,348.4,100000,1.00008,6.76858e-05,0,0
-2.17172,348.393,99993.1,1.00003,0.0184864,0,0
-2.07071,348.168,99765.7,0.998403,0.627112,0,0
-1.9697,346.607,98199.2,0.987142,4.85493,0,0
-1.86869,342.754,94425.9,0.959835,15.2837,0,0
-1.76768,337.465,89425.6,0.923221,29.6574,0,0
-1.66667,331.857,84334.4,0.88537,45.0118,0,0
-1.56566,326.325,79519.7,0.84898,60.2827,0,0
-1.46465,320.896,74988.8,0.814157,75.3953,0,0
-1.36364,315.534,70699.2,0.780632,90.441,0,0
-1.26263,310.217,66622.8,0.748232,105.481,0,0
-1.16162,304.936,62742.8,0.716864,120.545,0,0
-1.06061,299.683,59047.6,0.686471,135.652,0,0
-0.959596,294.455,55526.9,0.657005,150.818,0,0
-0.858586,289.248,52171.7,0.628423,166.057,0,0
-0.757576,284.056,48973.8,0.600688,181.382,0,0
-0.656566,278.877,45926.4,0.573773,196.805,0,0
-0.555556,273.713,43024.7,0.547667,212.328,0,0
-0.454545,268.57,40267.6,0.52239,227.932,0,0
-0.353535,263.468,37659,0.498014,243.559,0,0
-0.252525,258.465,35218.8,0.474764,259.062,0,0
-0.151515,253.698,32994.5,0.45314,273.96,0,0
-0.0505051,249.53,31170.7,0.435248,286.988,0,0
0.0505051,247.101,30085.8,0.424228,294.937,0,0
0.151515,246.816,29949.7,0.422797,295.989,0,0
0.252525,247.898,30426.4,0.427653,292.442,0,0
0.353535,247.72,30367.3,0.42713,292.889,0,0
0.454545,247.467,30310,0.426759,293.315,0,0
0.555556,247.227,30296,0.426976,293.445,0,0
0.656566,246.986,30266,0.426968,293.607,0,0
0.757576,246.945,30240.6,0.426681,293.758,0,0
0.858586,247.139,30246.4,0.42643,293.706,0,0
0.959596,247.753,30256.6,0.425516,293.634,0,0
1.06061,249.287,30257.3,0.422913,293.646,0,0
1.16162,252.878,30256.7,0.416924,293.676,0,0
1.26263,260.771,30264,0.404495,293.682,0,0
1.36364,276.443,30283.8,0.382033,293.719,0,0
1.46465,303.041,30326.3,0.349222,293.94,0,0
1.56566,338.723,30336.1,0.312508,294.021,0,0
1.66667,372.48,30130.2,0.281992,292.308,0,0
1.76768,393.117,30159.9,0.267323,292.486,0,0
1.86869,400.463,30462.5,0.265043,295.311,0,0
1.9697,401.535,30510,0.264748,295.641,0,0
2.07071,401.194,30418.4,0.264177,294.71,0,0
2.17172,400.045,30227.7,0.263275,292.871,0,0
2.27273,398.898,30094.9,0.262873,291.589,0,0
2.37374,398.31,30081.3,0.263141,291.404,0,0
2.47475,397.935,30118,0.263711,291.735,0,0
2.57576,397.383,30111.6,0.264021,291.664,0,0
2.67677,394.491,29514.2,0.260637,285.993,0,0
2.77778,377.678,25689.9,0.235722,244.483,0,0
2.87879,330.973,16838.5,0.174959,126.547,0,0
2.9798,284.766,10604.8,0.129714,14.0798,0,0
3.08081,278.731,10003.2,0.125046,0.0770999,0,0
3.18182,278.7,10000,0.125019,1.02596e-05,0,0
3.28283,278.7,10000,0.125019,1.09756e-10,0,0
3.38384,278.7,10000,0.125019,-7.71574e-15,0,0
3.48485,278.7,10000,0.125019,-4.2657e-14,0,0
3.58586,278.7,10000,0.125019,1.43476e-14,0,0
3.68687,278.7,10000,0.125019,6.28098e-14,0,0
3.78788,278.7,10000,0.125019,6.3269e-14,0,0
3.88889,278.7,10000,0.125019,-5.42245e-14,0,0
3.9899,278.7,10000,0.125019,-1.34597e-13,0,0
4.09091,278.7,10000,0.125019,-1.17389e-13,0,0
4.19192,278.7,10000,0.125019,-1.45754e-13,0,0
4.29293,278.7,10000,0.125019,-1.5546e-13,0,0
4.39394,278.7,10000,0.125019,-1.02509e-13,0,0
4.49495,278.7,10000,0.125019,-9.86573e-14,0,0
4.59596,278.7,10000,0.125019,-1.00151e-13,0,0
4.69697,278.7,10000,0.125019,-1.05889e-13,0,0
4.79798,278.7,10000,0.125019,-6.77086e-14,0,0
4.89899,278.7,10000,0.125019,-1.17573e-13,0,0
5,278.7,10000,0.125019,0,0,0
