x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.17465e-13,0,0
-4.79798,348.4,100000,1.00008,1.01598e-13,0,0
-4.69697,348.4,100000,1.00008,2.74663e-14,0,0
-4.59596,348.4,100000,1.00008,3.26962e-14,0,0
-4.49495,348.4,100000,1.00008,1.44123e-13,0,0
-4.39394,348.4,100000,1.00008,2.56971e-13,0,0
-4.29293,348.4,100000,1.00008,2.35659e-13,0,0
-4.19192,348.4,100000,1.00008,8.6845e-14,0,0
-4.09091,348.4,100000,1.00008,-4.80615e-14,0,0
-3.9899,348.4,100000,1.00008,-7.8798e-14,0,0
-3.88889,348.4,100000,1.00008,-4.19007e-14,0,0
-3.78788,348.4,100000,1.00008,-5.76884e-14,0,0
-3.68687,348.4,100000,1.00008,-8.41749e-14,0,0
-3.58586,348.4,100000,1.00008,-6.39717e-14,0,0
-3.48485,348.4,100000,1.00008,-5.32975e-14,0,0
-3.38384,348.4,100000,1.00008,-6.01809e-14,0,0
-3.28283,348.4,100000,1.00008,-5.00212e-14,0,0
-3.18182,348.4,100000,1.00008,-8.1021e-15,0,0
-3.08081,348.4,100000,1.00008,-1.75209e-14,0,0
-2.9798,348.4,100000,1.00008,-1.63328e-14,0,0
-2.87879,348.4,100000,1.00008,-2.47289e-14,0,0
-2.77778,348.4,100000,1.00008,2.0883e-15,0,0
-2.67677,348.4,100000,1.00008,6.60539e-14,0,0
-2.57576,348.4,100000,1.00008,5.60717e-14,0,0
-2.47475,348.4,100000,1.00008,7.80141e-14,0,0
-2.37374,348.4,100000,1.00008,-1.96765e-14,0,0
-2.27273,348.4,100000,1.00008,-8.0525e-14,0,0
-2.17172,348.4,100000,1.00008,-5.33955e-14,0,0
-2.07071,348.4,100000,1.00008,-2.923e-14,0,0
-1.9697,348.4,100000,1.00008,2.74433e-10,0,0
-1.86869,348.4,100000,1.00008,3.79849e-06,0,0
-1.76768,348.399,99998.9,1.00007,0.00300685,0,0
-1.66667,348.315,99914.2,0.999467,0.229579,0,0
-1.56566,347.274,98863.8,0.991921,3.05323,0,0
-1.46465,343.586,95224.3,0.965622,13.0418,0,0
-1.36364,337.508,89460.3,0.923452,29.5449,0,0
-1.26263,330.585,83208.2,0.876886,48.5007,0,0
-1.16162,323.614,77235.3,0.831479,67.7868,0,0
-1.06061,316.74,71653.1,0.788131,87.0043,0,0
-0.959596,309.945,66425.5,0.746655,106.2,0,0
-0.858586,303.205,61515.9,0.706843,125.443,0,0
-0.757576,296.505,56897.9,0.668559,144.781,0,0
-0.656566,289.832,52550.2,0.631695,164.255,0,0
-0.555556,283.176,48454.8,0.596161,183.905,0,0
-0.454545,276.529,44597.5,0.561896,203.753,0,0
-0.353535,269.906,40976.2,0.528945,223.797,0,0
-0.252525,263.325,37594.5,0.497428,243.861,0,0
-0.151515,256.963,34532.5,0.468233,263.578,0,0
-0.0505051,251.27,31918.3,0.4426,281.532,0,0
0.0505051,247.606,30203.3,0.425018,294.078,0,0
0.151515,246.081,29787.1,0.421758,297.141,0,0
0.252525,247.428,30450.8,0.428809,292.251,0,0
0.353535,247.151,30385.8,0.428373,292.716,0,0
0.454545,247.076,30313.2,0.427478,293.247,0,0
0.555556,247.376,30290.7,0.426645,293.328,0,0
0.656566,248.217,30254.5,0.424691,293.417,0,0
0.757576,250.266,30218.5,0.420722,293.552,0,0
0.858586,255.17,30222.6,0.412729,293.553,0,0
0.959596,266.106,30254.8,0.396321,293.616,0,0
1.06061,287.422,30296,0.367665,293.871,0,0
1.16162,320.879,30340.3,0.3299,294.291,0,0
1.26263,359.344,30446.8,0.295432,295.343,0,0
1.36364,387.055,30394.3,0.273649,294.929,0,0
1.46465,397.158,30058.2,0.263704,291.714,0,0
1.56566,399.37,29989.9,0.261646,290.984,0,0
1.66667,399.899,30042.6,0.261758,291.448,0,0
1.76768,400.215,30196.6,0.262892,292.835,0,0
1.86869,400.4,30406.6,0.264599,294.78,0,0
1.9697,399.149,30237.1,0.263941,293.152,0,0
2.07071,389.899,28190,0.251423,272.541,0,0
2.17172,353.257,20695.2,0.201688,182.135,0,0
2.27273,295.917,11785.4,0.138545,39.8094,0,0
2.37374,278.938,10023.8,0.125209,0.568073,0,0
2.47475,278.7,10000,0.125019,0.000233005,0,0
2.57576,278.7,10000,0.125019,3.03369e-09,0,0
2.67677,278.7,10000,0.125019,5.86028e-14,0,0
2.77778,278.7,10000,0.125019,2.02079e-15,0,0
2.87879,278.7,10000,0.125019,-8.4322e-15,0,0
2.9798,278.7,10000,0.125019,-3.3196e-14,0,0
3.08081,278.7,10000,0.125019,1.12062e-14,0,0
3.18182,278.7,10000,0.125019,2.59579e-14,0,0
3.28283,278.7,10000,0.125019,4.83152e-15,0,0
3.38384,278.7,10000,0.125019,-1.11878e-14,0,0
3.48485,278.7,10000,0.125019,-3.08078e-14,0,0
3.58586,278.7,10000,0.125019,1.43476e-14,0,0
3.68687,278.7,10000,0.125019,6.01276e-14,0,0
3.78788,278.7,10000,0.125019,6.15054e-14,0,0
3.88889,278.7,10000,0.125019,-2.9975e-14,0,0
3.9899,278.7,10000,0.125019,-6.33548e-14,0,0
4.09091,278.7,10000,0.125019,-1.25656e-14,0,0
4.19192,278.7,10000,0.125019,-3.66314e-14,0,0
4.29293,278.7,10000,0.125019,-7.60061e-14,0,0
4.39394,278.7,10000,0.125019,-6.88905e-14,0,0
4.49495,278.7,10000,0.125019,-4.37654e-14,0,0
4.59596,278.7,10000,0.125019,-4.26509e-14,0,0
4.69697,278.7,10000,0.125019,-8.94107e-14,0,0
4.79798,278.7,10000,0.125019,-6.01399e-14,0,0
4.89899,278.7,10000,0.125019,-1.19355e-13,0,0
5,278.7,10000,0.125019,0,0,0
