x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.28599e-13,0,0
-4.79798,348.4,100000,1.00008,1.17747e-13,0,0
-4.69697,348.4,100000,1.00008,3.45212e-14,0,0
-4.59596,348.4,100000,1.00008,4.22314e-14,0,0
-4.49495,348.4,100000,1.00008,1.42653e-13,0,0
-4.39394,348.4,100000,1.00008,2.15909e-13,0,0
-4.29293,348.4,100000,1.00008,1.5721e-13,0,0
-4.19192,348.4,100000,1.00008,4.23845e-14,0,0
-4.09091,348.4,100000,1.00008,4.20538e-14,0,0
-3.9899,348.4,100000,1.00008,1.07495e-13,0,0
-3.88889,348.4,100000,1.00008,8.62265e-14,0,0
-3.78788,348.4,100000,1.00008,-2.5721e-16,0,0
-3.68687,348.4,100000,1.00008,-7.03775e-14,0,0
-3.58586,348.4,100000,1.00008,-8.16089e-14,0,0
-3.48485,348.4,100000,1.00008,-8.11313e-14,0,0
-3.38384,348.4,100000,1.00008,-5.31812e-14,0,0
-3.28283,348.4,100000,1.00008,-3.67749e-14,0,0
-3.18182,348.4,100000,1.00008,-2.56291e-14,0,0
-3.08081,348.4,100000,1.00008,-4.41053e-14,0,0
-2.9798,348.4,100000,1.00008,1.64622e-12,0,0
-2.87879,348.4,100000,1.00008,5.02282e-08,0,0
-2.77778,348.4,100000,1.00008,0.00012959,0,0
-2.67677,348.39,99990.4,1.00001,0.0257937,0,0
-2.57576,348.143,99740.5,0.998222,0.694814,0,0
-2.47475,346.673,98266.7,0.987631,4.67321,0,0
-2.37374,343.332,94988.5,0.963933,13.7113,0,0
-2.27273,338.912,90776.4,0.933181,25.7131,0,0
-2.17172,334.309,86533.6,0.901813,38.2899,0,0
-2.07071,329.812,82528.8,0.871807,50.6564,0,0
-1.9697,325.422,78748.7,0.843102,62.8108,0,0
-1.86869,321.097,75148,0.815392,74.8618,0,0
-1.76768,316.812,71699.3,0.788495,86.8766,0,0
-1.66667,312.557,68388.4,0.762323,98.886,0,0
-1.56566,308.327,65206.7,0.736831,110.905,0,0
-1.46465,304.118,62148.1,0.71199,122.941,0,0
-1.36364,299.929,59207.4,0.687776,135.001,0,0
-1.26263,295.758,56379.7,0.664167,147.09,0,0
-1.16162,291.603,53660.5,0.641143,159.216,0,0
-1.06061,287.463,51045.6,0.618685,171.383,0,0
-0.959596,283.335,48531,0.596778,183.597,0,0
-0.858586,279.22,46113.5,0.575409,195.862,0,0
-0.757576,275.118,43790.4,0.554571,208.177,0,0
-0.656566,271.03,41560,0.534265,220.539,0,0
-0.555556,266.961,39421.8,0.514504,232.936,0,0
-0.454545,262.92,37377.2,0.49532,245.341,0,0
-0.353535,258.927,35432.2,0.47679,257.692,0,0
-0.252525,255.035,33607.5,0.459139,269.828,0,0
-0.151515,251.393,31964.2,0.443018,281.247,0,0
-0.0505051,248.504,30677.9,0.430137,290.554,0,0
0.0505051,246.996,30060.8,0.424058,295.161,0,0
0.151515,247.026,30079.4,0.424268,295.014,0,0
0.252525,247.808,30404,0.427494,292.579,0,0
0.353535,247.691,30343.9,0.426851,293.019,0,0
0.454545,247.628,30302.5,0.426377,293.34,0,0
0.555556,247.596,30285,0.426184,293.485,0,0
0.656566,247.534,30261.7,0.425964,293.685,0,0
0.757576,247.422,30246.3,0.42594,293.801,0,0
0.858586,247.313,30255.7,0.42626,293.727,0,0
0.959596,247.141,30261.8,0.426642,293.663,0,0
1.06061,247.044,30260.3,0.426789,293.678,0,0
1.16162,247.064,30258.7,0.426731,293.694,0,0
1.26263,247.244,30262.8,0.42648,293.665,0,0
1.36364,247.847,30269,0.42553,293.617,0,0
1.46465,249.422,30273.8,0.422917,293.573,0,0
1.56566,253.074,30274.8,0.416856,293.565,0,0
1.66667,260.852,30278.2,0.404571,293.602,0,0
1.76768,275.82,30299.2,0.383111,293.668,0,0
1.86869,300.793,30330,0.351934,293.735,0,0
1.9697,334.832,30350.8,0.316379,293.882,0,0
2.07071,369.489,30407.4,0.286963,294.46,0,0
2.17172,391.956,30371.4,0.270017,294.163,0,0
2.27273,399.247,30193.2,0.263501,292.461,0,0
2.37374,400.286,30154.3,0.262478,292.079,0,0
2.47475,400.23,30163.6,0.262595,292.108,0,0
2.57576,399.998,30195.4,0.263025,292.388,0,0
2.67677,399.774,30281.7,0.263924,293.188,0,0
2.77778,399.671,30408.7,0.265099,294.366,0,0
2.87879,399.365,30472.9,0.265862,294.954,0,0
2.9798,398.729,30445.3,0.266045,294.654,0,0
3.08081,397.989,30368.9,0.265871,293.898,0,0
3.18182,397.232,30255.7,0.265385,292.815,0,0
3.28283,396.613,30161,0.264968,291.9,0,0
3.38384,395.706,29978.5,0.263966,290.165,0,0
3.48485,390.323,28637.9,0.255496,277.234,0,0
3.58586,363.759,22886.7,0.216905,209.608,0,0
3.68687,312.733,14067,0.155136,81.1087,0,0
3.78788,280.694,10197.3,0.126574,4.66785,0,0
3.88889,278.704,10000.5,0.125023,0.0112094,0,0
