x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,0,0,0
-4.8995,100000,0,0,0
-4.84925,100000,0,0,0
-4.79899,100000,0,0,0
-4.74874,100000,0,0,0
-4.69849,100000,0,0,0
-4.64824,100000,0,0,0
-4.59799,100000,0,0,0
-4.54774,100000,7.19568e-48,0,0
-4.49749,100000,1.671e-46,0,0
-4.44724,100000,5.09323e-40,0,0
-4.39698,100000,9.76974e-39,0,0
-4.34673,100000,1.65852e-32,0,0
-4.29648,100000,2.71742e-31,0,0
-4.24623,100000,2.76414e-25,0,0
-4.19598,100000,3.96193e-24,0,0
-4.14573,100000,1.83339e-23,0,0
-4.09548,100000,1.47743e-22,0,0
-4.04523,100000,2.43318e-16,0,0
-3.99497,100000,2.80456e-15,0,0
-3.94472,100000,4.82793e-15,0,0
-3.89447,100000,2.2667e-15,0,0
-3.84422,100000,2.71768e-22,0,0
-3.79397,100000,2.68083e-22,0,0
-3.74372,100000,3.20155e-16,0,0
-3.69347,100000,2.88139e-15,0,0
-3.64322,100000,4.40533e-15,0,0
-3.59296,100000,-7.17147e-16,0,0
-3.54271,100000,-4.72549e-15,0,0
-3.49246,100000,-2.16425e-15,0,0
-3.44221,100000,-2.37465e-22,0,0
-3.39196,100000,-1.08056e-22,0,0
-3.34171,100000,2.13525e-23,0,0
-3.29146,100000,1.50761e-22,0,0
-3.24121,100000,4.48217e-16,0,0
-3.19095,100000,3.00946e-15,0,0
-3.1407,100000,4.14921e-15,0,0
-3.09045,100000,-9.73271e-16,0,0
-3.0402,100000,-4.59742e-15,0,0
-2.98995,100000,-2.03618e-15,0,0
-2.9397,100000,-2.30995e-22,0,0
-2.88945,100000,-1.01586e-22,0,0
-2.8392,100000,2.78229e-23,0,0
-2.78894,100000,1.57232e-22,0,0
-2.73869,100000,5.76279e-16,0,0
-2.68844,100000,3.13752e-15,0,0
-2.63819,100000,3.89308e-15,0,0
-2.58794,100000,-1.22939e-15,0,0
-2.53769,100000,-5.09686e-15,0,0
-2.48744,100000,-5.09686e-15,0,0
-2.43719,100000,-4.44375e-15,0,0
-2.38693,100000,-1.88251e-15,0,0
-2.33668,100000,6.78728e-16,0,0
-2.28643,100000,3.23997e-15,0,0
-2.23618,100000,5.09687e-15,0,0
-2.18593,100000,5.09686e-15,0,0
-2.13568,100000,3.63696e-15,0,0
-2.08543,100000,-1.48552e-15,0,0
-2.03518,100000,-4.3413e-15,0,0
-1.98492,100000,-1.78006e-15,0,0
-1.93467,100000,-2.18054e-22,0,0
-1.88442,100000,-8.86451e-23,0,0
-1.83417,100000,4.07638e-23,0,0
-1.78392,100000,1.70173e-22,0,0
-1.73367,100000,8.32403e-16,0,0
-1.68342,100000,3.39364e-15,0,0
-1.63317,100000,3.38083e-15,0,0
-1.58291,100000,-1.74164e-15,0,0
-1.53266,100000,-4.21324e-15,0,0
-1.48241,100000,-1.652e-15,0,0
-1.43216,100000,-2.11584e-22,0,0
-1.38191,100000,-8.21747e-23,0,0
-1.33166,100000,4.72343e-23,0,0
-1.28141,100000,1.76643e-22,0,0
-1.23116,100000,9.60465e-16,0,0
-1.1809,100000,3.5217e-15,0,0
-1.13065,100000,3.12471e-15,0,0
-1.0804,100000,-1.99777e-15,0,0
-1.03015,100000,-5.09686e-15,0,0
-0.979899,100000,-5.09686e-15,0,0
-0.929648,100000,-3.02226e-15,0,0
-0.879397,100000,2.10022e-15,0,0
-0.829146,100000,4.03395e-15,0,0
-0.778894,100000,1.47271e-15,0,0
-0.728643,100000,-1.08853e-15,0,0
-0.678392,100000,-3.64977e-15,0,0
-0.628141,100000,-4.40438e-15,0,0
-0.577889,100000,-2.81246e-15,0,0
-0.527638,100000,-5.09079e-09,0,0
-0.477387,100000,-1.65308e-08,0,0
-0.427136,100014,-0.0321218,0,0
-0.376884,100044,-0.102719,0,0
-0.326633,101006,-4.01332,0,0
-0.276382,103041,-12.342,0,0
-0.226131,96808.4,-57.9772,0,0
-0.175879,81438.1,-144.846,0,0
-0.125628,335394,-115.004,0,0
-0.0753769,875337,38.7683,0,0
-0.0251256,870113,205.317,0,0
0.0251256,308709,384.902,0,0
0.0753769,26171.4,386.24,0,0
0.125628,16977.6,212.864,0,0
0.175879,11867.8,95.4773,0,0
0.226131,10604,30.8198,0,0
0.276382,10002.7,0.0791356,0,0
0.326633,10000.9,0.0251191,0,0
0.376884,10000,1.04249e-06,0,0
0.427136,10000,3.2606e-07,0,0
0.477387,10000,6.11416e-11,0,0
0.527638,10000,1.88315e-11,0,0
0.577889,10000,5.34204e-15,0,0
0.628141,10000,8.72301e-15,0,0
0.678392,10000,7.29953e-15,0,0
0.728643,10000,2.17705e-15,0,0
0.778894,10000,-2.94542e-15,0,0
0.829146,10000,-8.06789e-15,0,0
0.879397,10000,-5.69875e-15,0,0
0.929648,10000,1.98496e-15,0,0
0.979899,10000,6.6208e-15,0,0
1.03015,10000,9.18203e-15,0,0
1.0804,10000,5.54508e-15,0,0
1.13065,10000,-2.13863e-15,0,0
1.1809,10000,-3.5217e-15,0,0
1.23116,10000,-9.60465e-16,0,0
1.28141,10000,-2.0888e-21,0,0
1.33166,10000,-2.0888e-21,0,0
1.38191,10000,-1.62639e-15,0,0
1.43216,10000,-4.18762e-15,0,0
1.48241,10000,-1.40867e-16,0,0
1.53266,10000,7.54284e-15,0,0
1.58291,10000,5.16089e-15,0,0
1.63317,10000,-2.52282e-15,0,0
1.68342,10000,-3.39364e-15,0,0
1.73367,10000,-8.32403e-16,0,0
1.78392,10000,-2.10898e-21,0,0
1.83417,10000,-2.13887e-21,0,0
1.88442,10000,-1.75445e-15,0,0
1.93467,10000,-4.31568e-15,0,0
1.98492,10000,-1.53674e-15,0,0
2.03518,10000,3.58573e-15,0,0
2.08543,10000,1.48551e-15,0,0
2.13568,10000,-3.63696e-15,0,0
2.18593,10000,-5.09686e-15,0,0
2.23618,10000,-5.09686e-15,0,0
2.28643,10000,-3.23997e-15,0,0
2.33668,10000,-6.78728e-16,0,0
2.38693,10000,1.88251e-15,0,0
2.43719,10000,4.44375e-15,0,0
2.48744,10000,5.09686e-15,0,0
2.53769,10000,5.09686e-15,0,0
2.58794,10000,1.22939e-15,0,0
2.63819,10000,-3.89308e-15,0,0
2.68844,10000,-3.13751e-15,0,0
2.73869,10000,-5.7628e-16,0,0
2.78894,10000,-1.27532e-21,0,0
2.8392,10000,-2.25674e-22,0,0
2.88945,10000,8.23974e-22,0,0
2.9397,10000,1.87362e-21,0,0
2.98995,10000,2.03618e-15,0,0
3.0402,10000,4.59742e-15,0,0
