x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.26743e-13,0,0
-4.79798,348.4,100000,1.00008,1.14109e-13,0,0
-4.69697,348.4,100000,1.00008,2.89545e-14,0,0
-4.59596,348.4,100000,1.00008,3.69218e-14,0,0
-4.49495,348.4,100000,1.00008,1.39016e-13,0,0
-4.39394,348.4,100000,1.00008,2.14311e-13,0,0
-4.29293,348.4,100000,1.00008,1.5721e-13,0,0
-4.19192,348.4,100000,1.00008,4.66101e-14,0,0
-4.09091,348.4,100000,1.00008,4.93291e-14,0,0
-3.9899,348.4,100000,1.00008,1.19143e-13,0,0
-3.88889,348.4,100000,1.00008,1.00777e-13,0,0
-3.78788,348.4,100000,1.00008,5.25443e-15,0,0
-3.68687,348.4,100000,1.00008,-7.03775e-14,0,0
-3.58586,348.4,100000,1.00008,-8.16089e-14,0,0
-3.48485,348.4,100000,1.00008,-8.11313e-14,0,0
-3.38384,348.4,100000,1.00008,-5.31812e-14,0,0
-3.28283,348.4,100000,1.00008,-3.67749e-14,0,0
-3.18182,348.4,100000,1.00008,-1.81884e-14,0,0
-3.08081,348.4,100000,1.00008,7.75548e-14,0,0
-2.9798,348.4,100000,1.00008,3.59887e-09,0,0
-2.87879,348.4,100000,1.00008,2.01202e-05,0,0
-2.77778,348.397,99997.2,1.00006,0.00754457,0,0
-2.67677,348.279,99877.6,0.999205,0.327566,0,0
-2.57576,347.286,98879.3,0.992039,3.01301,0,0
-2.47475,344.492,96117.6,0.972118,10.5697,0,0
-2.37374,340.354,92136.2,0.94315,21.7889,0,0
-2.27273,335.86,87946.9,0.91231,34.0432,0,0
-2.17172,331.442,83964.4,0.882611,46.1658,0,0
-2.07071,327.142,80213.6,0.854272,58.0431,0,0
-1.9697,322.917,76647.6,0.826977,69.7851,0,0
-1.86869,318.737,73233.4,0.800503,81.4733,0,0
-1.76768,314.589,69954.1,0.774742,93.1472,0,0
-1.66667,310.465,66800.4,0.749641,104.825,0,0
-1.56566,306.364,63765.7,0.725169,116.515,0,0
-1.46465,302.282,60845.2,0.701301,128.224,0,0
-1.36364,298.218,58034.1,0.678017,139.957,0,0
-1.26263,294.17,55328.2,0.655299,151.721,0,0
-1.16162,290.138,52723.5,0.633128,163.519,0,0
-1.06061,286.119,50216,0.611489,175.357,0,0
-0.959596,282.113,47802.5,0.590368,187.24,0,0
-0.858586,278.119,45480.1,0.569754,199.169,0,0
-0.757576,274.137,43246.5,0.549643,211.144,0,0
-0.656566,270.171,41100.2,0.530037,223.161,0,0
-0.555556,266.223,39041.1,0.51095,235.206,0,0
-0.454545,262.303,37070.8,0.492415,247.254,0,0
-0.353535,258.432,35195.3,0.474508,259.241,0,0
-0.252525,254.662,33435.1,0.457452,271.002,0,0
-0.151515,251.148,31855.3,0.441938,282.036,0,0
-0.0505051,248.382,30628.9,0.429659,290.911,0,0
0.0505051,247.017,30060.4,0.424015,295.151,0,0
0.151515,247.084,30096.2,0.424405,294.909,0,0
0.252525,247.792,30402.9,0.427505,292.606,0,0
0.353535,247.665,30341.9,0.426867,293.039,0,0
0.454545,247.606,30300.9,0.426391,293.342,0,0
0.555556,247.586,30282.8,0.426172,293.487,0,0
0.656566,247.54,30259.4,0.42592,293.68,0,0
0.757576,247.465,30245.2,0.42585,293.793,0,0
0.858586,247.399,30256.4,0.42612,293.725,0,0
0.959596,247.251,30263.3,0.426474,293.674,0,0
1.06061,247.082,30260.5,0.426725,293.681,0,0
1.16162,247.051,30258.4,0.42675,293.691,0,0
1.26263,247.127,30262.7,0.426679,293.661,0,0
1.36364,247.447,30269.4,0.426222,293.616,0,0
1.46465,248.374,30274.7,0.424707,293.578,0,0
1.56566,250.655,30275.3,0.420865,293.572,0,0
1.66667,255.754,30275.8,0.412533,293.59,0,0
1.76768,266.166,30289.8,0.39673,293.603,0,0
1.86869,285.063,30320.8,0.371088,293.67,0,0
1.9697,314.173,30340.6,0.337128,293.761,0,0
2.07071,349.713,30346.9,0.302784,293.855,0,0
2.17172,380.677,30406.6,0.278424,294.463,0,0
2.27273,396.693,30375.4,0.266806,294.194,0,0
2.37374,400.222,30218.9,0.263082,292.678,0,0
2.47475,400.263,30161.3,0.262554,292.084,0,0
2.57576,400.099,30162.7,0.262674,292.078,0,0
2.67677,399.735,30179.9,0.263063,292.222,0,0
2.77778,399.396,30243.8,0.263844,292.808,0,0
2.87879,399.278,30367,0.264997,293.934,0,0
2.9798,399.104,30462.8,0.265949,294.8,0,0
3.08081,398.615,30459.4,0.266245,294.761,0,0
3.18182,397.984,30405.9,0.266199,294.224,0,0
3.28283,397.307,30310.5,0.265816,293.31,0,0
3.38384,396.699,30207.7,0.26532,292.322,0,0
3.48485,395.868,30033.5,0.264342,290.663,0,0
3.58586,391.323,28892.2,0.257152,279.756,0,0
3.68687,367.499,23606.1,0.221824,219.031,0,0
3.78788,317.363,14789.4,0.16033,92.8281,0,0
3.88889,281.716,10299.3,0.127367,7.04588,0,0
3.9899,278.71,10001,0.125028,0.0242693,0,0
4.09091,278.7,10000,0.125019,1.88837e-06,0,0
4.19192,278.7,10000,0.125019,1.8458e-11,0,0
4.29293,278.7,10000,0.125019,-3.24839e-13,0,0
4.39394,278.7,10000,0.125019,-2.10529e-13,0,0
4.49495,278.7,10000,0.125019,-1.57756e-13,0,0
4.59596,278.7,10000,0.125019,-1.60904e-13,0,0
4.69697,278.7,10000,0.125019,-1.61939e-13,0,0
4.79798,278.7,10000,0.125019,-1.05112e-13,0,0
4.89899,278.7,10000,0.125019,-1.23139e-13,0,0
5,278.7,10000,0.125019,0,0,0
