x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,-2.50581e-14,0,0
-4.8995,100000,-3.87249e-14,0,0
-4.84925,100000,-5.22768e-14,0,0
-4.79899,100000,-5.82819e-14,0,0
-4.74874,100000,-6.3363e-14,0,0
-4.69849,100000,-3.24082e-14,0,0
-4.64824,100000,-1.87456e-15,0,0
-4.59799,100000,1.70451e-14,0,0
-4.54774,100000,3.45144e-14,0,0
-4.49749,100000,2.12045e-14,0,0
-4.44724,100000,8.0416e-15,0,0
-4.39698,100000,-2.59588e-15,0,0
-4.34673,100000,-1.18336e-14,0,0
-4.29648,100000,-9.36875e-16,0,0
-4.24623,100000,9.93227e-15,0,0
-4.19598,100000,2.04609e-14,0,0
-4.14573,100000,3.05603e-14,0,0
-4.09548,100000,3.60381e-14,0,0
-4.04523,100000,3.6903e-14,0,0
-3.99497,100000,-6.17568e-15,0,0
-3.94472,100000,-4.9248e-14,0,0
-3.89447,100000,-9.22665e-14,0,0
-3.84422,100000,-1.23718e-13,0,0
-3.79397,100000,-6.61518e-14,0,0
-3.74372,100000,-1.42487e-14,0,0
-3.69347,100000,-1.98564e-15,0,0
-3.64322,100000,7.6907e-15,0,0
-3.59296,100000,7.92811e-16,0,0
-3.54271,100000,-5.30123e-15,0,0
-3.49246,100000,-6.65528e-15,0,0
-3.44221,100000,-1.46316e-14,0,0
-3.39196,100000,-5.87102e-14,0,0
-3.34171,100000,-9.30664e-14,0,0
-3.29146,100000,-7.8221e-14,0,0
-3.24121,100000,-5.88109e-14,0,0
-3.19095,100000,-1.78812e-14,0,0
-3.1407,100000,1.55594e-14,0,0
-3.09045,100000,1.60077e-14,0,0
-3.0402,100000,1.3133e-14,0,0
-2.98995,100000,-3.45905e-15,0,0
-2.9397,100000,-2.39615e-14,0,0
-2.88945,100000,-5.96284e-14,0,0
-2.8392,100000,-8.51728e-14,0,0
-2.78894,100000,-7.37582e-14,0,0
-2.73869,100000,1.00782e-13,0,0
-2.68844,100000,8.37198e-13,0,0
-2.63819,100000,9.14776e-11,0,0
-2.58794,100000,4.74784e-10,0,0
-2.53769,100000,3.98469e-08,0,0
-2.48744,100000,1.99368e-07,0,0
-2.43719,100000,1.09636e-05,0,0
-2.38693,100000,5.27101e-05,0,0
-2.33668,99999.7,0.0014509,0,0
-2.28643,99998.5,0.00661131,0,0
-2.23618,99979.6,0.0679395,0,0
-2.18593,99913.9,0.277347,0,0
-2.13568,99650.8,1.03286,0,0
-2.08543,98892.5,3.15845,0,0
-2.03518,97666.2,6.54147,0,0
-1.98492,95321.7,12.9296,0,0
-1.93467,92754.8,20.0218,0,0
-1.88442,89680.8,28.7184,0,0
-1.83417,86712,37.2892,0,0
-1.78392,83971.8,45.5865,0,0
-1.73367,81376.6,53.5947,0,0
-1.68342,79082.5,61.0027,0,0
-1.63317,76872.8,68.2293,0,0
-1.58291,74830.8,75.0958,0,0
-1.53266,72853,81.9129,0,0
-1.48241,70997.1,88.636,0,0
-1.43216,69141,95.2921,0,0
-1.38191,67284.3,101.827,0,0
-1.33166,65539.8,108.486,0,0
-1.28141,63990.2,115.361,0,0
-1.23116,62286.6,122.002,0,0
-1.1809,60326.4,128.251,0,0
-1.13065,58740.9,134.926,0,0
-1.0804,57754,142.282,0,0
-1.03015,56234.9,149.055,0,0
-0.979899,53900.7,154.935,0,0
