x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,-1.23706e-15,0,0
-4.79798,348.4,100000,1.00008,5.14419e-15,0,0
-4.69697,348.4,100000,1.00008,9.5535e-15,0,0
-4.59596,348.4,100000,1.00008,-5.83009e-15,0,0
-4.49495,348.4,100000,1.00008,-7.63055e-15,0,0
-4.39394,348.4,100000,1.00008,-1.35954e-15,0,0
-4.29293,348.4,100000,1.00008,1.00312e-14,0,0
-4.19192,348.4,100000,1.00008,2.49861e-15,0,0
-4.09091,348.4,100000,1.00008,-7.55094e-15,0,0
-3.9899,348.4,100000,1.00008,7.05489e-15,0,0
-3.88889,348.4,100000,1.00008,-3.50295e-15,0,0
-3.78788,348.4,100000,1.00008,3.8214e-15,0,0
-3.68687,348.4,100000,1.00008,5.81171e-15,0,0
-3.58586,348.4,100000,1.00008,0,0,0
-3.48485,348.4,100000,1.00008,0,0,0
-3.38384,348.4,100000,1.00008,-3.209e-15,0,0
-3.28283,348.4,100000,1.00008,-8.92272e-15,0,0
-3.18182,348.4,100000,1.00008,7.27536e-15,0,0
-3.08081,348.4,100000,1.00008,4.85636e-15,0,0
-2.9798,348.4,100000,1.00008,0,0,0
-2.87879,348.4,100000,1.00008,-1.12254e-14,0,0
-2.77778,348.4,100000,1.00008,-4.37869e-15,0,0
-2.67677,348.4,100000,1.00008,1.15438e-14,0,0
-2.57576,348.4,100000,1.00008,-2.2414e-15,0,0
-2.47475,348.4,100000,1.00008,4.28683e-15,0,0
-2.37374,348.4,100000,1.00008,-1.09314e-14,0,0
-2.27273,348.4,100000,1.00008,9.25955e-15,0,0
-2.17172,348.4,100000,1.00008,3.68667e-15,0,0
-2.07071,348.4,100000,1.00008,0,0,0
-1.9697,348.4,100000,1.00008,0,0,0
-1.86869,348.4,100000,1.00008,0,0,0
-1.76768,348.4,100000,1.00008,0,0,0
-1.66667,348.4,100000,1.00008,0,0,0
-1.56566,348.4,100000,1.00008,-1.63634e-14,0,0
-1.46465,348.4,100000,1.00008,1.37178e-14,0,0
-1.36364,348.4,100000,1.00008,2.64558e-15,0,0
-1.26263,348.4,100000,1.00008,0,0,0
-1.16162,348.4,100000,1.00008,0,0,0
-1.06061,348.4,100000,1.00008,-6.50373e-15,0,0
-0.959596,348.4,100000,1.00008,-1.16602e-14,0,0
-0.858586,348.4,100000,1.00008,3.39272e-15,0,0
-0.757576,348.4,100000,1.00008,3.67442e-16,0,0
-0.656566,348.4,100000,1.00008,-4.53179e-15,0,0
-0.555556,348.4,100000,1.00008,8.43739e-13,0,0
-0.454545,348.4,100000,1.00008,7.24616e-08,0,0
-0.353535,348.399,99999.6,1.00008,0.00106736,0,0
-0.252525,348.184,99830,0.999002,0.454755,0,0
-0.151515,343.907,94868.6,0.961152,13.938,0,0
-0.0505051,335.371,75639.4,0.785822,84.2784,0,0
0.0505051,295.399,27114.2,0.319892,216.92,0,0
0.151515,326.461,16961.4,0.180929,152.794,0,0
0.252525,286.503,10558.2,0.1284,12.9247,0,0
0.353535,278.738,10002.3,0.125032,0.0559382,0,0
0.454545,278.7,10000,0.125019,3.84878e-06,0,0
0.555556,278.7,10000,0.125019,2.11023e-11,0,0
0.656566,278.7,10000,0.125019,3.3986e-15,0,0
0.757576,278.7,10000,0.125019,-6.42978e-16,0,0
0.858586,278.7,10000,0.125019,-7.5504e-15,0,0
0.959596,278.7,10000,0.125019,2.77399e-15,0,0
1.06061,278.7,10000,0.125019,5.41939e-15,0,0
1.16162,278.7,10000,0.125019,0,0,0
1.26263,278.7,10000,0.125019,0,0,0
1.36364,278.7,10000,0.125019,0,0,0
1.46465,278.7,10000,0.125019,3.55169e-16,0,0
1.56566,278.7,10000,0.125019,1.66562e-15,0,0
1.66667,278.7,10000,0.125019,-2.02079e-15,0,0
1.76768,278.7,10000,0.125019,0,0,0
1.86869,278.7,10000,0.125019,1.13287e-15,0,0
1.9697,278.7,10000,0.125019,4.1518e-15,0,0
2.07071,278.7,10000,0.125019,-2.88422e-15,0,0
2.17172,278.7,10000,0.125019,-1.8432e-15,0,0
2.27273,278.7,10000,0.125019,-5.18057e-15,0,0
2.37374,278.7,10000,0.125019,5.19894e-15,0,0
2.47475,278.7,10000,0.125019,1.82483e-15,0,0
2.57576,278.7,10000,0.125019,9.36911e-16,0,0
2.67677,278.7,10000,0.125019,2.66377e-15,0,0
2.77778,278.7,10000,0.125019,-1.01039e-15,0,0
2.87879,278.7,10000,0.125019,-2.59028e-15,0,0
2.9798,278.7,10000,0.125019,0,0,0
3.08081,278.7,10000,0.125019,1.12062e-15,0,0
3.18182,278.7,10000,0.125019,2.48006e-15,0,0
3.28283,278.7,10000,0.125019,-1.1941e-15,0,0
3.38384,278.7,10000,0.125019,-2.40657e-15,0,0
3.48485,278.7,10000,0.125019,0,0,0
3.58586,278.7,10000,0.125019,1.30433e-15,0,0
3.68687,278.7,10000,0.125019,9.55282e-16,0,0
3.78788,278.7,10000,0.125019,-2.25961e-15,0,0
3.88889,278.7,10000,0.125019,-3.30062e-15,0,0
3.9899,278.7,10000,0.125019,-5.10096e-15,0,0
