x,TTR,p,rho,U_0,U_1,U_2
-5,348.4,100000,1.00008,0,0,0
-4.89899,348.4,100000,1.00008,1.26743e-13,0,0
-4.79798,348.4,100000,1.00008,1.16002e-13,0,0
-4.69697,348.4,100000,1.00008,3.64503e-14,0,0
-4.59596,348.4,100000,1.00008,5.17665e-14,0,0
-4.49495,348.4,100000,1.00008,1.59207e-13,0,0
-4.39394,348.4,100000,1.00008,2.23901e-13,0,0
-4.29293,348.4,100000,1.00008,1.53058e-13,0,0
-4.19192,348.4,100000,1.00008,3.72219e-14,0,0
-4.09091,348.4,100000,1.00008,3.4117e-14,0,0
-3.9899,348.4,100000,1.00008,8.78371e-14,0,0
-3.88889,348.4,100000,1.00008,6.52088e-14,0,0
-3.78788,348.4,100000,1.00008,-7.14675e-15,0,0
-3.68687,348.4,100000,1.00008,-7.03775e-14,0,0
-3.58586,348.4,100000,1.00008,-8.16089e-14,0,0
-3.48485,348.4,100000,1.00008,-8.11313e-14,0,0
-3.38384,348.4,100000,1.00008,-5.31812e-14,0,0
-3.28283,348.4,100000,1.00008,-3.67749e-14,0,0
-3.18182,348.4,100000,1.00008,-1.57082e-14,0,0
-3.08081,348.4,100000,1.00008,-4.71735e-14,0,0
-2.9798,348.4,100000,1.00008,-8.08006e-14,0,0
-2.87879,348.4,100000,1.00008,6.96744e-13,0,0
-2.77778,348.4,100000,1.00008,2.06911e-08,0,0
-2.67677,348.4,100000,1.00008,7.08353e-05,0,0
-2.57576,348.393,99993.4,1.00003,0.0177336,0,0
-2.47475,348.191,99788.5,0.998566,0.566162,0,0
-2.37374,346.833,98425.7,0.988775,4.24115,0,0
-2.27273,343.523,95173.2,0.965272,13.1943,0,0
-2.17172,338.99,90849.6,0.933715,25.5002,0,0
-2.07071,334.205,86439.9,0.901113,38.5728,0,0
-1.9697,329.514,82268.7,0.869842,51.476,0,0
-1.86869,324.932,78335.2,0.839938,64.169,0,0
-1.76768,320.417,74594.1,0.811096,76.758,0,0
-1.66667,315.945,71016.5,0.783127,89.3121,0,0
-1.56566,311.504,67587.4,0.755941,101.864,0,0
-1.46465,307.089,64297.7,0.729487,114.428,0,0
-1.36364,302.696,61140.5,0.703735,127.014,0,0
-1.26263,298.325,58109.9,0.678656,139.63,0,0
-1.16162,293.971,55200.5,0.654227,152.283,0,0
-1.06061,289.634,52407.3,0.630425,164.979,0,0
-0.959596,285.311,49725.5,0.60723,177.725,0,0
-0.858586,281.001,47151.1,0.584625,190.528,0,0
-0.757576,276.704,44680.6,0.562599,203.388,0,0
-0.656566,272.422,42311.8,0.54115,216.305,0,0
-0.555556,268.157,40043.6,0.520289,229.267,0,0
-0.454545,263.919,37877.4,0.500047,242.248,0,0
-0.353535,259.729,35818.7,0.480501,255.186,0,0
-0.252525,255.637,33887.7,0.461876,267.924,0,0
-0.151515,251.795,32142.5,0.444777,279.965,0,0
-0.0505051,248.7,30762.2,0.430978,289.966,0,0
0.0505051,246.936,30057,0.424108,295.137,0,0
0.151515,246.971,30054,0.424003,295.181,0,0
0.252525,247.854,30408.2,0.427473,292.552,0,0
0.353535,247.729,30349.1,0.426857,293.001,0,0
0.454545,247.651,30306.5,0.426391,293.35,0,0
0.555556,247.597,30289.2,0.426242,293.489,0,0
0.656566,247.488,30263.4,0.426067,293.683,0,0
0.757576,247.307,30244.6,0.426113,293.786,0,0
0.858586,247.147,30253.2,0.42651,293.721,0,0
0.959596,247.039,30262.6,0.426828,293.666,0,0
1.06061,247.045,30260.9,0.426795,293.681,0,0
1.16162,247.177,30258.7,0.426538,293.694,0,0
1.26263,247.688,30261.5,0.425697,293.661,0,0
1.36364,249.069,30266.6,0.423413,293.605,0,0
1.46465,252.327,30271.6,0.418039,293.558,0,0
1.56566,259.378,30277.1,0.406832,293.571,0,0
1.66667,273.225,30290.6,0.386595,293.677,0,0
1.76768,296.953,30316.1,0.356279,293.793,0,0
1.86869,330.468,30363.3,0.320692,294.056,0,0
1.9697,365.984,30422.8,0.289889,294.61,0,0
2.07071,389.903,30283,0.270656,293.359,0,0
2.17172,398.467,30113,0.263316,291.722,0,0
2.27273,400.238,30153.2,0.2625,292.11,0,0
2.37374,400.436,30196.5,0.262747,292.474,0,0
2.47475,400.382,30285.9,0.26356,293.275,0,0
2.57576,400.325,30412.1,0.264696,294.433,0,0
2.67677,400.016,30476.8,0.265464,295.043,0,0
2.77778,399.285,30443.5,0.26566,294.721,0,0
2.87879,398.402,30354,0.265465,293.843,0,0
2.9798,397.514,30226.9,0.264944,292.599,0,0
3.08081,396.865,30144.4,0.264654,291.784,0,0
3.18182,396.232,30059.1,0.264326,290.961,0,0
3.28283,393.604,29439.3,0.260571,285.115,0,0
3.38384,377.426,25649.4,0.235638,244.249,0,0
3.48485,331.779,17113.3,0.176886,129.171,0,0
3.58586,286.326,10768.9,0.13096,17.7223,0,0
3.68687,278.755,10005.7,0.125065,0.135863,0,0
3.78788,278.7,10000,0.125019,2.76994e-05,0,0
3.88889,278.7,10000,0.125019,3.25641e-10,0,0
3.9899,278.7,10000,0.125019,-2.08778e-13,0,0
4.09091,278.7,10000,0.125019,-2.28496e-13,0,0
4.19192,278.7,10000,0.125019,-2.88201e-13,0,0
4.29293,278.7,10000,0.125019,-2.78067e-13,0,0
4.39394,278.7,10000,0.125019,-1.77186e-13,0,0
4.49495,278.7,10000,0.125019,-1.45209e-13,0,0
4.59596,278.7,10000,0.125019,-1.48026e-13,0,0
4.69697,278.7,10000,0.125019,-1.39067e-13,0,0
4.79798,278.7,10000,0.125019,-8.0954e-14,0,0
4.89899,278.7,10000,0.125019,-1.17573e-13,0,0
5,278.7,10000,0.125019,0,0,0
