x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,4.77082e-15,0,0
-4.8995,100000,-1.01954e-14,0,0
-4.84925,100000,-2.47189e-14,0,0
-4.79899,100000,-1.0173e-14,0,0
-4.74874,100000,4.27421e-15,0,0
-4.69849,100000,1.48729e-14,0,0
-4.64824,100000,2.45005e-14,0,0
-4.59799,100000,7.35527e-15,0,0
-4.54774,100000,-8.70493e-15,0,0
-4.49749,100000,-1.73805e-15,0,0
-4.44724,100000,4.08653e-15,0,0
-4.39698,100000,-9.71581e-15,0,0
-4.34673,100000,-2.10826e-14,0,0
-4.29648,100000,2.58511e-15,0,0
-4.24623,100000,2.34373e-14,0,0
-4.19598,100000,9.56438e-15,0,0
-4.14573,100000,-2.12397e-15,0,0
-4.09548,100000,9.70356e-15,0,0
-4.04523,100000,1.86706e-14,0,0
-3.99497,100000,3.88083e-16,0,0
-3.94472,100000,-1.78552e-14,0,0
-3.89447,100000,-3.57633e-14,0,0
-3.84422,100000,-4.86294e-14,0,0
-3.79397,100000,-2.26937e-14,0,0
-3.74372,100000,1.15047e-15,0,0
-3.69347,100000,1.03543e-14,0,0
-3.64322,100000,1.91747e-14,0,0
-3.59296,100000,2.5539e-14,0,0
-3.54271,100000,2.89779e-14,0,0
-3.49246,100000,1.51671e-14,0,0
-3.44221,100000,-8.86398e-16,0,0
-3.39196,100000,-2.91661e-14,0,0
-3.34171,100000,-4.84046e-14,0,0
-3.29146,100000,-2.18888e-14,0,0
-3.24121,100000,1.59855e-15,0,0
-3.19095,100000,1.0809e-14,0,0
-3.1407,100000,2.01587e-14,0,0
-3.09045,100000,3.01219e-14,0,0
-3.0402,100000,3.44046e-14,0,0
-2.98995,100000,1.52377e-14,0,0
-2.9397,100000,-5.81601e-15,0,0
-2.88945,100000,-3.41867e-14,0,0
-2.8392,100000,-5.0358e-14,0,0
-2.78894,100000,-2.19873e-14,0,0
-2.73869,100000,2.07084e-15,0,0
-2.68844,100000,1.12746e-14,0,0
-2.63819,100000,2.1369e-14,0,0
-2.58794,100000,3.43623e-14,0,0
-2.53769,100000,3.83484e-14,0,0
-2.48744,100000,1.45776e-14,0,0
-2.43719,100000,-6.09804e-15,0,0
-2.38693,100000,-1.77309e-14,0,0
-2.33668,100000,-2.40434e-14,0,0
