x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,0,0,0
-4.8995,100000,0,0,0
-4.84925,100000,0,0,0
-4.79899,100000,0,0,0
-4.74874,100000,0,0,0
-4.69849,100000,0,0,0
-4.64824,100000,0,0,0
-4.59799,100000,0,0,0
-4.54774,100000,0,0,0
-4.49749,100000,0,0,0
-4.44724,100000,0,0,0
-4.39698,100000,0,0,0
-4.34673,100000,0,0,0
-4.29648,100000,0,0,0
-4.24623,100000,1.3264e-31,0,0
-4.19598,100000,1.90117e-30,0,0
-4.14573,100000,4.14197e-24,0,0
-4.09548,100000,5.2871e-23,0,0
-4.04523,100000,1.27552e-16,0,0
-3.99497,100000,1.47021e-15,0,0
-3.94472,100000,2.53091e-15,0,0
-3.89447,100000,1.18825e-15,0,0
-3.84422,100000,9.69708e-23,0,0
-3.79397,100000,9.69708e-23,0,0
-3.74372,100000,1.67832e-16,0,0
-3.69347,100000,1.51049e-15,0,0
-3.64322,100000,2.30937e-15,0,0
-3.59296,100000,-3.75943e-16,0,0
-3.54271,100000,-2.4772e-15,0,0
-3.49246,100000,-1.13454e-15,0,0
-3.44221,100000,-8.94178e-23,0,0
-3.39196,100000,-4.06888e-23,0,0
-3.34171,100000,8.0403e-24,0,0
-3.29146,100000,5.67694e-23,0,0
-3.24121,100000,2.34965e-16,0,0
-3.19095,100000,1.57762e-15,0,0
-3.1407,100000,2.1751e-15,0,0
-3.09045,100000,-5.10209e-16,0,0
-3.0402,100000,-2.41007e-15,0,0
-2.98995,100000,-1.06741e-15,0,0
-2.9397,100000,-8.69814e-23,0,0
-2.88945,100000,-3.82523e-23,0,0
-2.8392,100000,1.04767e-23,0,0
-2.78894,100000,5.92058e-23,0,0
-2.73869,100000,3.02098e-16,0,0
-2.68844,100000,1.64475e-15,0,0
-2.63819,100000,2.04084e-15,0,0
-2.58794,100000,-6.44475e-16,0,0
-2.53769,100000,-2.67188e-15,0,0
-2.48744,100000,-2.67188e-15,0,0
-2.43719,100000,-2.32951e-15,0,0
-2.38693,100000,-9.86852e-16,0,0
-2.33668,100000,3.55804e-16,0,0
-2.28643,100000,1.69846e-15,0,0
-2.23618,100000,2.67188e-15,0,0
-2.18593,100000,2.67188e-15,0,0
-2.13568,100000,1.90657e-15,0,0
-2.08543,100000,-7.7874e-16,0,0
-2.03518,100000,-2.2758e-15,0,0
-1.98492,100000,-9.33145e-16,0,0
-1.93467,100000,-8.21085e-23,0,0
-1.88442,100000,-3.33794e-23,0,0
-1.83417,100000,1.53497e-23,0,0
-1.78392,100000,6.40787e-23,0,0
-1.73367,100000,4.36363e-16,0,0
-1.68342,100000,1.77902e-15,0,0
-1.63317,100000,1.7723e-15,0,0
-1.58291,100000,-9.13006e-16,0,0
-1.53266,100000,-2.20867e-15,0,0
-1.48241,100000,-8.66013e-16,0,0
-1.43216,100000,-7.9672e-23,0,0
-1.38191,100000,-3.0943e-23,0,0
-1.33166,100000,1.77861e-23,0,0
-1.28141,100000,6.65152e-23,0,0
-1.23116,100000,5.03496e-16,0,0
-1.1809,100000,1.84615e-15,0,0
-1.13065,100000,1.63804e-15,0,0
-1.0804,100000,-1.04727e-15,0,0
-1.03015,100000,-2.67188e-15,0,0
-0.979899,100000,-2.67188e-15,0,0
-0.929648,100000,-1.58433e-15,0,0
-0.879397,100000,1.10098e-15,0,0
-0.829146,100000,2.11468e-15,0,0
-0.778894,100000,7.72027e-16,0,0
-0.728643,100000,-5.70628e-16,0,0
-0.678392,100000,-1.91328e-15,0,0
-0.628141,100000,-2.08783e-15,0,0
-0.577889,100000,-7.45175e-16,0,0
-0.527638,100000,-7.21683e-15,0,0
-0.477387,100000,-2.34344e-14,0,0
-0.427136,100000,-9.82115e-08,0,0
-0.376884,100000,-3.14061e-07,0,0
-0.326633,100315,-1.4999,0,0
-0.276382,100993,-4.72548,0,0
-0.226131,97072.7,-36.3084,0,0
-0.175879,88069.3,-99.2335,0,0
-0.125628,323893,-75.2131,0,0
-0.0753769,819686,41.1309,0,0
-0.0251256,811093,160.379,0,0
0.0251256,287924,282.589,0,0
0.0753769,24398.5,268.083,0,0
0.125628,15375.7,119.568,0,0
0.175879,10740.9,35.2364,0,0
0.226131,10238.7,11.3498,0,0
0.276382,10000.1,0.00270265,0,0
0.326633,10000,0.000857943,0,0
0.376884,10000,1.13065e-07,0,0
0.427136,10000,3.53572e-08,0,0
0.477387,10000,1.22138e-13,0,0
0.527638,10000,3.76135e-14,0,0
0.577889,10000,1.49045e-15,0,0
0.628141,10000,4.17569e-15,0,0
0.678392,10000,3.82657e-15,0,0
0.728643,10000,1.14126e-15,0,0
0.778894,10000,-1.54405e-15,0,0
0.829146,10000,-4.22936e-15,0,0
0.879397,10000,-2.98741e-15,0,0
0.929648,10000,1.04056e-15,0,0
0.979899,10000,3.47076e-15,0,0
1.03015,10000,4.81342e-15,0,0
1.0804,10000,2.90685e-15,0,0
1.13065,10000,-1.12112e-15,0,0
1.1809,10000,-1.84615e-15,0,0
1.23116,10000,-5.03496e-16,0,0
1.28141,10000,-7.8654e-22,0,0
1.33166,10000,-7.8654e-22,0,0
1.38191,10000,-8.52586e-16,0,0
1.43216,10000,-2.19524e-15,0,0
1.48241,10000,-7.38454e-17,0,0
1.53266,10000,3.95412e-15,0,0
1.58291,10000,2.70545e-15,0,0
1.63317,10000,-1.32251e-15,0,0
1.68342,10000,-1.77902e-15,0,0
1.73367,10000,-4.36363e-16,0,0
1.78392,10000,-7.8654e-22,0,0
1.83417,10000,-7.8654e-22,0,0
1.88442,10000,-9.19719e-16,0,0
1.93467,10000,-2.26237e-15,0,0
1.98492,10000,-8.05593e-16,0,0
2.03518,10000,1.87972e-15,0,0
2.08543,10000,7.78739e-16,0,0
2.13568,10000,-1.90657e-15,0,0
2.18593,10000,-2.67188e-15,0,0
2.23618,10000,-2.67188e-15,0,0
2.28643,10000,-1.69846e-15,0,0
2.33668,10000,-3.55804e-16,0,0
2.38693,10000,9.86851e-16,0,0
2.43719,10000,2.32951e-15,0,0
2.48744,10000,2.67188e-15,0,0
2.53769,10000,2.67188e-15,0,0
2.58794,10000,6.44475e-16,0,0
2.63819,10000,-2.04083e-15,0,0
2.68844,10000,-1.64475e-15,0,0
2.73869,10000,-3.02098e-16,0,0
2.78894,10000,-4.80224e-22,0,0
2.8392,10000,-8.4978e-23,0,0
2.88945,10000,3.10268e-22,0,0
2.9397,10000,7.05515e-22,0,0
2.98995,10000,1.06741e-15,0,0
3.0402,10000,2.41006e-15,0,0
3.09045,10000,5.10209e-16,0,0
